site_code,Specie,year,season,variable,mean,sd,se,cv,median,sum,min,max,n,sp_elev,sp_code,elev_code,elev,elev_cat
PINIG_LANTEIRA_H,P. nigra,2014,summer,evi,0.258,0.02308142110009694,0.009422950705591113,8.946287248099589,0.25780000000000003,1.548,0.2291,0.2879,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2014,summer,ndvi,0.5385166666666668,0.03534444322190783,0.014429308522740943,6.56329607042329,0.5377500000000001,3.2311000000000005,0.5004000000000001,0.5903,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2014,winter,evi,0.2712833333333333,0.04639363821330106,0.018940123488979107,17.101543852049296,0.26325,1.6277000000000001,0.2064,0.3304,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2014,winter,ndvi,0.7283333333333334,0.0712533133732507,0.02908904337451551,9.783063621041286,0.7351000000000001,4.37,0.6274000000000001,0.8332,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2015,autumn,evi,0.26894,0.0711210095541395,0.031806282398293584,26.44493550760002,0.24760000000000001,1.3447,0.1976,0.37220000000000003,5,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2015,autumn,ndvi,0.6362,0.07786950622676375,0.03482430185947738,12.239784065822658,0.6542,3.181,0.554,0.733,5,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2015,spring,evi,0.27280000000000004,0.056775205856077704,0.02317838073147763,20.8120256070666,0.27225,1.6368,0.20090000000000002,0.3677,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2015,spring,ndvi,0.6462833333333333,0.04065422077308416,0.016597016130752075,6.290464054426721,0.66335,3.8777,0.5666,0.6771,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2015,summer,evi,0.27853333333333335,0.019146348651026567,0.007816464105406686,6.873988266285267,0.2852,1.6712000000000002,0.24180000000000001,0.29250000000000004,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2015,summer,ndvi,0.5696,0.06022169044455661,0.02458540217283419,10.572628238159517,0.5846,3.4176,0.49470000000000003,0.6402,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2015,winter,evi,0.25620000000000004,0.05621668791382146,0.02295036673635812,21.94250113732297,0.24175000000000002,1.5372000000000001,0.2116,0.3648,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2015,winter,ndvi,0.6657333333333333,0.07372217215103381,0.030096950749942168,11.07382918351199,0.69215,3.9944,0.5384,0.7276,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2016,autumn,evi,0.24304,0.026200916014521326,0.01171740585624651,10.78049539767994,0.23650000000000002,1.2152,0.2177,0.273,5,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2016,autumn,ndvi,0.61806,0.030851790871844052,0.01379734032341016,4.991714537721912,0.6141,3.0903,0.5815,0.6672,5,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2016,spring,evi,0.29151666666666665,0.04799622554604337,0.019594377027890197,16.46431612122007,0.2985,1.7491,0.2389,0.368,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2016,spring,ndvi,0.6015333333333334,0.05153657600837163,0.021039719051778656,8.567534524277672,0.5861500000000001,3.6092000000000004,0.5411,0.6885,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2016,summer,evi,0.24711666666666668,0.024090530643110928,0.009834917951417345,9.748646648591459,0.2508,1.4827000000000001,0.2086,0.2732,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2016,summer,ndvi,0.5319,0.023764847990256542,0.009701958565155804,4.467916523830897,0.5279,3.1914000000000002,0.5073,0.5584,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2016,winter,evi,0.21845,0.047977525988737696,0.019586742965587725,21.962703588344105,0.2235,1.3107000000000002,0.137,0.28090000000000004,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2016,winter,ndvi,0.5629166666666667,0.19668831604004006,0.08029766877756236,34.94092957039941,0.61255,3.3775000000000004,0.1752,0.7293000000000001,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2017,autumn,evi,0.27864,0.045126577534752174,0.020181218991924148,16.195297708423837,0.2674,1.3932000000000002,0.2222,0.3438,5,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2017,autumn,ndvi,0.67142,0.027998517817913137,0.01252131782201857,4.170045250054085,0.6766,3.3571,0.6345000000000001,0.7084,5,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2017,spring,evi,0.23488333333333336,0.020352338113019522,0.008308807241582745,8.664871118861642,0.23525000000000001,1.4093,0.2,0.2558,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2017,spring,ndvi,0.5618000000000001,0.041118025244410765,0.01678636351328066,7.318979217588245,0.54605,3.3708000000000005,0.5146000000000001,0.6202000000000001,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2017,summer,evi,0.2636833333333333,0.029212765474474798,0.011926061564676098,11.078730348704177,0.2617,1.5821,0.2298,0.3073,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2017,summer,ndvi,0.5644,0.0287868720079136,0.01175219128503276,5.100437988645216,0.5723,3.3864,0.5206000000000001,0.6003000000000001,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2017,winter,evi,0.23353333333333334,0.022525955399642132,0.009196182782969126,9.645713131448245,0.23795,1.4012,0.1993,0.2582,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2017,winter,ndvi,0.599,0.11104413536968084,0.045333578430709995,18.538252983252228,0.5798,3.5940000000000003,0.49620000000000003,0.7967000000000001,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2018,autumn,evi,0.2827,0.043003139420279536,0.019231588597929186,15.211580976398844,0.2892,1.4135,0.232,0.3362,5,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2018,autumn,ndvi,0.69706,0.04905112638869777,0.021936330595612397,7.036858575832464,0.6672,3.4853,0.6543,0.7547,5,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2018,spring,evi,0.31433333333333335,0.05703425871059136,0.023284138616472612,18.144514966253876,0.3124,1.8860000000000001,0.22690000000000002,0.37970000000000004,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2018,spring,ndvi,0.6053833333333334,0.07658591036650715,0.03126606698074519,12.650812493435094,0.6245,3.6323000000000003,0.47550000000000003,0.677,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2018,summer,evi,0.30923333333333336,0.0492800838743875,0.020118509995634484,15.936213390445456,0.30285,1.8554000000000002,0.2469,0.39180000000000004,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2018,summer,ndvi,0.5706833333333333,0.04705509182507955,0.019210160795208823,8.245394437968438,0.5831,3.4241,0.4797,0.6075,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2018,winter,evi,0.26333333333333336,0.05182997845520164,0.021159500099114922,19.68227029944366,0.25,1.58,0.22080000000000002,0.3599,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2018,winter,ndvi,0.651,0.17636236559992047,0.07199963425833034,27.090993179711287,0.7331000000000001,3.906,0.3846,0.7967000000000001,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2019,autumn,evi,0.29134,0.0230931375087925,0.010327565056682036,7.9265248537078685,0.2827,1.4567,0.26990000000000003,0.3242,5,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2019,autumn,ndvi,0.69426,0.0169444091074313,0.007577770120556585,2.4406431462897618,0.6904,3.4713000000000003,0.6723,0.7141000000000001,5,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2019,spring,evi,0.2965666666666667,0.0272047544864251,0.011106294511572155,9.1732340630859035,0.2993,1.7794,0.2614,0.3264,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2019,spring,ndvi,0.6559166666666667,0.04162059185867816,0.016991535474399536,6.345408490714495,0.67305,3.9355,0.5784,0.6936,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2019,summer,evi,0.3033166666666667,0.04767596529349633,0.019463631327284344,15.718214833835814,0.31215000000000004,1.8199,0.2268,0.3521,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2019,summer,ndvi,0.5787,0.07898726479629486,0.03224641582150385,13.649086710954702,0.5814,3.4722,0.47150000000000003,0.6874,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2019,winter,evi,0.2741166666666667,0.07743294948964986,0.031611869254724215,28.248172732893483,0.28875,1.6447,0.1456,0.3759,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2019,winter,ndvi,0.7563000000000001,0.04397262784960662,0.017951750146805556,5.8141779518189365,0.7703,4.537800000000001,0.6888000000000001,0.797,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2020,autumn,evi,0.25618,0.016126127867532248,0.007211823625131166,6.294842637025626,0.2538,1.2809000000000001,0.2403,0.28200000000000003,5,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2020,autumn,ndvi,0.6473,0.09698819515796758,0.04337443947764629,14.983499947160139,0.6192000000000001,3.2365000000000004,0.5444,0.7838,5,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2020,spring,evi,0.32883333333333337,0.041674244644224416,0.01701343913237742,12.673363804629826,0.3103,1.9730000000000003,0.29650000000000004,0.40180000000000005,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2020,spring,ndvi,0.69665,0.04508572944957195,0.018406171972103993,6.4717906336857745,0.67655,4.1799,0.6567000000000001,0.7563000000000001,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2020,summer,evi,0.2684166666666667,0.025577131713049196,0.010441820296821391,9.528891044911218,0.25875000000000004,1.6105,0.24530000000000002,0.3052,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2020,summer,ndvi,0.5936166666666667,0.03851879627748857,0.015725232731010518,6.488833356681681,0.5835000000000001,3.5617,0.5535,0.6459,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2020,winter,evi,0.2748333333333334,0.06253362828644014,0.02552924684444186,22.753291068443954,0.2735,1.649,0.1736,0.3497,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2020,winter,ndvi,0.6581,0.21609801479884075,0.08822164511426131,32.83665321362114,0.70865,3.9486000000000003,0.23720000000000002,0.8418,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2021,autumn,evi,0.3149,0.04528106668354887,0.020250308639623245,14.379506727071728,0.3413,1.5745,0.25270000000000004,0.35100000000000003,5,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2021,autumn,ndvi,0.7017800000000001,0.041706678122334306,0.01865179347944856,5.9429847134905955,0.7145,3.5089,0.6395000000000001,0.7429,5,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2021,spring,evi,0.3010833333333333,0.06492387593687446,0.026505061361516934,21.563424058746016,0.29159999999999997,1.8065,0.23,0.3952,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2021,spring,ndvi,0.6655833333333334,0.027850846785451015,0.011370060588131352,4.18442671122339,0.66805,3.9935,0.6296,0.7092,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2021,summer,evi,0.29896666666666666,0.02842376939581847,0.01160395526438196,9.507337293729002,0.28435,1.7938,0.2812,0.3527,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2021,summer,ndvi,0.6326333333333334,0.04167549239861081,0.017013948525972582,6.587621960895327,0.623,3.7958,0.5878,0.7015,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2021,winter,evi,0.30565000000000003,0.07708311747717525,0.03146905093368192,25.21940699400466,0.28200000000000003,1.8339,0.23090000000000002,0.4207,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2021,winter,ndvi,0.7002833333333334,0.03067679361776046,0.012523748551363453,4.380625977736696,0.6991,4.201700000000001,0.6635,0.7484000000000001,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2022,autumn,evi,0.3151,0.03388200112153943,0.019561782468203996,10.752777252154692,0.3134,0.9453,0.2821,0.3498,3,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2022,autumn,ndvi,0.6763333333333333,0.0632852536799319,0.03653775824784244,9.35710995760452,0.6645,2.029,0.6198,0.7447,3,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2022,spring,evi,0.3277666666666667,0.0644090262825535,0.026294874870294492,19.65087753967868,0.32265,1.9666000000000001,0.2396,0.4289,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2022,spring,ndvi,0.6534500000000001,0.07621028145860634,0.031112717121245876,11.662756363701329,0.6448,3.9207,0.5397000000000001,0.777,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2022,summer,evi,0.30675,0.025465722059270175,0.010396337496124935,8.301783882402665,0.3054,1.8405,0.28,0.3362,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2022,summer,ndvi,0.619,0.0229738982325595,0.00937905467873318,3.7114536724651854,0.61665,3.7140000000000004,0.5899,0.6495000000000001,6,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2022,winter,evi,0.27527500000000005,0.054316809859686475,0.027158404929843238,19.73183538631785,0.25935,1.1011000000000002,0.2288,0.3536,4,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_H,P. nigra,2022,winter,ndvi,0.720375,0.06903363310734847,0.03451681655367424,9.583013445406694,0.7429,2.8815,0.6217,0.774,4,nigra_high,nigra,high,1810,NA
PINIG_LANTEIRA_L2,P. nigra,2000,autumn,evi,0.22414,0.010979663018508359,0.004910254575885044,4.898573667577566,0.2184,1.1207,0.2147,0.23700000000000002,5,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2000,autumn,ndvi,0.57242,0.0669512285174813,0.029941499628442128,11.69617213191036,0.5401,2.8621,0.5071,0.6604,5,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2000,spring,evi,0.2527666666666667,0.029022037603632644,0.011848197237460976,11.48175033771567,0.25995,1.5166000000000002,0.2151,0.28340000000000004,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2000,spring,ndvi,0.56045,0.05282555252905546,0.021565941512795887,9.42556026925782,0.5529,3.3627000000000002,0.5114000000000001,0.6544,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2000,summer,evi,0.2334166666666667,0.01865008489703645,0.007613865276221042,7.990039941607903,0.23955,1.4005,0.2066,0.25420000000000004,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2000,summer,ndvi,0.4692833333333334,0.034611120563579935,0.014129930801120164,7.3753142515708205,0.47840000000000005,2.8157,0.40390000000000004,0.5031,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2000,winter,evi,0.274,0.060248070508523335,0.034784239726251505,21.988346900920924,0.2889,0.8220000000000001,0.20770000000000002,0.3254,3,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2000,winter,ndvi,0.64,0.07645397308184841,0.04414072193942158,11.945933294038815,0.6641,1.92,0.5544,0.7015,3,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2001,autumn,evi,0.23834000000000002,0.02817584071505233,0.012600619032412658,11.821700392318673,0.2341,1.1917,0.215,0.28400000000000003,5,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2001,autumn,ndvi,0.61528,0.07433086169283926,0.03324177191426473,12.080818764276305,0.5928,3.0764,0.5603,0.746,5,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2001,spring,evi,0.24415,0.02291521328724653,0.009355096650133196,9.385710951155653,0.24995,1.4649,0.20400000000000001,0.2662,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2001,spring,ndvi,0.5296166666666667,0.059587831531837644,0.024326630355321392,11.25112468738477,0.51865000000000006,3.1777,0.4494,0.6191,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2001,summer,evi,0.23305,0.03612853442917384,0.014749412417675039,15.50248205499843,0.23170000000000002,1.3983,0.19140000000000001,0.2913,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2001,summer,ndvi,0.4595666666666667,0.06450118345167527,0.026332497877042442,14.035217984697598,0.44095,2.7574,0.4101,0.5852,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2001,winter,evi,0.2690166666666667,0.06217064955963277,0.025381061399748,23.11033376852714,0.23895,1.6141,0.21480000000000002,0.3667,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2001,winter,ndvi,0.6989833333333334,0.013745168848241434,0.005611441684431711,1.9664515865769,0.69535,4.1939,0.6861,0.7167,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2002,autumn,evi,0.24064000000000002,0.025952321668783303,0.01160623108506805,10.784708140285613,0.2467,1.2032,0.20720000000000002,0.2743,5,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2002,autumn,ndvi,0.62516,0.09404404819019652,0.0420577769265091,15.043196652088506,0.5991000000000001,3.1258000000000004,0.5463,0.7876000000000001,5,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2002,spring,evi,0.24591666666666667,0.05084220359766743,0.020756242702163398,20.67456601735036,0.22890000000000002,1.4755,0.20650000000000002,0.33690000000000003,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2002,spring,ndvi,0.5525333333333333,0.086302553071544,0.03523286975412465,15.619429247986968,0.54285,3.3152000000000004,0.42410000000000003,0.6595000000000001,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2002,summer,evi,0.22035000000000002,0.014261661894744239,0.005822299087702954,6.472276784544697,0.2179,1.3221,0.20120000000000002,0.2399,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2002,summer,ndvi,0.46830000000000005,0.036978155713880585,0.015096268854698279,7.896253622438731,0.48055000000000003,2.8098,0.40180000000000005,0.5038,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2002,winter,evi,0.2857166666666667,0.05081560455870487,0.020745383689978948,17.78531338460183,0.2905,1.7143000000000002,0.2126,0.3532,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2002,winter,ndvi,0.6617999999999999,0.039805477010079894,0.01625051794046372,6.014729073750362,0.6815,3.9708,0.6097,0.6947,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2003,autumn,evi,0.16348000000000001,0.08264751659910902,0.03696109305743,50.55512392898764,0.21350000000000002,0.8174,0.0543,0.234,5,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2003,autumn,ndvi,0.59792,0.061524686102409305,0.027514676083864757,10.289785607173084,0.604,2.9896000000000003,0.5086,0.6756,5,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2003,spring,evi,0.2559166666666667,0.01472866819052784,0.00601295360959247,5.755259468783265,0.26055,1.5355,0.23450000000000001,0.271,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2003,spring,ndvi,0.5316333333333334,0.042656191422426194,0.017414317225904793,8.023611152252716,0.51885,3.1898,0.49210000000000004,0.5979,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2003,summer,evi,0.22345,0.019361275784410485,0.00790420774018497,8.664701626498315,0.2278,1.3407,0.19310000000000002,0.24150000000000002,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2003,summer,ndvi,0.47975,0.034864408786038546,0.014233335284933523,7.267203498913714,0.48365,2.8785000000000003,0.4229,0.5285000000000001,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2003,winter,evi,0.2544,0.07928969668248202,0.03236988312202152,31.167333601604568,0.21715,1.5264,0.1905,0.3841,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2003,winter,ndvi,0.6639166666666667,0.06158627823360222,0.025142492804899927,9.276206085141542,0.6518,3.9835000000000003,0.5765,0.7551,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2004,autumn,evi,0.24226,0.040805551092957935,0.018248797220638956,16.843701433566387,0.2311,1.2113,0.1961,0.30110000000000003,5,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2004,autumn,ndvi,0.5843400000000001,0.07729775546547261,0.034568607145790534,13.22821567331906,0.6045,2.9217000000000004,0.47040000000000004,0.6565000000000001,5,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2004,spring,evi,0.24385,0.012375580794451623,0.005052309702832291,5.075079267767736,0.2449,1.4631,0.22240000000000001,0.258,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2004,spring,ndvi,0.5747333333333333,0.03257082539124032,0.013296983784970845,5.667119601770152,0.5715,3.4484000000000004,0.5348,0.613,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2004,summer,evi,0.2659,0.014232216974175182,0.005810278249217792,5.3524697157484695,0.26360000000000006,1.5954000000000002,0.24860000000000002,0.2886,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2004,summer,ndvi,0.5192166666666667,0.027618067757659397,0.011275028947979585,5.319179743394099,0.51815,3.1153,0.48900000000000005,0.5545,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2004,winter,evi,0.298,0.08511491056213358,0.034748016729975635,28.5620505242059,0.29300000000000004,1.788,0.20700000000000002,0.4214,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2004,winter,ndvi,0.7089833333333334,0.027268693893669867,0.011132397665273104,3.8461685362142783,0.7117,4.2539,0.6765,0.7414000000000001,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2005,autumn,evi,0.23670000000000002,0.019566169783583096,0.00875025713907883,8.266231425256905,0.24050000000000002,1.1835,0.20600000000000002,0.26030000000000003,5,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2005,autumn,ndvi,0.57806,0.02198904272586688,0.009833798859037124,3.8039377791002456,0.5750000000000001,2.8903000000000003,0.5519000000000001,0.605,5,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2005,spring,evi,0.2819,0.02806941395896965,0.011459290263071855,9.957223823685581,0.27905,1.6914,0.2508,0.32130000000000003,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2005,spring,ndvi,0.5438500000000001,0.025659364762207208,0.01047539179855978,4.718095938624107,0.5398499999999999,3.2631,0.5156000000000001,0.5920000000000001,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2005,summer,evi,0.23208333333333336,0.022113834282337083,0.009027935041365282,9.528402563305026,0.22705000000000003,1.3925,0.21380000000000002,0.273,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2005,summer,ndvi,0.4533666666666667,0.01069273896935051,0.004365292404613675,2.358518999195024,0.45189999999999997,2.7202,0.441,0.46590000000000004,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2005,winter,evi,0.28733333333333333,0.058225652994763975,0.023770523296254502,20.26414837404779,0.27915,1.724,0.20570000000000002,0.3739,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2005,winter,ndvi,0.6242166666666666,0.15574650450866198,0.06358324421138359,24.950712280777825,0.6698500000000001,3.7453000000000003,0.3195,0.739,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2006,autumn,evi,0.20914000000000002,0.018560253231031096,0.008300397580839128,8.874559257450079,0.2089,1.0457,0.1903,0.23900000000000002,5,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2006,autumn,ndvi,0.5593800000000001,0.07318040721395311,0.032727273030303025,13.082413960805372,0.5852,2.7969000000000004,0.46230000000000004,0.6456000000000001,5,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2006,spring,evi,0.2582,0.043061816032304065,0.017579912779457505,16.677697921109242,0.24720000000000003,1.5492000000000001,0.2073,0.3282,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2006,spring,ndvi,0.5629666666666667,0.03373856349441491,0.013773710869301386,5.992994877331086,0.562,3.3778,0.5164,0.6161,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2006,summer,evi,0.23015000000000002,0.023163397850919896,0.009456417573972366,10.064478753386876,0.2248,1.3809,0.2059,0.2684,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2006,summer,ndvi,0.44328333333333336,0.02168560966785731,0.008853113074569367,4.892042636656158,0.43965,2.6597,0.41850000000000004,0.47350000000000003,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2006,winter,evi,0.24863333333333335,0.06725142873327428,0.027455280811611544,27.04843627829774,0.24235,1.4918,0.1698,0.35950000000000004,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2006,winter,ndvi,0.5814333333333334,0.16411713702921663,0.06700054062800125,28.22630345053316,0.65025,3.4886,0.2672,0.6954,6,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2007,autumn,evi,0.20688,0.032906868583929404,0.014716399016063678,15.90625898295118,0.2076,1.0344,0.16790000000000002,0.24050000000000002,5,nigra_low,nigra,low,1585,NA
PINIG_LANTEIRA_L2,P. nigra,2007,autumn,ndvi,0.51348,0.05542794421589168,0.024788130223960012,10.794567308540094,0.5169,2.5674,0.465,0.6006,5,nigra_low,nigra,low,1585,NA
