modelo,name_modelo,max_likeli,n_params,aic_cor,aic,R2,slope,RMSE,deltaAIC
mprecrat3,Log-normal,100.2778226331906,3,-194.45925972421253,-194.5556452663812,0.27745878046261663,0.9964670505010033,0.11490826614734367,0
mprecrat1,Gaussian,100.2722939954841,3,-194.44820244879955,-194.5445879909682,0.269710533784275,1.0024236333600811,0.11552273863229798,0.011057275412980516
mprecrat5,Gompertz,100.28148193706627,4,-192.4016735515519,-192.56296387413255,0.2810365618264421,1.0093475510461274,0.11462341952969776,2.0575861726606206
mprecrat4,Asymptotic,100.17579583046712,4,-192.1903013383536,-192.35159166093425,0.1616390970924605,1.016206032428109,0.12377572136991481,2.268958385858923
