prec,modelo,pred,name_modelo
13,mprecrat1,0.13036267893348172,Gaussian
13,mprecrat3,2.3691177611786875e-5,Log-normal
13,mprecrat4,0.27083663615616743,Asymptotic
13,mprecrat5,0.010022622226959623,Gompertz
14,mprecrat1,0.1309239206156884,Gaussian
14,mprecrat3,3.397815100559389e-5,Log-normal
14,mprecrat4,0.27148754372704104,Asymptotic
14,mprecrat5,0.010189390449653788,Gompertz
15,mprecrat1,0.13148698242458023,Gaussian
15,mprecrat3,4.726923930855429e-5,Log-normal
15,mprecrat4,0.27213891401732637,Asymptotic
15,mprecrat5,0.010358139434640872,Gompertz
16,mprecrat1,0.13205186707124586,Gaussian
16,mprecrat3,6.405961826304084e-5,Log-normal
16,mprecrat4,0.2727907420768749,Asymptotic
16,mprecrat5,0.010528879648587019,Gompertz
17,mprecrat1,0.13261857725358017,Gaussian
17,mprecrat3,8.48635794814764e-5,Log-normal
17,mprecrat4,0.27344302294092937,Asymptotic
17,mprecrat5,0.010701621436659946,Gompertz
18,mprecrat1,0.13318711565617913,Gaussian
18,mprecrat3,1.1021024533450914e-4,Log-normal
18,mprecrat4,0.2740957516302668,Asymptotic
18,mprecrat5,0.0108763750205755,Gompertz
19,mprecrat1,0.13375748495023343,Gaussian
19,mprecrat3,1.4063959736984943e-4,Log-normal
19,mprecrat4,0.27474892315134225,Asymptotic
19,mprecrat5,0.011053150496668962,Gompertz
20,mprecrat1,0.1343296877934228,Gaussian
20,mprecrat3,1.766988350967956e-4,Log-normal
20,mprecrat4,0.2754025324964342,Asymptotic
20,mprecrat5,0.011231957833991694,Gompertz
21,mprecrat1,0.1349037268298096,Gaussian
21,mprecrat3,2.1893906819159703e-4,Log-normal
21,mprecrat4,0.27605657464379035,Asymptotic
21,mprecrat5,0.0114128068724336,Gompertz
22,mprecrat1,0.13547960468973258,Gaussian
22,mprecrat3,0.00026791233573920914,Log-normal
22,mprecrat4,0.27671104455777423,Asymptotic
22,mprecrat5,0.011595707320871819,Gompertz
23,mprecrat1,0.13605732398970066,Gaussian
23,mprecrat3,3.2416893986429403e-4,Log-normal
23,mprecrat4,0.2773659371890134,Asymptotic
23,mprecrat5,0.011780668755346129,Gompertz
24,mprecrat1,0.13663688733228596,Gaussian
24,mprecrat3,3.88255077149601e-4,Log-normal
24,mprecrat4,0.278021247474548,Asymptotic
24,mprecrat5,0.011967700617261535,Gompertz
25,mprecrat1,0.1372182973060174,Gaussian
25,mprecrat3,4.6071074894759055e-4,Log-normal
25,mprecrat4,0.2786769703379803,Asymptotic
25,mprecrat5,0.01215681221161838,Gompertz
26,mprecrat1,0.1378015564852735,Gaussian
26,mprecrat3,5.420679305836e-4,Log-normal
26,mprecrat4,0.2793331006896254,Asymptotic
26,mprecrat5,0.012348012705270509,Gompertz
27,mprecrat1,0.13838666743017586,Gaussian
27,mprecrat3,6.328489791737355e-4,Log-normal
27,mprecrat4,0.2799896334266628,Asymptotic
27,mprecrat5,0.012541311125211788,Gompertz
28,mprecrat1,0.13897363268648152,Gaussian
28,mprecrat3,7.335652600790741e-4,Log-normal
28,mprecrat4,0.28064656343328837,Asymptotic
28,mprecrat5,0.01273671635689145,Gompertz
29,mprecrat1,0.13956245478547608,Gaussian
29,mprecrat3,8.447159727002846e-4,Log-normal
29,mprecrat4,0.2813038855808678,Asymptotic
29,mprecrat5,0.012934237142558607,Gompertz
30,mprecrat1,0.140153136243866,Gaussian
30,mprecrat3,9.667871572455684e-4,Log-normal
30,mprecrat4,0.2819615947280908,Asymptotic
30,mprecrat5,0.013133882079636266,Gompertz
31,mprecrat1,0.14074567956367132,Gaussian
31,mprecrat3,0.0011002508651800022,Log-normal
31,mprecrat4,0.2826196857211258,Asymptotic
31,mprecrat5,0.013335659619125348,Gompertz
32,mprecrat1,0.14134008723211813,Gaussian
32,mprecrat3,0.0012455644772148195,Log-normal
32,mprecrat4,0.2832781533937759,Asymptotic
32,mprecrat5,0.013539578064038842,Gompertz
33,mprecrat1,0.14193636172153049,Gaussian
33,mprecrat3,0.0014031701538700658,Log-normal
33,mprecrat4,0.2839369925676354,Asymptotic
33,mprecrat5,0.013745645567866623,Gompertz
34,mprecrat1,0.14253450548922275,Gaussian
34,mprecrat3,0.0015734944048084625,Log-normal
34,mprecrat4,0.2845961980522475,Asymptotic
34,mprecrat5,0.013953870133071108,Gompertz
35,mprecrat1,0.1431345209773916,Gaussian
35,mprecrat3,0.0017569477642684005,Log-normal
35,mprecrat4,0.28525576464526226,Asymptotic
35,mprecrat5,0.014164259609614196,Gompertz
36,mprecrat1,0.14373641061300782,Gaussian
36,mprecrat3,0.0019539245610041335,Log-normal
36,mprecrat4,0.28591568713259596,Asymptotic
36,mprecrat5,0.014376821693515611,Gompertz
37,mprecrat1,0.14434017680770841,Gaussian
37,mprecrat3,0.0021648027721621423,Log-normal
37,mprecrat4,0.286575960288591,Asymptotic
37,mprecrat5,0.014591563925443155,Gompertz
38,mprecrat1,0.14494582195768785,Gaussian
38,mprecrat3,0.002389943951478864,Log-normal
38,mprecrat4,0.28723657887617643,Asymptotic
38,mprecrat5,0.014808493689334942,Gompertz
39,mprecrat1,0.14555334844359,Gaussian
39,mprecrat3,0.0026296932230748097,Log-normal
39,mprecrat4,0.2878975376470296,Asymptotic
39,mprecrat5,0.015027618211053969,Gompertz
40,mprecrat1,0.1461627586303994,Gaussian
40,mprecrat3,0.0028843793329433438,Log-normal
40,mprecrat4,0.2885588313417383,Asymptotic
40,mprecrat5,0.01524894455707526,Gompertz
41,mprecrat1,0.1467740548673329,Gaussian
41,mprecrat3,0.0031543147509907857,Log-normal
41,mprecrat4,0.2892204546899638,Asymptotic
41,mprecrat5,0.01547247963320584,Gompertz
42,mprecrat1,0.1473872394877305,Gaussian
42,mprecrat3,0.003439795817180685,Log-normal
42,mprecrat4,0.2898824024106047,Asymptotic
42,mprecrat5,0.015698230183337675,Gompertz
43,mprecrat1,0.14800231480894718,Gaussian
43,mprecrat3,0.0037411029259721636,Log-normal
43,mprecrat4,0.2905446692119615,Asymptotic
43,mprecrat5,0.015926202788233926,Gompertz
44,mprecrat1,0.14861928313224346,Gaussian
44,mprecrat3,0.004058500743823896,Log-normal
44,mprecrat4,0.2912072497919014,Asymptotic
44,mprecrat5,0.01615640386434855,Gompertz
45,mprecrat1,0.1492381467426766,Gaussian
45,mprecrat3,0.004392238455064988,Log-normal
45,mprecrat4,0.29187013883802476,Asymptotic
45,mprecrat5,0.016388839662679584,Gompertz
46,mprecrat1,0.1498589079089916,Gaussian
46,mprecrat3,0.004742550031916085,Log-normal
46,mprecrat4,0.2925333310278317,Asymptotic
46,mprecrat5,0.016623516267656215,Gompertz
47,mprecrat1,0.15048156888351186,Gaussian
47,mprecrat3,0.005109654524881293,Log-normal
47,mprecrat4,0.29319682102888917,Asymptotic
47,mprecrat5,0.01686043959605975,Gompertz
48,mprecrat1,0.1511061319020303,Gaussian
48,mprecrat3,0.005493756370128382,Log-normal
48,mprecrat4,0.2938606034989992,Asymptotic
48,mprecrat5,0.01709961539597878,Gompertz
49,mprecrat1,0.15173259918369963,Gaussian
49,mprecrat3,0.005895045710834269,Log-normal
49,mprecrat4,0.2945246730863676,Asymptotic
49,mprecrat5,0.017341049245798476,Gompertz
50,mprecrat1,0.1523609729309231,Gaussian
50,mprecrat3,0.006313698729797778,Log-normal
50,mprecrat4,0.2951890244297733,Asymptotic
50,mprecrat5,0.01758474655322434,Gompertz
51,mprecrat1,0.15299125532924523,Gaussian
51,mprecrat3,0.006749877990915911,Log-normal
51,mprecrat4,0.2958536521587387,Asymptotic
51,mprecrat5,0.0178307125543404,Gompertz
52,mprecrat1,0.15362344854724197,Gaussian
52,mprecrat3,0.00720373278738543,Log-normal
52,mprecrat4,0.2965185508936997,Asymptotic
52,mprecrat5,0.01807895231270196,Gompertz
53,mprecrat1,0.15425755473641123,Gaussian
53,mprecrat3,0.007675399494731343,Log-normal
53,mprecrat4,0.2971837152461777,Asymptotic
53,mprecrat5,0.01832947071846307,Gompertz
54,mprecrat1,0.15489357603106343,Gaussian
54,mprecrat3,0.008165001926980452,Log-normal
54,mprecrat4,0.2978491398189513,Asymptotic
54,mprecrat5,0.018582272487538673,Gompertz
55,mprecrat1,0.15553151454821132,Gaussian
55,mprecrat3,0.008672651694492736,Log-normal
55,mprecrat4,0.2985148192062285,Asymptotic
55,mprecrat5,0.01883736216080165,Gompertz
56,mprecrat1,0.1561713723874606,Gaussian
56,mprecrat3,0.009198448562139467,Log-normal
56,mprecrat4,0.2991807479938205,Asymptotic
56,mprecrat5,0.0190947441033146,Gompertz
57,mprecrat1,0.1568131516308997,Gaussian
57,mprecrat3,0.009742480806675077,Log-normal
57,mprecrat4,0.2998469207593148,Asymptotic
57,mprecrat5,0.019354422503596706,Gompertz
58,mprecrat1,0.1574568543429902,Gaussian
58,mprecrat3,0.010304825572291785,Log-normal
58,mprecrat4,0.30051333207224995,Asymptotic
58,mprecrat5,0.01961640137292538,Gompertz
59,mprecrat1,0.1581024825704569,Gaussian
59,mprecrat3,0.01088554922347466,Log-normal
59,mprecrat4,0.30117997649429007,Asymptotic
59,mprecrat5,0.019880684544672938,Gompertz
60,mprecrat1,0.15875003834217744,Gaussian
60,mprecrat3,0.011484707694389333,Log-normal
60,mprecrat4,0.3018468485794008,Asymptotic
60,mprecrat5,0.02014727567367825,Gompertz
61,mprecrat1,0.15939952366907248,Gaussian
61,mprecrat3,0.01210234683413787,Log-normal
61,mprecrat4,0.3025139428740244,Asymptotic
61,mprecrat5,0.02041617823565333,Gompertz
62,mprecrat1,0.1600509405439958,Gaussian
62,mprecrat3,0.012738502747311484,Log-normal
62,mprecrat4,0.303181253917257,Asymptotic
62,mprecrat5,0.020687395526624856,Gompertz
63,mprecrat1,0.16070429094162378,Gaussian
63,mprecrat3,0.013393202129351241,Log-normal
63,mprecrat4,0.3038487762410253,Asymptotic
63,mprecrat5,0.020960930662410702,Gompertz
64,mprecrat1,0.16135957681834553,Gaussian
64,mprecrat3,0.014066462596302808,Log-normal
64,mprecrat4,0.30451650437026406,Asymptotic
64,mprecrat5,0.021236786578131238,Gompertz
65,mprecrat1,0.16201680011215264,Gaussian
65,mprecrat3,0.014758293008617756,Log-normal
65,mprecrat4,0.3051844328230941,Asymptotic
65,mprecrat5,0.02151496602775564,Gompertz
66,mprecrat1,0.16267596274252874,Gaussian
66,mprecrat3,0.015468693788713397,Log-normal
66,mprecrat4,0.3058525561110006,Asymptotic
66,mprecrat5,0.02179547158368277,Gompertz
67,mprecrat1,0.16333706661033953,Gaussian
67,mprecrat3,0.016197657232056722,Log-normal
67,mprecrat4,0.3065208687390124,Asymptotic
67,mprecrat5,0.022078305636356994,Gompertz
68,mprecrat1,0.1640001135977222,Gaussian
68,mprecrat3,0.016945167811584626,Log-normal
68,mprecrat4,0.3071893652058812,Asymptotic
68,mprecrat5,0.022363470393918543,Gompertz
69,mprecrat1,0.1646651055679753,Gaussian
69,mprecrat3,0.017711202475315994,Log-normal
69,mprecrat4,0.30785804000426115,Asymptotic
69,mprecrat5,0.022650967881888376,Gompertz
70,mprecrat1,0.1653320443654485,Gaussian
70,mprecrat3,0.018495730937047542,Log-normal
70,mprecrat4,0.30852688762088937,Asymptotic
70,mprecrat5,0.02294079994288764,Gompertz
71,mprecrat1,0.166000931815432,Gaussian
71,mprecrat3,0.019298715960059918,Log-normal
71,mprecrat4,0.30919590253676676,Asymptotic
71,mprecrat5,0.02323296823639136,Gompertz
72,mprecrat1,0.16667176972404618,Gaussian
72,mprecrat3,0.02012011363378877,Log-normal
72,mprecrat4,0.30986507922733864,Asymptotic
72,mprecrat5,0.023527474238516498,Gompertz
73,mprecrat1,0.1673445598781315,Gaussian
73,mprecrat3,0.020959873643442855,Log-normal
73,mprecrat4,0.3105344121626764,Asymptotic
73,mprecrat5,0.023824319241843934,Gompertz
74,mprecrat1,0.16801930404513776,Gaussian
74,mprecrat3,0.02181793953257333,Log-normal
74,mprecrat4,0.3112038958076596,Asymptotic
74,mprecrat5,0.024123504355274612,Gompertz
75,mprecrat1,0.16869600397301396,Gaussian
75,mprecrat3,0.02269424895861946,Log-normal
75,mprecrat4,0.3118735246221579,Asymptotic
75,mprecrat5,0.02442503050391939,Gompertz
76,mprecrat1,0.16937466139009785,Gaussian
76,mprecrat3,0.02358873394147251,Log-normal
76,mprecrat4,0.3125432930612136,Asymptotic
76,mprecrat5,0.02472889842902258,Gompertz
77,mprecrat1,0.17005527800500556,Gaussian
77,mprecrat3,0.024501321105116613,Log-normal
77,mprecrat4,0.31321319557522465,Asymptotic
77,mprecrat5,0.025035108687919146,Gompertz
78,mprecrat1,0.17073785550652096,Gaussian
78,mprecrat3,0.025431931912417407,Log-normal
78,mprecrat4,0.31388322661012774,Asymptotic
78,mprecrat5,0.025343661654024928,Gompertz
79,mprecrat1,0.17142239556348568,Gaussian
79,mprecrat3,0.026380482893142206,Log-normal
79,mprecrat4,0.3145533806075823,Asymptotic
79,mprecrat5,0.02565455751686038,Gompertz
80,mprecrat1,0.17210889982468836,Gaussian
80,mprecrat3,0.0273468858653041,Log-normal
80,mprecrat4,0.3152236520051537,Asymptotic
80,mprecrat5,0.025967796282107,Gompertz
81,mprecrat1,0.1727973699187548,Gaussian
81,mprecrat3,0.028331048149932102,Log-normal
81,mprecrat4,0.31589403523649767,Asymptotic
81,mprecrat5,0.026283377771696675,Gompertz
82,mprecrat1,0.17348780745403697,Gaussian
82,mprecrat3,0.029332872779376174,Log-normal
82,mprecrat4,0.31656452473154495,Asymptotic
82,mprecrat5,0.02660130162393358,Gompertz
83,mprecrat1,0.1741802140185031,Gaussian
83,mprecrat3,0.030352258699261878,Log-normal
83,mprecrat4,0.3172351149166856,Asymptotic
83,mprecrat5,0.02692156729364831,Gompertz
84,mprecrat1,0.1748745911796273,Gaussian
84,mprecrat3,0.03138910096421489,Log-normal
84,mprecrat4,0.31790580021495407,Asymptotic
84,mprecrat5,0.027244174052384315,Gompertz
85,mprecrat1,0.17557094048427924,Gaussian
85,mprecrat3,0.032443290927478954,Log-normal
85,mprecrat4,0.3185765750462144,Asymptotic
85,mprecrat5,0.0275691209886161,Gompertz
86,mprecrat1,0.17626926345861407,Gaussian
86,mprecrat3,0.033514716424554836,Log-normal
86,mprecrat4,0.31924743382734566,Asymptotic
86,mprecrat5,0.027896407007999068,Gompertz
87,mprecrat1,0.1769695616079618,Gaussian
87,mprecrat3,0.03460326195099003,Log-normal
87,mprecrat4,0.3199183709724274,Asymptotic
87,mprecrat5,0.02822603083365096,Gompertz
88,mprecrat1,0.17767183641671755,Gaussian
88,mprecrat3,0.03570880883445005,Log-normal
88,mprecrat4,0.32058938089292544,Asymptotic
88,mprecrat5,0.028557991006464188,Gompertz
89,mprecrat1,0.17837608934823124,Gaussian
89,mprecrat3,0.03683123540120508,Log-normal
89,mprecrat4,0.32126045799787795,Asymptotic
89,mprecrat5,0.028892285885449308,Gompertz
90,mprecrat1,0.17908232184469733,Gaussian
90,mprecrat3,0.03797041713716403,Log-normal
90,mprecrat4,0.3219315966940816,Asymptotic
90,mprecrat5,0.029228913648109013,Gompertz
91,mprecrat1,0.17979053532704495,Gaussian
91,mprecrat3,0.03912622684359102,Log-normal
91,mprecrat4,0.32260279138627795,Asymptotic
91,mprecrat5,0.029567872290842487,Gompertz
92,mprecrat1,0.18050073119482807,Gaussian
92,mprecrat3,0.04029853478763622,Log-normal
92,mprecrat4,0.3232740364773398,Asymptotic
92,mprecrat5,0.02990915962937985,Gompertz
93,mprecrat1,0.18121291082611493,Gaussian
93,mprecrat3,0.041487208847815496,Log-normal
93,mprecrat4,0.3239453263684576,Asymptotic
93,mprecrat5,0.030252773299246527,Gompertz
94,mprecrat1,0.18192707557737872,Gaussian
94,mprecrat3,0.04269211465456898,Log-normal
94,mprecrat4,0.3246166554593265,Asymptotic
94,mprecrat5,0.030598710756256847,Gompertz
95,mprecrat1,0.18264322678338749,Gaussian
95,mprecrat3,0.04391311572603129,Log-normal
95,mprecrat4,0.3252880181483331,Asymptotic
95,mprecrat5,0.030946969277037162,Gompertz
96,mprecrat1,0.1833613657570942,Gaussian
96,mprecrat3,0.045150073599141624,Log-normal
96,mprecrat4,0.3259594088327421,Asymptotic
96,mprecrat5,0.03129754595957766,Gompertz
97,mprecrat1,0.18408149378952748,Gaussian
97,mprecrat3,0.04640284795622148,Log-normal
97,mprecrat4,0.32663082190888376,Asymptotic
97,mprecrat5,0.031650437723812874,Gompertz
98,mprecrat1,0.18480361214968138,Gaussian
98,mprecrat3,0.04767129674714742,Log-normal
98,mprecrat4,0.3273022517723402,Asymptotic
98,mprecrat5,0.03200564131223039,Gompertz
99,mprecrat1,0.18552772208440613,Gaussian
99,mprecrat3,0.048955276307241176,Log-normal
99,mprecrat4,0.32797369281813343,Asymptotic
99,mprecrat5,0.03236315329050766,Gompertz
100,mprecrat1,0.1862538248182985,Gaussian
100,mprecrat3,0.05025464147100087,Log-normal
100,mprecrat4,0.328645139440912,Asymptotic
100,mprecrat5,0.032722970048176266,Gompertz
101,mprecrat1,0.18698192155359233,Gaussian
101,mprecrat3,0.051569245681792324,Log-normal
101,mprecrat4,0.3293165860351379,Asymptotic
101,mprecrat5,0.03308508779931361,Gompertz
102,mprecrat1,0.18771201347004932,Gaussian
102,mprecrat3,0.05289894109761788,Log-normal
102,mprecrat4,0.32998802699527446,Asymptotic
102,mprecrat5,0.03344950258326161,Gompertz
103,mprecrat1,0.18844410172484963,Gaussian
103,mprecrat3,0.05424357869307961,Log-normal
103,mprecrat4,0.33065945671597285,Asymptotic
103,mprecrat5,0.033816210265371835,Gompertz
104,mprecrat1,0.18917818745248258,Gaussian
104,mprecrat3,0.05560300835764801,Log-normal
104,mprecrat4,0.33133086959225977,Asymptotic
104,mprecrat5,0.034185206537777124,Gompertz
105,mprecrat1,0.18991427176463774,Gaussian
105,mprecrat3,0.056977078990347825,Log-normal
105,mprecrat4,0.3320022600197242,Asymptotic
105,mprecrat5,0.034556486920189165,Gompertz
106,mprecrat1,0.1906523557500957,Gaussian
106,mprecrat3,0.0583656385909692,Log-normal
106,mprecrat4,0.33267362239470494,Asymptotic
106,mprecrat5,0.03493004676072135,Gompertz
107,mprecrat1,0.19139244047461942,Gaussian
107,mprecrat3,0.0597685343479088,Log-normal
107,mprecrat4,0.3333449511144772,Asymptotic
107,mprecrat5,0.03530588123673727,Gompertz
108,mprecrat1,0.1921345269808452,Gaussian
108,mprecrat3,0.0611856127227456,Log-normal
108,mprecrat4,0.3340162405774399,Asymptotic
108,mprecrat5,0.035683985355723764,Gompertz
109,mprecrat1,0.19287861628817402,Gaussian
109,mprecrat3,0.06261671953164974,Log-normal
109,mprecrat4,0.3346874851833024,Asymptotic
109,mprecrat5,0.03606435395618865,Gompertz
110,mprecrat1,0.19362470939266285,Gaussian
110,mprecrat3,0.06406170002372535,Log-normal
110,mprecrat4,0.33535867933327157,Asymptotic
110,mprecrat5,0.03644698170858246,Gompertz
111,mprecrat1,0.1943728072669163,Gaussian
111,mprecrat3,0.0655203989563808,Log-normal
111,mprecrat4,0.3360298174302382,Asymptotic
111,mprecrat5,0.03683186311624411,Gompertz
112,mprecrat1,0.19512291085997807,Gaussian
112,mprecrat3,0.06699266066781992,Log-normal
112,mprecrat4,0.3367008938789638,Asymptotic
112,mprecrat5,0.037218992516369793,Gompertz
113,mprecrat1,0.1958750210972228,Gaussian
113,mprecrat3,0.06847832914674674,Log-normal
113,mprecrat4,0.3373719030862669,Asymptotic
113,mprecrat5,0.03760836408100496,Gompertz
114,mprecrat1,0.196629138880248,Gaussian
114,mprecrat3,0.06997724809936917,Log-normal
114,mprecrat4,0.33804283946120955,Asymptotic
114,mprecrat5,0.03799997181805895,Gompertz
115,mprecrat1,0.19738526508676568,Gaussian
115,mprecrat3,0.07148926101379076,Log-normal
115,mprecrat4,0.3387136974152833,Asymptotic
115,mprecrat5,0.038393809572341814,Gompertz
116,mprecrat1,0.19814340057049473,Gaussian
116,mprecrat3,0.07301421122187135,Log-normal
116,mprecrat4,0.33938447136259525,Asymptotic
116,mprecrat5,0.038789871026623145,Gompertz
117,mprecrat1,0.198903546161053,Gaussian
117,mprecrat3,0.07455194195863979,Log-normal
117,mprecrat4,0.3400551557200539,Asymptotic
117,mprecrat5,0.0391881497027122,Gompertz
118,mprecrat1,0.19966570266384975,Gaussian
118,mprecrat3,0.07610229641933725,Log-normal
118,mprecrat4,0.34072574490755464,Asymptotic
118,mprecrat5,0.039588638962559194,Gompertz
119,mprecrat1,0.20042987085997827,Gaussian
119,mprecrat3,0.07766511781416763,Log-normal
119,mprecrat4,0.3413962333481652,Asymptotic
119,mprecrat5,0.03999133200937742,Gompertz
120,mprecrat1,0.2011960515061081,Gaussian
120,mprecrat3,0.07924024942082987,Log-normal
120,mprecrat4,0.34206661546831085,Asymptotic
120,mprecrat5,0.04039622188878542,Gompertz
121,mprecrat1,0.20196424533437815,Gaussian
121,mprecrat3,0.08082753463490461,Log-normal
121,mprecrat4,0.3427368856979592,Asymptotic
121,mprecrat5,0.04080330148996932,Gompertz
122,mprecrat1,0.20273445305228965,Gaussian
122,mprecrat3,0.08242681701816604,Log-normal
122,mprecrat4,0.3434070384708049,Asymptotic
122,mprecrat5,0.04121256354686452,Gompertz
123,mprecrat1,0.20350667534259886,Gaussian
123,mprecrat3,0.0840379403448863,Log-normal
123,mprecrat4,0.3440770682244543,Asymptotic
123,mprecrat5,0.041624000639356624,Gompertz
124,mprecrat1,0.20428091286321087,Gaussian
124,mprecrat3,0.08566074864619941,Log-normal
124,mprecrat4,0.3447469694006092,Asymptotic
124,mprecrat5,0.04203760519450088,Gompertz
125,mprecrat1,0.20505716624707243,Gaussian
125,mprecrat3,0.08729508625258849,Log-normal
125,mprecrat4,0.345416736445251,Asymptotic
125,mprecrat5,0.0424533694877603,Gompertz
126,mprecrat1,0.20583543610206578,Gaussian
126,mprecrat3,0.08894079783456013,Log-normal
126,mprecrat4,0.34608636380882396,Asymptotic
126,mprecrat5,0.04287128564426129,Gompertz
127,mprecrat1,0.20661572301090228,Gaussian
127,mprecrat3,0.09059772844156384,Log-normal
127,mprecrat4,0.34675584594641873,Asymptotic
127,mprecrat5,0.0432913456400671,Gompertz
128,mprecrat1,0.20739802753101644,Gaussian
128,mprecrat3,0.09226572353921747,Log-normal
128,mprecrat4,0.3474251773179551,Asymptotic
128,mprecrat5,0.043713541303468245,Gompertz
129,mprecrat1,0.20818235019445958,Gaussian
129,mprecrat3,0.09394462904489519,Log-normal
129,mprecrat4,0.3480943523883643,Asymptotic
129,mprecrat5,0.044137864316289716,Gompertz
130,mprecrat1,0.20896869150779476,Gaussian
130,mprecrat3,0.09563429136173186,Log-normal
130,mprecrat4,0.3487633656277718,Asymptotic
130,mprecrat5,0.04456430621521441,Gompertz
131,mprecrat1,0.20975705195199038,Gaussian
131,mprecrat3,0.09733455741109896,Log-normal
131,mprecrat4,0.34943221151167875,Asymptotic
131,mprecrat5,0.044992858393122566,Gompertz
132,mprecrat1,0.21054743198231532,Gaussian
132,mprecrat3,0.09904527466360252,Log-normal
132,mprecrat4,0.35010088452114324,Asymptotic
132,mprecrat5,0.04542351210044666,Gompertz
133,mprecrat1,0.21133983202823342,Gaussian
133,mprecrat3,0.10076629116865442,Log-normal
133,mprecrat4,0.3507693791429619,Asymptotic
133,mprecrat5,0.045856258446541384,Gompertz
134,mprecrat1,0.21213425249329856,Gaussian
134,mprecrat3,0.10249745558266447,Log-normal
134,mprecrat4,0.35143768986985024,Asymptotic
134,mprecrat5,0.04629108840106833,Gompertz
135,mprecrat1,0.21293069375505003,Gaussian
135,mprecrat3,0.10423861719590188,Log-normal
135,mprecrat4,0.3521058112006228,Asymptotic
135,mprecrat5,0.046727992795394926,Gompertz
136,mprecrat1,0.21372915616490737,Gaussian
136,mprecrat3,0.10598962595807063,Log-normal
136,mprecrat4,0.3527737376403733,Asymptotic
136,mprecrat5,0.04716696232400749,Gompertz
137,mprecrat1,0.21452964004806638,Gaussian
137,mprecrat3,0.10775033250264313,Log-normal
137,mprecrat4,0.35344146370065366,Asymptotic
137,mprecrat5,0.0476079875459374,Gompertz
138,mprecrat1,0.21533214570339457,Gaussian
138,mprecrat3,0.10952058816999552,Log-normal
138,mprecrat4,0.3541089838996533,Asymptotic
138,mprecrat5,0.0480510588862006,Gompertz
139,mprecrat1,0.2161366734033274,Gaussian
139,mprecrat3,0.11130024502938624,Log-normal
139,mprecrat4,0.3547762927623772,Asymptotic
139,mprecrat5,0.04849616663724983,Gompertz
140,mprecrat1,0.21694322339376418,Gaussian
140,mprecrat3,0.11308915589981638,Log-normal
140,mprecrat4,0.35544338482082427,Asymptotic
140,mprecrat5,0.04894330096043892,Gompertz
141,mprecrat1,0.21775179589396482,Gaussian
141,mprecrat3,0.11488717436981336,Log-normal
141,mprecrat4,0.3561102546141644,Asymptotic
141,mprecrat5,0.049392451887499245,Gompertz
142,mprecrat1,0.21856239109644593,Gaussian
142,mprecrat3,0.11669415481617282,Log-normal
142,mprecrat4,0.356776896688916,Asymptotic
142,mprecrat5,0.049843609322027395,Gompertz
143,mprecrat1,0.21937500916687816,Gaussian
