modelo,name_modelo,max_likeli,n_params,aic_cor,aic,R2,slope,RMSE,deltaAIC
mtrat3,Log-normal,100.38440603071558,3,-194.6724265192625,-194.76881206143116,0.39567678810688456,0.99907441580037,0.10508835541720736,0
mtrat1,Gaussian,100.35433497405144,3,-194.61228440593422,-194.70866994810288,0.36248377611060667,0.9983487600785261,0.10793581582364102,0.060142113328282676
mtrat6,Logistic_Mod,100.44358125088503,4,-192.72587217918942,-192.88716250177006,0.46000619808826204,0.9863713132439489,0.09933775599959994,1.946554340073078
mtrat5,Asymptotic,100.38896254253228,4,-192.61663476248393,-192.77792508506457,0.4006170063701986,1.0206166214173285,0.10465793609282,2.055791756778575
mtrat2,Gaussian Extended,100.37325356843336,4,-192.58521681428607,-192.7465071368667,0.3832946704921236,1.0024530062054788,0.10615948634625086,2.0872097049764307
mtrat4,Logistic,100.37005538471662,5,-190.49719578967617,-190.74011076943324,0.37965901059718754,1.0223016772243951,0.10647194725943347,4.175230729586332
