DATA,spei_1,spei_3,spei_6,spei_9,spei_12,spei_24,spi_1,spi_3,spi_6,spi_9,spi_12,spi_24,duration_spei_1,duration_spei_3,duration_spei_6,duration_spei_9,duration_spei_12,duration_spei_24,intensity_spei_1,intensity_spei_3,intensity_spei_6,intensity_spei_9,intensity_spei_12,intensity_spei_24,duration_spi_1,duration_spi_3,duration_spi_6,duration_spi_9,duration_spi_12,duration_spi_24,intensity_spi_1,intensity_spi_3,intensity_spi_6,intensity_spi_9,intensity_spi_12,intensity_spi_24
1961-06-16,1.6,-0.15,,,,,1.61,-0.08,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,
1961-06-23,0.72,0.04,-1.18,,,,0.52,0.13,-1.47,,,,0,0,0,,,,0,0,0,,,,0,0,1,,,,0,0,1.47,,,
1961-07-01,0.56,-0.09,-1.24,,,,0.31,-0.17,-1.62,,,,0,0,0,,,,0,0,0,,,,0,0,2,,,,0,0,3.09,,,
1961-07-09,0.65,0.15,-1.14,,,,0.18,0,-1.52,,,,0,0,0,,,,0,0,0,,,,0,0,3,,,,0,0,4.61,,,
1961-07-16,1.21,0.52,-0.99,,,,0.47,0.25,-1.43,,,,0,0,0,,,,0,0,0,,,,0,0,4,,,,0,0,6.04,,,
1961-07-23,1.41,0.69,-0.97,,,,0.45,0.46,-1.4,,,,0,0,0,,,,0,0,0,,,,0,0,5,,,,0,0,7.44,,,
1961-08-01,1.66,1.13,-0.75,,,,0.06,0.72,-1.17,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-08-09,1.82,1.49,-0.5,,,,0.72,1.12,-0.93,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-08-16,1.53,1.93,-0.31,,,,0.89,1.64,-0.7,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-08-23,0.91,1.27,-0.21,,,,0.2,0.35,-0.58,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-09-01,0.7,0.98,0.04,,,,0.35,0.18,-0.24,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-09-09,0.21,0.79,0.1,,,,-0.06,-0.06,-0.17,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-09-16,-0.51,0.6,0.04,,,,-0.58,-0.22,-0.24,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-09-23,0.59,1.09,0.53,-0.63,,,0.73,0.62,0.32,-1.06,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-10-01,0.64,1.04,0.47,-0.7,,,0.74,0.58,0.1,-1.19,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-10-09,0.26,0.55,0.41,-0.75,,,0.42,0.2,0,-1.19,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-10-16,0.23,0.12,0.43,-0.82,,,0.22,-0.09,-0.05,-1.31,,,0,0,0,0,,,0,0,0,0,,,0,0,0,1,,,0,0,0,1.31,,
1961-10-23,-0.5,0.06,0.46,-0.84,,,-0.77,-0.16,-0.01,-1.35,,,0,0,0,0,,,0,0,0,0,,,0,0,0,2,,,0,0,0,2.66,,
1961-11-01,-0.76,-0.16,0.52,-0.8,,,-0.96,-0.36,-0.08,-1.3,,,0,0,0,0,,,0,0,0,0,,,0,0,0,3,,,0,0,0,3.96,,
1961-11-09,-0.48,-0.31,0.61,-0.67,,,-0.67,-0.46,0.03,-1.16,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-11-16,0.45,0.01,1.11,-0.28,,,0.33,-0.05,0.49,-0.67,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-11-23,1.62,1.03,1.41,0.53,,,1.51,0.92,0.95,0.26,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-12-01,1.64,0.81,1.1,0.57,,,1.55,0.73,0.68,0.31,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-12-09,1.51,0.76,0.95,0.6,,,1.4,0.66,0.53,0.3,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-12-16,0.81,0.7,0.77,0.54,,,0.74,0.5,0.35,0.17,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-12-23,1.24,1.43,1.5,1.36,0.52,,1.11,1.27,1.24,1.14,0.13,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-01-01,1.4,1.38,1.45,1.33,0.54,,1.26,1.25,1.24,1.09,0.18,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-01-09,1.42,1.45,1.41,1.35,0.56,,1.28,1.32,1.19,1.1,0.22,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-01-16,1.64,1.52,1.37,1.43,0.64,,1.54,1.4,1.19,1.2,0.32,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-01-23,0.21,1.39,1.26,1.38,0.58,,0.11,1.26,1.05,1.12,0.25,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-02-01,-0.38,1.34,1.16,1.35,0.57,,-0.39,1.23,0.97,1.06,0.28,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-02-09,-0.65,1.28,1.05,1.31,0.59,,-0.62,1.17,0.86,1.01,0.29,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-02-16,-1.3,1.01,0.89,1.3,0.55,,-1.43,0.92,0.72,0.97,0.29,,1,0,0,0,0,,1.3,0,0,0,0,,1,0,0,0,0,,1.43,0,0,0,0,
1962-02-23,-0.76,0.53,0.97,1.14,0.66,,-0.7,0.42,0.78,0.78,0.39,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-03-01,0.71,1.01,1.22,1.31,1.08,,0.73,0.9,1.08,1.05,0.86,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-03-09,1.05,1.1,1.25,1.3,1.16,,0.98,1,1.11,1.03,0.92,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-03-16,1.52,1.36,1.36,1.39,1.28,,1.44,1.28,1.21,1.13,1.03,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-03-23,1.67,0.74,1.31,1.42,1.34,,1.67,0.57,1.12,1.15,1.1,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-04-01,0.6,0.44,1.2,1.33,1.26,,0.57,0.32,1.05,1.08,0.99,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-04-09,0.11,0.36,1.22,1.27,1.26,,0.14,0.24,1.08,1.01,0.97,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-04-16,0.34,0.64,1.43,1.37,1.44,,0.34,0.5,1.31,1.15,1.18,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-04-23,0.79,1.15,1.54,1.48,1.59,,0.68,1.02,1.44,1.26,1.34,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-05-01,0.8,1.02,1.47,1.38,1.56,,0.69,0.91,1.37,1.17,1.27,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-05-09,1.02,1.14,1.49,1.34,1.58,,0.9,1.03,1.4,1.15,1.29,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-05-16,1.08,1.51,1.51,1.45,1.77,,0.98,1.45,1.43,1.28,1.49,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-05-23,0.58,1.48,1.19,1.47,1.62,,0.54,1.45,1.03,1.29,1.3,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-06-01,1.33,1.2,1.33,1.51,1.61,,1.19,0.99,1.18,1.32,1.29,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-06-09,1.35,1.16,1.4,1.52,1.6,,1.25,0.94,1.27,1.35,1.28,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-06-16,0.63,0.96,1.55,1.55,1.61,,0.24,0.72,1.48,1.36,1.28,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-06-23,0.63,0.83,0.98,1.47,1.59,,0.24,0.61,0.74,1.25,1.27,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-07-01,0.15,1.17,0.94,1.44,1.57,,-0.34,0.89,0.67,1.23,1.25,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-07-09,0.07,1.38,0.97,1.5,1.56,,-0.52,1.15,0.72,1.33,1.26,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-07-16,0.32,1.05,0.96,1.54,1.53,,-0.11,0.79,0.71,1.4,1.26,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-07-23,0.53,0.68,1.15,1.55,1.53,,0.13,0.41,0.94,1.42,1.26,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-08-01,0.55,1.08,1.21,1.56,1.5,,0.62,0.88,1.02,1.43,1.26,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-08-09,0.44,1.1,1.33,1.57,1.47,,0.72,1,1.18,1.47,1.25,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-08-16,-0.2,0.38,1.47,1.46,1.43,,0.66,0.09,1.39,1.38,1.24,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-08-23,-0.57,0.29,1.45,1.15,1.44,,0.25,0.06,1.38,0.99,1.26,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-09-01,-0.9,-0.38,0.9,1.18,1.38,,-0.16,-0.45,0.73,1.05,1.22,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-09-09,-0.52,-0.38,0.82,1.23,1.37,,0.17,-0.11,0.73,1.15,1.25,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-09-16,-0.68,-0.56,0.54,1.31,1.36,,-0.17,-0.21,0.48,1.28,1.23,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-09-23,-0.64,-0.59,0.37,0.75,1.26,,-0.23,-0.27,0.31,0.54,1.09,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-10-01,-0.56,-0.73,0.58,0.64,1.21,,-0.25,-0.39,0.47,0.44,1.06,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-10-09,1.55,1.07,1.65,1.17,1.55,,1.56,1.39,1.68,1.12,1.53,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-10-16,1.51,0.94,1.35,1.2,1.58,,1.47,1.19,1.33,1.14,1.59,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-10-23,1.5,0.78,1.03,1.32,1.56,,1.46,1.04,1.04,1.29,1.59,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-11-01,1.82,1.16,1.52,1.6,1.66,,1.76,1.33,1.51,1.59,1.71,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-11-09,1.05,1.32,1.56,1.77,1.72,,0.92,1.44,1.58,1.8,1.8,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-11-16,1.02,1.26,1.29,1.83,1.62,,0.9,1.31,1.29,1.87,1.71,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-11-23,0.8,1.09,1.12,1.74,1.36,,0.69,1.12,1.1,1.71,1.3,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-12-01,0.2,1.2,0.94,1.41,1.39,,0.12,1.17,0.99,1.28,1.33,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-12-09,-0.19,1.18,0.91,1.38,1.43,,-0.14,1.11,0.98,1.27,1.41,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-12-16,-0.47,1.04,0.72,1.11,1.44,,-0.35,0.93,0.77,0.96,1.41,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-12-23,1.25,1.7,1.35,1.51,1.43,1.24,1.15,1.66,1.4,1.49,1.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-01-01,1.58,1.85,1.55,1.73,1.56,1.37,1.51,1.92,1.67,1.88,1.63,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-01-09,1.6,1.49,1.58,1.78,1.61,1.42,1.51,1.42,1.7,1.96,1.7,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-01-16,1.86,1.54,1.62,1.75,1.66,1.49,1.83,1.47,1.74,1.92,1.8,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-01-23,1.31,1.45,1.53,1.6,1.69,1.48,1.2,1.36,1.62,1.7,1.84,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-02-01,0.99,1.36,1.6,1.7,1.8,1.59,0.82,1.26,1.7,1.82,1.94,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-02-09,1.53,1.54,1.8,1.84,1.95,1.75,1.42,1.49,1.97,2.05,2.22,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-02-16,1.69,1.68,1.91,1.86,2.09,1.83,1.62,1.65,2.09,2.07,2.38,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-02-23,1.98,1.77,1.94,1.91,2.13,1.87,1.84,1.77,2.11,2.08,2.43,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-03-01,1.41,1.7,1.91,1.82,2.02,1.91,1.3,1.69,2.04,1.94,2.19,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-03-09,0.69,1.71,1.88,1.78,1.98,1.91,0.59,1.69,1.96,1.88,2.14,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-03-16,-0.31,1.78,1.84,1.74,1.9,1.89,-0.44,1.83,1.9,1.83,2,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-03-23,-0.51,1.46,1.88,1.7,1.8,1.88,-0.67,1.41,1.91,1.76,1.85,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-04-01,-1.07,1.06,1.87,1.67,1.84,1.84,-1.58,0.9,1.89,1.73,1.94,1.85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.58,0,0,0,0,0
1963-04-09,0,1.26,1.66,1.77,1.97,1.91,-0.08,1.13,1.6,1.86,2.12,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-04-16,0.19,1.18,1.66,1.76,1.89,1.93,0.2,1.06,1.62,1.87,2.05,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-04-23,0.47,1.31,1.66,1.75,1.84,1.96,0.41,1.23,1.62,1.84,1.93,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-05-01,1.18,1.2,1.56,1.8,1.93,2.01,1.13,1.08,1.48,1.9,2.03,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-05-09,0.22,0.43,1.46,1.77,1.88,2.04,0.29,0.28,1.39,1.85,1.95,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-05-16,0.21,-0.07,1.43,1.76,1.77,2.07,0.21,-0.28,1.38,1.81,1.79,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-05-23,1.15,0.52,1.7,1.91,1.94,2.05,1.06,0.29,1.67,1.97,1.94,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-06-01,1.24,0.78,1.75,1.98,1.93,2.02,1.02,0.51,1.73,2.03,1.93,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-06-09,1.43,0.77,1.78,1.97,1.92,2.03,1.24,0.49,1.76,2.01,1.92,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-06-16,1.61,0.89,1.92,1.98,1.93,2.04,1.52,0.66,2.03,2.03,1.94,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-06-23,1.06,1.18,1.74,2.08,1.94,2.05,0.81,0.95,1.72,2.15,1.99,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-07-01,0.56,1.44,1.49,2.07,1.93,2.04,0.36,1.25,1.35,2.15,1.98,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-07-09,0.66,1.12,1.45,1.79,1.94,2.04,0.6,0.87,1.29,1.74,1.98,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-07-16,1.02,1.24,1.43,1.78,1.95,2.04,0.79,0.96,1.22,1.73,1.98,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-07-23,1.48,1.59,1.65,1.84,1.98,2.05,1.09,1.28,1.48,1.79,2.01,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-08-01,1.79,1.49,1.49,1.72,1.98,2.04,1.45,1.05,1.23,1.57,2,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-08-09,1.99,1.72,1.14,1.69,2.01,2.05,1.66,1.47,0.74,1.54,2.01,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-08-16,1.82,1.96,0.89,1.7,2,2.04,1.33,1.76,0.35,1.58,2.01,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-08-23,0.59,1.42,0.94,1.78,2,2.05,-0.03,0.71,0.41,1.69,2,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-09-01,1.56,1.55,1.3,1.86,2.09,2.09,1.39,1.21,0.83,1.84,2.14,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-09-09,1.63,1.75,1.47,1.91,2.09,2.12,1.48,1.54,0.99,1.92,2.15,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-09-16,1.62,1.86,1.68,2.01,2.07,2.11,1.46,1.57,1.19,2.13,2.15,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-09-23,1.42,1.57,1.75,1.85,2.08,2.03,1.23,1.14,1.27,1.8,2.19,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-10-01,0.57,1.48,1.94,1.71,2.08,2.02,0.41,1.03,1.48,1.48,2.18,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-10-09,-0.58,1.08,1.47,1.55,1.79,2.04,-0.64,0.62,0.92,1.24,1.68,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-10-16,-1.15,0.63,1.29,1.45,1.72,2.03,-1.64,0.26,0.68,1.06,1.6,2.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.64,0,0,0,0,0
1963-10-23,-1.1,0.24,1.28,1.55,1.71,2.03,-1.17,0.08,0.7,1.21,1.62,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-11-01,0.71,1.19,1.73,1.84,1.79,2.07,0.81,1.03,1.29,1.55,1.71,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-11-09,0.96,0.99,1.65,1.46,1.73,2.09,1.01,0.89,1.27,1.07,1.65,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-11-16,1.12,0.81,1.66,1.16,1.69,2.04,1.13,0.75,1.24,0.69,1.65,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-11-23,1.03,0.68,1.19,1.13,1.73,1.94,0.99,0.66,0.77,0.67,1.7,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-12-01,1.26,1.23,1.67,1.69,1.88,2.09,1.22,1.19,1.45,1.36,1.99,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-12-09,1.64,1.27,1.83,1.84,1.95,2.18,1.59,1.28,1.66,1.58,2.12,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-12-16,1.83,1.41,1.87,1.96,2.03,2.19,1.76,1.44,1.74,1.83,2.34,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-12-23,1.63,1.33,1.58,1.81,1.89,2.07,1.52,1.31,1.43,1.67,2.01,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964-01-01,0.73,1.18,1.43,1.72,1.72,2.05,0.64,1.14,1.27,1.63,1.69,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964-01-09,0.34,1.26,1.4,1.59,1.7,2.03,0.29,1.22,1.23,1.41,1.63,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964-01-16,-0.91,1.24,1.28,1.54,1.64,2.01,-0.88,1.19,1.1,1.32,1.52,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964-01-23,-1.38,1.13,1.08,1.48,1.64,2.01,-1.46,1.04,0.91,1.22,1.52,2.16,1,0,0,0,0,0,1.38,0,0,0,0,0,1,0,0,0,0,0,1.46,0,0,0,0,0
1964-02-01,-1.38,0.5,0.97,1.28,1.5,2.03,-1.56,0.43,0.79,0.97,1.26,2.11,2,0,0,0,0,0,2.76,0,0,0,0,0,2,0,0,0,0,0,3.02,0,0,0,0,0
