DATA,spei_1,spei_3,spei_6,spei_9,spei_12,spei_24,spi_1,spi_3,spi_6,spi_9,spi_12,spi_24,duration_spei_1,duration_spei_3,duration_spei_6,duration_spei_9,duration_spei_12,duration_spei_24,intensity_spei_1,intensity_spei_3,intensity_spei_6,intensity_spei_9,intensity_spei_12,intensity_spei_24,duration_spi_1,duration_spi_3,duration_spi_6,duration_spi_9,duration_spi_12,duration_spi_24,intensity_spi_1,intensity_spi_3,intensity_spi_6,intensity_spi_9,intensity_spi_12,intensity_spi_24
1961-06-16,1.57,-0.13,,,,,1.56,-0.05,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,
1961-06-23,0.78,0.06,-1.12,,,,0.57,0.15,-1.45,,,,0,0,0,,,,0,0,0,,,,0,0,1,,,,0,0,1.45,,,
1961-07-01,0.64,-0.05,-1.14,,,,0.34,-0.14,-1.57,,,,0,0,0,,,,0,0,0,,,,0,0,2,,,,0,0,3.02,,,
1961-07-09,0.69,0.17,-1.05,,,,0.2,0.02,-1.48,,,,0,0,0,,,,0,0,0,,,,0,0,3,,,,0,0,4.5,,,
1961-07-16,1.25,0.54,-0.9,,,,0.49,0.27,-1.38,,,,0,0,0,,,,0,0,0,,,,0,0,4,,,,0,0,5.88,,,
1961-07-23,1.41,0.71,-0.88,,,,0.39,0.48,-1.35,,,,0,0,0,,,,0,0,0,,,,0,0,5,,,,0,0,7.23,,,
1961-08-01,1.64,1.15,-0.64,,,,0.14,0.73,-1.11,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-08-09,1.84,1.5,-0.39,,,,0.78,1.11,-0.86,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-08-16,1.54,1.89,-0.21,,,,0.88,1.59,-0.65,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-08-23,0.97,1.31,-0.11,,,,0.16,0.37,-0.53,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-09-01,0.8,1.07,0.13,,,,0.41,0.25,-0.18,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-09-09,0.32,0.89,0.18,,,,0.01,0.02,-0.11,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-09-16,-0.35,0.73,0.13,,,,-0.43,-0.13,-0.18,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,
1961-09-23,0.61,1.14,0.58,-0.52,,,0.73,0.6,0.33,-1.04,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-10-01,0.57,1.06,0.51,-0.58,,,0.67,0.55,0.11,-1.15,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-10-09,0.2,0.6,0.45,-0.64,,,0.35,0.18,0,-1.16,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-10-16,0.18,0.17,0.48,-0.71,,,0.17,-0.1,-0.04,-1.27,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-10-23,-0.49,0.11,0.53,-0.72,,,-0.76,-0.16,0.01,-1.3,,,0,0,0,0,,,0,0,0,0,,,0,0,0,1,,,0,0,0,1.3,,
1961-11-01,-0.66,-0.08,0.62,-0.66,,,-0.85,-0.32,-0.03,-1.21,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-11-09,-0.39,-0.25,0.69,-0.54,,,-0.58,-0.43,0.06,-1.08,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-11-16,0.51,0.07,1.17,-0.17,,,0.39,-0.01,0.51,-0.6,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-11-23,1.64,1.03,1.44,0.58,,,1.51,0.91,0.93,0.27,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-12-01,1.61,0.8,1.15,0.62,,,1.52,0.71,0.68,0.32,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-12-09,1.51,0.76,1.01,0.65,,,1.38,0.65,0.54,0.32,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-12-16,0.81,0.71,0.83,0.6,,,0.73,0.5,0.36,0.19,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,
1961-12-23,1.29,1.46,1.54,1.39,0.59,,1.15,1.3,1.25,1.16,0.18,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-01-01,1.43,1.42,1.48,1.35,0.62,,1.3,1.28,1.25,1.11,0.23,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-01-09,1.44,1.48,1.44,1.37,0.62,,1.31,1.35,1.21,1.12,0.26,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-01-16,1.66,1.55,1.4,1.45,0.7,,1.56,1.43,1.21,1.21,0.35,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-01-23,0.2,1.42,1.3,1.4,0.65,,0.1,1.29,1.07,1.14,0.29,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-02-01,-0.47,1.35,1.19,1.37,0.64,,-0.47,1.23,0.98,1.07,0.31,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-02-09,-0.72,1.3,1.07,1.34,0.65,,-0.68,1.19,0.88,1.03,0.33,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-02-16,-1.32,1.03,0.93,1.35,0.61,,-1.52,0.93,0.75,0.99,0.32,,1,0,0,0,0,,1.32,0,0,0,0,,1,0,0,0,0,,1.52,0,0,0,0,
1962-02-23,-0.81,0.57,1.01,1.19,0.72,,-0.75,0.46,0.81,0.81,0.43,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-03-01,0.67,1.02,1.23,1.35,1.11,,0.69,0.92,1.08,1.06,0.87,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-03-09,0.99,1.1,1.25,1.33,1.18,,0.92,1,1.11,1.04,0.93,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-03-16,1.48,1.36,1.37,1.42,1.3,,1.39,1.29,1.21,1.13,1.03,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-03-23,1.62,0.69,1.32,1.45,1.36,,1.6,0.52,1.13,1.15,1.1,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-04-01,0.55,0.38,1.22,1.35,1.28,,0.54,0.26,1.06,1.08,0.99,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-04-09,0.11,0.3,1.24,1.29,1.28,,0.13,0.16,1.09,1.01,0.96,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-04-16,0.38,0.59,1.45,1.4,1.47,,0.37,0.45,1.33,1.16,1.19,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-04-23,0.9,1.14,1.57,1.52,1.62,,0.8,1.01,1.47,1.28,1.36,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-05-01,0.9,1.03,1.48,1.41,1.59,,0.78,0.91,1.38,1.19,1.29,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-05-09,1.1,1.13,1.5,1.37,1.62,,1,1.02,1.42,1.17,1.31,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-05-16,1.14,1.49,1.52,1.49,1.81,,1.06,1.44,1.45,1.31,1.52,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-05-23,0.57,1.46,1.22,1.5,1.67,,0.57,1.44,1.07,1.32,1.33,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-06-01,1.33,1.23,1.36,1.53,1.66,,1.23,1.04,1.22,1.35,1.32,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-06-09,1.37,1.21,1.43,1.55,1.66,,1.28,1.01,1.31,1.38,1.31,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-06-16,0.69,1.02,1.57,1.58,1.67,,0.29,0.81,1.52,1.39,1.31,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-06-23,0.7,0.91,0.99,1.5,1.64,,0.31,0.72,0.76,1.29,1.3,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-07-01,0.22,1.23,0.95,1.47,1.61,,-0.28,0.98,0.68,1.27,1.28,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-07-09,0.03,1.41,0.97,1.53,1.6,,-0.52,1.24,0.73,1.37,1.29,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-07-16,0.2,1.08,0.97,1.57,1.57,,-0.16,0.89,0.73,1.44,1.29,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-07-23,0.45,0.68,1.14,1.56,1.57,,0.11,0.46,0.95,1.46,1.29,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-08-01,0.44,1.06,1.22,1.56,1.53,,0.68,0.94,1.05,1.45,1.29,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-08-09,0.44,1.08,1.32,1.58,1.5,,0.75,1.03,1.18,1.49,1.28,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-08-16,-0.13,0.4,1.45,1.46,1.46,,0.7,0.16,1.39,1.4,1.28,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-08-23,-0.55,0.31,1.42,1.17,1.47,,0.27,0.14,1.37,1.03,1.29,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-09-01,-0.9,-0.35,0.92,1.19,1.39,,-0.12,-0.37,0.79,1.09,1.24,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-09-09,-0.57,-0.4,0.84,1.23,1.38,,0.21,-0.07,0.8,1.18,1.27,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-09-16,-0.72,-0.62,0.57,1.31,1.36,,-0.1,-0.15,0.58,1.32,1.25,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-09-23,-0.67,-0.63,0.42,0.73,1.26,,-0.16,-0.2,0.42,0.56,1.12,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-10-01,-0.58,-0.77,0.62,0.62,1.22,,-0.21,-0.31,0.57,0.45,1.09,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-10-09,1.45,0.94,1.58,1.13,1.54,,1.5,1.32,1.68,1.11,1.55,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-10-16,1.45,0.85,1.3,1.16,1.58,,1.4,1.14,1.34,1.13,1.62,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-10-23,1.46,0.7,0.95,1.28,1.56,,1.41,1.01,1.03,1.28,1.61,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-11-01,1.77,1.09,1.44,1.56,1.65,,1.71,1.29,1.47,1.58,1.71,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-11-09,1.06,1.25,1.5,1.72,1.71,,0.92,1.4,1.55,1.77,1.81,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-11-16,1.02,1.2,1.22,1.79,1.61,,0.91,1.27,1.25,1.85,1.72,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-11-23,0.82,1.04,1.07,1.68,1.37,,0.7,1.09,1.08,1.68,1.33,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-12-01,0.24,1.17,0.9,1.4,1.38,,0.14,1.14,0.97,1.29,1.35,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-12-09,-0.16,1.16,0.86,1.38,1.43,,-0.11,1.1,0.96,1.29,1.42,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-12-16,-0.42,1.04,0.68,1.12,1.44,,-0.29,0.92,0.77,1.01,1.43,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
1962-12-23,1.31,1.72,1.34,1.53,1.43,1.28,1.21,1.69,1.42,1.55,1.42,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-01-01,1.6,1.86,1.53,1.73,1.55,1.4,1.53,1.93,1.68,1.91,1.64,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-01-09,1.61,1.52,1.56,1.78,1.59,1.44,1.53,1.46,1.7,1.99,1.71,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-01-16,1.86,1.56,1.6,1.74,1.64,1.5,1.84,1.51,1.75,1.94,1.8,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-01-23,1.28,1.47,1.53,1.59,1.68,1.5,1.17,1.39,1.64,1.71,1.85,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-02-01,0.98,1.38,1.59,1.68,1.78,1.61,0.82,1.29,1.72,1.84,1.96,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-02-09,1.43,1.51,1.75,1.79,1.9,1.73,1.31,1.46,1.93,2.01,2.17,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-02-16,1.57,1.64,1.86,1.8,2.04,1.81,1.47,1.6,2.03,2.01,2.32,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-02-23,1.84,1.73,1.89,1.85,2.09,1.85,1.68,1.72,2.06,2.02,2.36,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-03-01,1.26,1.68,1.87,1.76,1.99,1.89,1.13,1.66,2,1.89,2.17,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-03-09,0.61,1.67,1.84,1.71,1.94,1.89,0.51,1.64,1.92,1.83,2.11,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-03-16,-0.31,1.75,1.81,1.67,1.86,1.87,-0.46,1.78,1.85,1.77,1.98,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-03-23,-0.51,1.36,1.85,1.64,1.77,1.86,-0.67,1.29,1.86,1.72,1.84,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-04-01,-1.08,0.93,1.84,1.61,1.81,1.82,-1.62,0.75,1.85,1.67,1.93,1.82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.62,0,0,0,0,0
1963-04-09,-0.02,1.12,1.62,1.72,1.95,1.89,-0.1,0.96,1.55,1.8,2.1,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-04-16,0.12,0.98,1.61,1.7,1.85,1.91,0.12,0.83,1.56,1.8,2,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-04-23,0.39,1.11,1.6,1.68,1.77,1.95,0.31,0.98,1.55,1.77,1.86,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-05-01,1.07,0.99,1.49,1.74,1.86,1.99,1.03,0.85,1.4,1.83,1.97,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-05-09,0.17,0.34,1.39,1.71,1.81,2.02,0.25,0.18,1.31,1.78,1.89,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-05-16,0.22,-0.09,1.36,1.7,1.7,2.05,0.23,-0.31,1.3,1.74,1.72,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-05-23,1.15,0.51,1.64,1.86,1.87,2.03,1.09,0.27,1.61,1.9,1.88,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-06-01,1.26,0.74,1.69,1.94,1.86,2,1.08,0.47,1.68,1.97,1.87,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-06-09,1.45,0.75,1.72,1.93,1.86,2.01,1.27,0.48,1.7,1.94,1.86,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-06-16,1.6,0.86,1.85,1.94,1.86,2.01,1.53,0.64,1.95,1.96,1.88,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-06-23,1.07,1.15,1.63,2.04,1.89,2.03,0.85,0.93,1.58,2.09,1.93,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-07-01,0.61,1.39,1.38,2.03,1.88,2.02,0.42,1.2,1.2,2.09,1.92,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-07-09,0.68,1.1,1.34,1.75,1.89,2.02,0.64,0.87,1.14,1.69,1.92,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-07-16,1.04,1.25,1.3,1.74,1.9,2.01,0.84,0.99,1.06,1.68,1.92,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-07-23,1.49,1.61,1.54,1.8,1.94,2.03,1.13,1.32,1.32,1.74,1.95,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-08-01,1.77,1.53,1.38,1.67,1.93,2.02,1.48,1.13,1.07,1.51,1.94,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-08-09,1.99,1.74,1.11,1.64,1.96,2.02,1.71,1.53,0.69,1.49,1.96,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-08-16,1.83,1.93,0.9,1.64,1.96,2.01,1.37,1.79,0.35,1.52,1.95,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-08-23,0.53,1.4,0.93,1.72,1.96,2.02,-0.04,0.76,0.41,1.63,1.93,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-09-01,1.51,1.54,1.26,1.8,2.06,2.06,1.38,1.23,0.81,1.78,2.07,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-09-09,1.61,1.73,1.45,1.85,2.06,2.09,1.47,1.55,0.98,1.86,2.08,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-09-16,1.6,1.86,1.65,1.96,2.04,2.08,1.42,1.56,1.16,2.06,2.08,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-09-23,1.41,1.56,1.7,1.76,2.05,2,1.19,1.1,1.23,1.66,2.12,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-10-01,0.57,1.47,1.88,1.62,2.04,1.99,0.36,1,1.42,1.33,2.11,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-10-09,-0.57,1.09,1.44,1.47,1.75,2,-0.69,0.6,0.9,1.11,1.63,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-10-16,-1.12,0.65,1.29,1.35,1.69,1.99,-1.63,0.24,0.69,0.92,1.55,2.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.63,0,0,0,0,0
1963-10-23,-1.07,0.25,1.3,1.45,1.67,1.99,-1.17,0.06,0.71,1.05,1.56,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-11-01,0.54,1.07,1.65,1.69,1.73,2.02,0.66,0.89,1.19,1.33,1.62,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-11-09,0.8,0.88,1.59,1.36,1.67,2.03,0.86,0.75,1.18,0.94,1.56,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-11-16,0.98,0.69,1.59,1.1,1.63,1.99,1.01,0.62,1.14,0.6,1.55,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-11-23,0.87,0.56,1.12,1.06,1.67,1.89,0.86,0.53,0.66,0.57,1.6,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-12-01,1.18,1.06,1.56,1.58,1.81,2.02,1.14,1.03,1.3,1.22,1.87,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-12-09,1.56,1.09,1.71,1.74,1.87,2.11,1.5,1.11,1.51,1.43,1.99,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-12-16,1.75,1.26,1.77,1.85,1.96,2.13,1.67,1.28,1.6,1.67,2.19,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963-12-23,1.57,1.19,1.49,1.73,1.79,2,1.45,1.16,1.3,1.53,1.82,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964-01-01,0.71,1.06,1.35,1.65,1.63,1.97,0.61,1.01,1.14,1.49,1.5,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964-01-09,0.33,1.14,1.31,1.52,1.6,1.96,0.29,1.09,1.11,1.29,1.45,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964-01-16,-0.85,1.15,1.2,1.48,1.53,1.94,-0.83,1.08,0.98,1.22,1.33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964-01-23,-1.35,1.03,0.99,1.42,1.54,1.95,-1.45,0.94,0.79,1.12,1.33,2.04,1,0,0,0,0,0,1.35,0,0,0,0,0,1,0,0,0,0,0,1.45,0,0,0,0,0
1964-02-01,-1.31,0.46,0.89,1.24,1.39,1.96,-1.52,0.38,0.68,0.88,1.08,2,2,0,0,0,0,0,2.66,0,0,0,0,0,2,0,0,0,0,0,2.97,0,0,0,0,0
