"","year1","IBT_ag","IST","IBR","BT_ag","ST","BR","IBT_ag_m2","IST_m2","IBR_m2","BT_m2","ST_m2","BR_m2"
"1",1959,214.808575653481,129.652296757849,55.1022931025905,836.242316462396,511.87522164342,210.609361260161,0.533359802832069,0.321920683218172,0.136816456677233,2.07635116834307,1.27096260686896,0.522933346839531
"2",1960,1124.09122358146,679.225921739338,287.666872953089,3558.76529832742,2176.78952884324,897.472382459314,2.79106675117953,1.68648668981318,0.714263600383827,8.83625037812014,5.40486817334346,2.22838260297347
"3",1961,3143.63681447209,1885.85211039135,810.411649384457,7833.93077416347,4778.58538952002,1981.70189214609,7.805505466631,4.68248395907312,2.01221481132009,19.4512894114998,11.8650074998963,4.92047455392103
"4",1962,12012.112938887,7004.5812490784,3204.19721612391,26000.1495510187,15424.5939233831,6801.97727313554,29.8255233488277,17.3920527267791,7.95587415552615,64.5571742000929,38.2985565111307,16.8889963830873
"5",1963,26046.7966381739,14921.8600496313,7092.32212222226,59892.4097378714,35026.3804185136,15931.5777896668,64.6729967697091,37.0502914501781,17.6099092749079,148.710095729415,86.9688898457938,39.5573741078561
"6",1964,23693.8350849872,13436.3289140156,6530.26481807064,96999.0312961642,56468.9663868186,25942.1599392854,58.8307015714785,33.361786039337,16.2143468677244,240.844128543922,140.209843515697,64.4131886641977
"7",1965,21607.7091232901,12158.8567338863,6010.06746772862,118606.740419454,68627.8231207049,31952.227407014,53.6509468609008,30.1898814352288,14.9227207984758,294.495075404823,170.399724950926,79.3359094626735
"8",1966,24314.765406602,13590.3666743955,6817.20084542732,142921.505826056,82218.1897951004,38769.4282524414,60.3724429703098,33.7442547059392,16.9267958121429,354.867518375133,204.143979656865,96.2627052748164
"9",1967,39829.7280171795,22151.9867694608,11232.5868134429,182751.233843236,104370.176564561,50002.0150658842,98.8953807708631,55.0023631959535,27.8899958713771,453.762899145996,259.146342852818,124.152701146194
"10",1968,32222.2168518193,17762.0813317778,9184.48803628606,221925.247997072,126076.847574008,61102.4304899201,80.006280822895,44.1024301203249,22.8046609091123,551.030172585468,313.043007520506,151.714521543292
"11",1969,41801.4703966045,22917.4008924133,11992.4944237873,270679.497967001,152939.376892527,75011.1338410175,103.791126313267,56.9028512209818,29.7768114791381,672.084730449742,379.741430976412,186.249191560182
"12",1970,45433.6672720512,24780.7125590169,13114.665539757,316113.165239052,177720.089451544,88125.7993807744,112.809703916336,61.5293682959684,32.5631106915259,784.894434366078,441.27079927238,218.812302251708
"13",1971,46403.7154571364,25200.2265944856,13463.9239043078,362516.880696188,202920.31604603,101589.723285082,115.218288895593,62.5710023301878,33.4303031296657,900.112723261671,503.841801602568,252.242605381373
