"","year1","IBT_ag","IST","IBR","BT_ag","ST","BR","IBT_ag_m2","IST_m2","IBR_m2","BT_m2","ST_m2","BR_m2"
"1",1964,201.364095645247,137.680915014219,65.4916019591784,307.316502238687,210.980655637369,102.963132544595,0.360914480597881,0.246772076081234,0.117383724386806,0.550818036498612,0.378150700111463,0.184545737332098
"2",1965,663.466472744461,451.915538603736,210.094005267773,1076.73538157659,736.195934864255,350.528668397783,1.18916262920345,0.809989791708576,0.376561514330405,1.92988422160279,1.31951911585027,0.628269264607795
"3",1966,2393.81683300148,1623.73802475812,736.420259628014,3894.36184095183,2653.13292211497,1236.83505036746,4.2905521769446,2.91030316976193,1.31992118383234,6.98005062215031,4.75533678173311,2.2168385002213
"4",1967,5334.98226132243,3610.58589672215,1615.8357636124,9653.15372864802,6556.91778132972,3002.55693632153,9.56214336857896,6.47142545146315,2.89613956990161,17.3018082143322,11.7522767293172,5.38162612190407
"5",1968,9746.17750026027,6587.341744421,2924.77803825959,21614.8002425888,14663.5097988019,6664.56005761793,17.4685391606169,11.806807050632,5.24221929018688,38.7412382420174,26.2821085646777,11.9452091193366
"6",1969,16129.6301329601,10876.4243965399,4761.28206094417,38380.1448151095,25979.7326390807,11650.6713020746,28.9099060238083,19.4943346243563,8.53387311426707,68.7905656012301,46.5647149332153,20.8820543112754
"7",1970,28321.0302244892,19039.8808326642,8183.42878566028,67655.4802218213,45672.8758172562,20147.5932519624,50.7611343557299,34.12608727165,14.667550042733,121.262146688142,81.8616754897421,36.1114931166281
"8",1971,36284.8369162656,24345.1838389036,10338.2628607092,104993.424182585,70742.1580869002,30842.6550859344,65.0350452360893,43.6350350946253,18.529762014926,188.184725949407,126.794546766111,55.2807629628802
"9",1972,43061.5410399579,28842.4509224255,12120.7731329232,149541.528819635,100602.069293148,43451.1202086249,77.1812555181687,51.6957015622899,21.7246402626843,268.030420362706,180.313890962843,77.8795168584572
"10",1973,51355.5079331662,34325.8751273994,14241.6541972881,201212.840475162,135144.709183966,57798.4347574155,92.0469282875187,61.5239045122468,25.5259966331053,360.643378736479,242.226313307679,103.594893583183
"11",1974,58589.6999864803,39087.3929611351,16030.7999228131,259802.540461642,174232.102145101,73829.2346802286,105.013116023722,70.0582002133426,28.7327679205715,465.656494760201,312.284513521021,132.327661503754
"12",1975,57027.7208774612,37990.5862982682,15446.114325043,316970.585218355,212319.570492598,89324.2731529987,102.213506306658,68.0923412761946,27.6848080141341,568.121510253904,380.550501118644,160.100158603219
"13",1976,57321.6316160318,38148.5632716544,15416.6128444715,374292.216834387,250468.133764252,104740.88599747,102.740296553019,68.3754909465142,27.6319311022734,670.861806806923,448.925992065158,187.732089705493
"14",1977,51711.3713686282,34375.9526556377,13796.2455251377,426003.588203015,284844.08641989,118537.131522608,92.6847593097869,61.6136608565238,24.7276694087417,763.54656611671,510.539652921682,212.459759114234
"15",1978,70814.9413449596,47017.8709707921,18730.3078691655,496818.529547975,331861.957390682,137267.439391773,126.924999673788,84.2723745058182,33.5712248719244,890.471565790498,594.8120274275,246.030983986159
"16",1979,68643.4360951346,45530.2624567441,18027.0140369322,565461.965643109,377392.219847426,155294.453428706,123.032907159257,81.6060627561482,32.3106777651783,1013.50447294975,676.418090183648,278.341661751337
"17",1980,66377.6511002131,43989.590014846,17326.473942422,631839.616743322,421381.809862272,172620.927371128,118.971832557212,78.8446419956231,31.0550663140009,1132.47630550697,755.262732179272,309.396728065338
"18",1981,37751.5275712019,25002.724564704,9810.07537805592,669591.144314524,446384.534426976,182431.002749183,67.6638649083744,44.8135767247195,17.5830663771101,1200.14017041534,800.076308903991,326.979794442448
"19",1982,44769.7784727166,29636.5417175678,11594.2799014166,714360.922787241,476021.076144544,194025.2826506,80.2430110104097,53.1189883997868,20.7809813120724,1280.38318142575,853.195297303778,347.76077575452
"20",1983,40373.8878736917,26713.2179886689,10419.0037479532,754734.810660933,502734.294133213,204444.286398553,72.3640464550439,47.8793757376875,18.6744777612426,1352.7472278808,901.074673041465,366.435253515763
"21",1984,61379.7761883618,40592.4296391449,15786.9738432809,816114.586849294,543326.723772358,220231.260241834,110.013902782672,72.7557492932024,28.2957467993602,1462.76113066347,973.830422334668,394.731000315123
"22",1985,63691.4363406203,42087.5707281795,16289.5037600477,879806.023189915,585414.294500537,236520.764001882,114.15720161903,75.4355620365832,29.1964551570921,1576.9183322825,1049.26598437125,423.927455472215
"23",1986,47849.1779717913,31602.3184211238,12192.5231607772,927655.201161706,617016.612921661,248713.287162659,85.7623657255617,56.642343820533,21.8532412625439,1662.68069800806,1105.90832819178,445.780696734759
