"","year1","IBT_ag","IST","IBR","BT_ag","ST","BR","IBT_ag_m2","IST_m2","IBR_m2","BT_m2","ST_m2","BR_m2"
"1",1983,1035.19566965818,752.894355521363,362.471885547277,2206.18486971929,1573.14216324725,800.697921637653,4.05233147001395,2.94724715326767,1.41891651197067,8.63623432581023,6.1581531702481,3.13437689214679
"2",1984,4922.93013988207,3652.14757308318,1666.13558157203,8075.25220981254,5891.90925705154,2817.3937700925,19.2710859552876,14.2965363721304,6.52218111841961,31.6110273808702,23.0642090192478,11.028845823647
"3",1985,13392.9359706659,10131.983873717,4383.43570685424,24503.7683568547,18193.3308763639,8298.43440479597,52.4273985107877,39.6622187558944,17.1592047593607,95.9213746317179,71.2188134239491,32.4846865921542
"4",1986,41728.2605376714,31873.6111625435,13437.1614188304,79778.078838783,59897.4715654174,26508.3780271312,163.347614680017,124.771037363025,52.6005215063965,312.295761053949,234.472009604671,103.768531541327
"5",1987,67334.0768244203,52047.8531629021,21249.074525748,154589.916959074,117310.677480939,50443.3839085941,263.58301770141,203.744238408896,83.1806932092299,605.150894465151,459.219222083525,197.463453584855
"6",1988,66309.3946938441,51557.7734739814,20716.3229666522,233348.200512983,178048.642326468,75427.505695425,259.5718420694,201.825793998398,81.0952073712378,913.454609718493,696.981389741562,295.265198641291
"7",1989,103671.209480773,81239.1386986055,31953.3832144381,339789.676735047,261286.120578595,108367.082484363,405.826760125519,318.015161765399,125.083309531268,1330.12573427202,1022.8191636931,424.209018194583
"8",1990,140900.913592793,111415.992059532,42748.2407889906,481080.920061194,372975.528574036,151261.398618717,551.564523540103,436.144145613311,167.340384542142,1883.21822543072,1460.03361131207,592.12122286345
"9",1991,111534.220113243,88883.7872696111,33381.802294001,592615.140174437,461859.315843647,184643.200912718,436.606955956063,347.940567067483,130.674936078926,2319.82518138678,1807.97417837955,722.796158942376
"10",1992,118745.183254802,95171.6688893147,35190.2591997867,711360.323429238,557030.984732961,219833.460112504,464.834675337171,372.554832093979,137.754241997873,2784.65985672395,2180.52901047353,860.55040094025
"11",1993,85786.1331303652,69096.0123066472,25207.1874941955,797146.456559604,626126.997039609,245040.6476067,335.814626320619,270.480212900381,98.6749482704072,3120.47448304457,2451.00922337391,959.225349210657
"12",1994,49106.9579730525,39709.4088057028,14331.2223767485,846253.414532656,665836.405845311,259371.869983448,192.231939355544,155.444706421669,56.1003732369189,3312.70642240011,2606.45392979558,1015.32572244758
"13",1995,43587.0748352735,35288.9198689091,12692.9545604536,889840.48936793,701125.325714221,272064.824543902,170.624047431685,138.140454716933,49.6872820476221,3483.3304698318,2744.59438451252,1065.0130044952
"14",1996,122473.851045586,99337.0185861822,35555.9708633919,1012314.34041352,800462.344300403,307620.795407294,479.430754390335,388.860326943858,139.185840802636,3962.76122422213,3133.45471145637,1204.19884529783
"15",1997,150741.261445041,122669.77173378,43513.448572013,1163055.60185856,923132.116034182,351134.243979307,590.0851167442,480.197696905324,170.335833297512,4552.84634096633,3613.6524083617,1374.53467859535
"16",1998,132512.816790992,108237.222506691,38006.6262303014,1295568.41864955,1031369.33854087,389140.870209608,518.728848469432,423.700674033535,148.779068591896,5071.57518943577,4037.35308239523,1523.31374718724
"17",1999,28390.8198605946,23242.0828969163,8111.45691254039,1323959.23851014,1054611.42143779,397252.327122149,111.137455606411,90.9824361832451,31.7527527189167,5182.71264504218,4128.33551857848,1555.06649990616
"18",2000,81614.1127864652,66847.1056164491,23296.5510771536,1405573.35129661,1121458.52705424,420548.878199302,319.483018849051,261.676741613814,91.1956549276423,5502.19566389123,4390.01226019229,1646.2621548338
"19",2001,109235.881876345,89706.5692402974,31039.5943642004,1514809.23317295,1211165.09629454,451588.472563503,427.609982109377,351.161393207408,121.506231860543,5929.8056460006,4741.1736533997,1767.76838669434
