"","year1","IBT_ag","IST","IBR","BT_ag","ST","BR","IBT_ag_m2","IST_m2","IBR_m2","BT_m2","ST_m2","BR_m2"
"1",1959,301.34464371163,217.819813518194,106.636452860981,1472.33384377273,1038.06762124407,544.862488951354,0.802000406442884,0.579706932305972,0.283802882582424,3.9184779479781,2.76271927019758,1.45010023145669
"2",1960,1669.45215807837,1213.64410068239,585.016298725366,5483.76440197331,3892.20733737823,2006.33085985748,4.4430897885713,3.22999954482589,1.55696581686196,14.5945228196199,10.3587434908067,5.33966074606719
"3",1961,6296.24576345315,4626.09278742427,2166.94705212818,16463.9669656709,11799.291355706,5926.18205634716,16.7568654918117,12.3119105422267,5.76712562447294,43.8172984775726,31.4027033845999,15.7719757660372
"4",1962,14936.7949629034,11131.4786295757,5017.87669491804,35483.896875585,25863.6366375592,12409.3624487977,39.7528739308406,29.6253826690645,13.3546065370109,94.4370517619995,68.8336346049776,33.0263501784908
"5",1963,25991.9397951726,19620.3740764435,8541.79889252799,62646.8258708187,46304.2585217285,21389.3873774161,69.1751013829713,52.2177789193663,22.7331937916122,166.728630686506,123.234425862235,56.9258413189773
"6",1964,43762.4232027577,33487.4888049811,14049.2441771992,107189.908540284,80338.5791985269,35730.7822453422,116.46957040034,89.1237995855901,37.3907410516692,285.275852781203,213.81356700642,95.0941139365626
"7",1965,43159.5779602676,33372.2807587483,13609.0990930295,150739.816233905,113984.275893184,49485.9566837352,114.865154527723,88.8171842140136,36.2193363369541,401.179833156104,303.358421999731,131.702216056475
"8",1966,78488.7557901281,61261.3870607526,24353.182209461,229228.572024033,175245.662953936,73839.1388931961,208.890436111805,163.041415692109,64.8137023097568,610.070269267909,466.39983769184,196.515918366232
"9",1967,74060.6949315341,58365.5270179768,22599.2698515806,303289.266955567,233611.189971913,96438.4087447767,197.105568909239,155.334356748893,60.145829648873,807.175838177148,621.734194440734,256.661748015105
"10",1968,68187.3228540514,54115.4224278665,20556.0304712214,371476.589809618,287726.61239978,116994.439215998,181.474141931433,144.023103405512,54.7079403493495,988.649980108581,765.757297846246,311.369688364454
"11",1969,102069.189683152,81406.3430877378,30509.8456524459,473545.779492771,369132.955487518,147504.284868444,271.647541509046,216.655320098775,81.1990825932404,1260.29752161763,982.412617945021,392.568770957695
"12",1970,126238.184734175,101313.260820506,37328.3727295827,599783.964226945,470446.216308023,184832.657598027,335.97104703246,269.635707989733,99.3459506438919,1596.26856865009,1252.04832593475,491.914721601587
"13",1971,132277.469778594,106788.146926159,38717.0792940613,732061.434005539,577234.363234182,223549.736892088,352.044035755908,284.206602059329,103.041862459094,1948.31260440599,1536.25492799408,594.956584060681
"14",1972,126285.318857028,102474.979723491,36636.9274608483,858346.752862567,679709.342957673,260186.664352936,336.096490064132,272.727513508129,97.5057341405296,2284.40909447013,1808.98244150221,692.46231820121
"15",1973,143657.398819215,117170.405794866,41309.3072539808,1002004.15168178,796879.748752538,301495.971606917,382.330645809622,311.838006851998,109.940833191879,2666.73974027975,2120.82044835421,802.403151393089
"16",1974,127884.551135812,104619.76325553,36584.1676753925,1129888.70281759,901499.512008069,338080.13928231,340.352696253114,278.435653009933,97.3653189373315,3007.09243653286,2399.25610136414,899.768470330421
"17",1975,121451.714574042,99679.5317497946,34550.5263281403,1251340.41739164,1001179.04375786,372630.66561045,323.232307207616,265.287691835905,91.952973899548,3330.32474374048,2664.54379320005,991.721444229969
"18",1976,91712.0812993461,75422.9922369732,26000.1329214632,1343052.49869098,1076602.03599484,398630.798531913,244.083072364759,200.731194967168,69.1969066174502,3574.40781610524,2865.27498816722,1060.91835084742
"19",1977,124610.737703958,102696.160999181,35196.9164815551,1467663.23639494,1179298.19699402,433827.715013468,331.639749938137,273.316166655621,93.6732804541102,3906.04756604337,3138.59115482284,1154.59163130153
"20",1978,173082.627518824,142931.978037661,48717.6334710522,1640745.86391376,1322230.17503168,482545.34848452,460.643122467891,380.400006676691,129.657396141106,4366.69068851127,3518.99116149953,1284.24902744264
"21",1979,167842.165553287,139076.126257709,46965.1369797973,1808588.02946705,1461306.30128939,529510.485464318,446.696126183028,370.138020080162,124.993291675984,4813.38681469429,3889.12918157969,1409.24231911862
"22",1980,104201.071705831,86575.9003806826,29022.0731756006,1912789.10117288,1547882.20167007,558532.558639918,277.321344857988,230.413610271137,77.2395161764359,5090.70815955228,4119.54279185083,1486.48183529505
"23",1981,47825.9950531453,39759.7437689891,13307.2920443008,1960615.09622603,1587641.94543906,571839.850684219,127.284384413558,105.816815822711,35.4161052830802,5217.99254396584,4225.35960767354,1521.89794057813
"24",1982,88854.6531045009,73901.9865996239,24703.5556935667,2049469.74933053,1661543.93203868,596543.406377786,236.478296167575,196.683181621613,65.7461883602755,5454.47084013341,4422.04278929515,1587.64412893841
"25",1983,38702.8032446058,32236.6790737161,10733.4312765595,2088172.55257513,1693780.6111124,607276.837654345,103.003868097141,85.794887213027,28.5660171035429,5557.47470823056,4507.83767650818,1616.21014604195
"26",1984,66005.0899742147,54959.6593462738,18314.6583857881,2154177.64254935,1748740.27045867,625591.496040133,175.666334515228,146.269960503608,48.7427395036779,5733.14104274578,4654.10763701179,1664.95288554563
"27",1985,105346.412529212,87869.0950157908,29143.8880726323,2259524.05507856,1836609.36547446,654735.384112766,280.369561659036,233.855326075978,77.5637150595715,6013.51060440482,4887.96296308776,1742.5166006052
"28",1986,116690.566258314,97461.9488366438,32206.8489391013,2376214.62133688,1934071.31431111,686942.233051867,310.56095908834,259.385803633208,85.7154971173856,6324.07156349316,5147.34876672097,1828.23209772259
"29",1987,52728.5700606049,44133.3316114348,14500.1752124882,2428943.19139748,1978204.64592254,701442.408264355,140.332126361684,117.456708219842,38.590851560106,6464.40368985484,5264.80547494081,1866.82294928269
"30",1988,33893.2863557968,28372.5071342041,9317.94988126422,2462836.47775328,2006577.15305675,710760.358145619,90.2037915731004,75.5107572949275,24.7988465961903,6554.60748142794,5340.31623223574,1891.62179587888
"31",1989,52967.4382075443,44335.0391832844,14564.5501693737,2515803.91596082,2050912.19224003,725324.908314993,140.967851452305,117.993533937444,38.7621794488351,6695.57533288025,5458.30976617319,1930.38397532772
"32",1990,60640.2247123334,50799.5866110651,16650.4135485041,2576444.14067315,2101711.7788511,741975.321863497,161.388250566082,135.198318468178,44.3135085092836,6856.96358344633,5593.50808464136,1974.697483837
"33",1991,38526.510864411,32283.6243546265,10573.2937027946,2614970.65153757,2133995.40320572,752548.615566292,102.534682520031,85.9198276596433,28.1398260232425,6959.49826596636,5679.42791230101,2002.83730986025
"34",1992,35046.0762383337,29369.2268275443,9617.13654411585,2650016.7277759,2163364.63003327,762165.752110408,93.2718333439792,78.1634329467085,25.5951037396851,7052.77009931034,5757.59134524772,2028.43241359993
"35",1993,25083.0198212502,21002.8328869119,6892.77569120944,2675099.74759715,2184367.46292018,769058.527801617,66.756096420642,55.8970629253139,18.3444737486676,7119.52619573098,5813.48840817303,2046.7768873486
"36",1994,13372.1132089229,11195.0536106829,3675.78933831157,2688471.86080607,2195562.51653086,772734.317139929,35.5886207117029,29.794581497554,9.78276735572362,7155.11481644268,5843.28298967058,2056.55965470432
"37",1995,8055.17829301011,6745.41447697082,2213.16415038574,2696527.03909908,2202307.93100783,774947.481290314,21.4380988671101,17.9522857467253,5.89012808149568,7176.5529153098,5861.23527541731,2062.44978278582
"38",1996,39589.7694283532,33201.0537306942,10849.7612858956,2736116.80852744,2235508.98473853,785797.24257621,105.364445113228,88.3614795948706,28.8756184743186,7281.91736042302,5949.59675501218,2091.32540126014
"39",1997,57061.515039872,47911.1030558979,15605.36753984,2793178.32356731,2283420.08779442,801402.61011605,151.863851603804,127.510891352452,41.532216917779,7433.78121202683,6077.10764636463,2132.85761817792
"40",1998,67541.9883858169,56730.7159176408,18460.3324298291,2860720.31195313,2340150.80371206,819862.942545879,179.756644983616,150.98346087506,49.1304372609371,7613.53785701044,6228.09110723969,2181.98805543885
"41",1999,13002.3865030974,10915.3095913773,3557.07862456832,2873722.69845622,2351066.11330344,823420.021170447,34.6046278831176,29.0500691199001,9.46682996424199,7648.14248489356,6257.14117635959,2191.45488540309
"42",2000,44125.7595785737,37042.9799482086,12071.6722339168,2917848.4580348,2388109.09325165,835491.693404364,117.436555967068,98.5864046176584,32.1276194552546,7765.57904086063,6355.72758097725,2223.58250485835
"43",2001,79328.1248070117,66624.4601316494,21684.7103238797,2997176.58284181,2454733.5533833,857176.403728244,211.124337748167,177.314729893632,57.7118155449614,7976.7033786088,6533.04231087088,2281.29432040331
"44",2002,58321.0002181709,49035.570458331,15911.992555508,3055497.58305998,2503769.12384163,873088.396283752,155.215852862108,130.503555508269,42.3482705371911,8131.9192314709,6663.54586637915,2323.6425909405
"45",2003,80483.5503701825,67743.323890477,21917.9287466721,3135981.13343016,2571512.44773211,895006.325030424,214.19939413498,180.292480479412,58.3325044265214,8346.11862560588,6843.83834685856,2381.97509536702
"46",2004,81259.7139916812,68468.5149428394,22088.7547177924,3217240.84742184,2639980.96267495,917095.079748216,216.265080560467,182.222508209721,58.7871416703831,8562.38370616635,7026.06085506828,2440.76223703741
"47",2005,9892.41966500232,8335.66287232053,2688.90476123053,3227133.26708684,2648316.62554727,919783.984509447,26.3277438560599,22.1845821755149,7.15626694017744,8588.71145002241,7048.2454372438,2447.91850397758
"48",2006,31404.6184692198,26481.3955695766,8525.87016444217,3258537.88555606,2674798.02111684,928309.854673889,83.5804362283606,70.4777418585839,22.6908009810363,8672.29188625077,7118.72317910238,2470.60930495862
"49",2007,18116.1639376685,15280.1967598267,4915.55052553432,3276654.04949373,2690078.21787667,933225.405199423,48.2144652124617,40.6668054921041,13.0822750682159,8720.50635146323,7159.38998459449,2483.69158002684
"50",2008,32519.133718695,27440.1695151314,8817.75969050125,3309173.18321243,2717518.3873918,942043.164889925,86.5466136657842,73.0294284741178,23.46763748177,8807.05296512902,7232.4194130686,2507.15921750861
"51",2009,41021.0026172751,34637.3506274963,11110.134173058,3350194.1858297,2752155.7380193,953153.299062983,109.173537536747,92.1840486003122,29.5685764069998,8916.22650266576,7324.60346166892,2536.72779391561
"52",2010,76496.3922664865,64660.6058006138,20679.4610569637,3426690.57809619,2816816.34381991,973832.760119946,203.58794811646,172.0881164311,55.0364392359187,9119.81445078222,7496.69157810002,2591.76423315152
"53",2011,97548.1180312748,82477.4124753715,26358.1331769651,3524238.69612746,2899293.75629528,1000190.89329691,259.615134834406,219.505870464066,70.1496906022022,9379.42958561663,7716.19744856408,2661.91392375373
"54",2012,18987.0653999716,16049.4183542553,5132.71404403994,3528311.46553782,2903773.32390319,1000642.11770119,50.5322874844486,42.7140163659325,13.6602353331169,9390.26887807002,7728.11939613209,2663.11481503612
"55",2013,77005.7359342404,65098.416733371,20813.178015198,3605317.20147206,2968871.74063656,1021455.29571639,204.943518348359,173.253309021523,55.3923143347135,9595.21239641838,7901.37270515362,2718.50712937083
"56",2014,34304.5141427458,29042.3776881453,9248.25426710455,3602936.11162443,2968728.18510188,1019677.74224925,91.2982356229815,77.2935547254969,24.6133582789105,9588.87534989897,7900.99064560963,2713.77633812278
"57",2015,33732.9085321916,28573.1841618046,9085.87256270542,3636669.02015662,2997301.36926369,1028763.61481196,89.7769610904624,76.0448403160062,24.1811946561463,9678.65231098944,7977.03548592563,2737.95753277892
"58",2016,18781.6353095734,15906.4530796364,5060.13567943181,3655450.6554662,3013207.82234332,1033823.75049139,49.985554634096,42.3335277435387,13.4670748468453,9728.63786562353,8019.36901366917,2751.42460762577
"59",2017,25368.2630638089,21499.2999455918,6826.77896573827,3680818.91853001,3034707.12228892,1040650.52945713,67.5152444633929,57.2183632741193,18.16882967549,9796.15311008693,8076.58737694329,2769.59343730126
