"","year1","IBT_ag","IST","IBR","BT_ag","ST","BR","IBT_ag_m2","IST_m2","IBR_m2","BT_m2","ST_m2","BR_m2"
"16",1984,35081.1265910884,23376.8070213573,9524.2777477533,251356.752828672,168284.336466735,70598.6691124387,143.640107683846,95.7166261218427,38.9972732986765,1029.18334021074,689.042301672456,289.067125803849
"17",1985,43119.0024594798,28707.6974771612,11632.990394656,294581.707694746,197065.333684519,82269.1310376801,176.551290062419,117.544023173481,47.6314233704798,1206.16845371532,806.886451542522,336.851976820798
"18",1986,46695.5242615863,31084.5667733202,12584.8730145648,342841.136717613,229214.819872893,95349.0801998105,191.19540291479,127.276143969665,51.5289185569891,1403.76728406094,938.522921257592,390.407990800831
"19",1987,42390.2309207201,28183.847929338,11324.4661573319,385337.320044927,257471.967542854,106711.017887728,173.567325963303,115.399114706414,46.3681670563692,1577.7684334664,1054.22216266059,436.92958550367
"20",1988,55991.4137210174,37184.2922671207,14836.920920765,441434.686172538,294729.559550598,121585.410339078,229.257537535889,152.251545614661,60.7499566247329,1807.45979444444,1206.77383497184,497.832969774872
"21",1989,74590.0739477312,49478.6317388477,19604.3768257145,516024.760120269,344208.191289446,141189.787164793,305.409982378383,202.590870979122,80.2703639237078,2112.86977682282,1409.36470595096,578.10333369858
"22",1990,96890.2577872999,64167.1352962009,25174.1379177118,612915.017907569,408375.326585647,166363.925082504,396.718361536848,262.733130869622,103.075819756218,2509.58813835967,1672.09783682058,681.179153454798
"23",1991,68316.5378653757,45203.6041784699,17639.7917053338,681231.555772945,453578.930764116,184003.716787838,279.722911124037,185.086717641012,72.2263457958164,2789.31104948371,1857.1845544616,753.405499250614
"24",1992,74364.7340195751,49168.2375484508,19098.8333002589,755596.28979252,502747.168312567,203102.550088097,304.487325249292,201.319958118975,78.2004096921419,3093.798374733,2058.50451258057,831.605908942756
"25",1993,63794.7403248412,42151.3980722497,16306.8591940249,819391.030117361,544898.566384817,219409.409282122,261.208355043277,172.58942190473,66.768637105573,3355.00672977628,2231.0939344853,898.374546048329
"26",1994,33232.3906764927,21946.4572014987,8464.14647306753,852623.420793854,566845.023586316,227873.55575519,136.070435565078,89.8600410541829,34.6565526533606,3491.07716534136,2320.95397553948,933.03109870169
"27",1995,12322.0089767418,8141.4626933976,3149.25978786508,864945.429770596,574986.486279713,231022.815543055,50.4526184957277,33.3353199175968,12.894683238829,3541.52978383708,2354.28929545708,945.925781940519
"28",1996,27710.2263010174,18294.6838378805,7045.19504055359,892655.656071613,593281.170117594,238068.010583608,113.459865078363,74.9078097504034,28.8466384239748,3654.98964891545,2429.19710520748,974.772420364494
"29",1997,77268.5712527521,50994.5268825782,19589.7421656941,969924.227324365,644275.697000172,257657.752749302,316.377122795756,208.797722435773,80.2104421268467,3971.3667717112,2637.99482764326,1054.98286249134
"30",1998,82166.5115850185,54183.7030166308,20713.3694408454,1052090.73890938,698459.400016803,278371.122190148,336.431800199831,221.85584364886,84.8111479331485,4307.79857191103,2859.85067129212,1139.79401042449
"31",1999,15672.7769973157,10333.3350853554,3945.98498626916,1067763.5159067,708792.735102158,282317.107176417,64.1723796912272,42.3099685963551,16.1568844396954,4371.97095160226,2902.16063988847,1155.95089486418
"32",2000,41250.5046625693,27189.4534461612,10365.1246130316,1109014.02056927,735982.188548319,292682.231789448,168.90070267155,111.327554168788,42.4401312114801,4540.87165427381,3013.48819405726,1198.39102607566
"33",2001,55363.6479407775,36475.8979543817,13868.6847906169,1164377.66851005,772458.086502701,306550.916580065,226.687142767073,149.351016320078,56.7855017878352,4767.55879704088,3162.83921037734,1255.1765278635
"34",2002,45299.7668032756,29833.2833869446,11314.9610669089,1209677.43531332,802291.369889646,317865.877646974,185.480456700286,122.152748633562,46.3292483458097,4953.03925374117,3284.9919590109,1301.50577620931
"35",2003,55130.9853803106,36301.9269791822,13754.7737908194,1264808.42069363,838593.296868828,331620.651437794,225.734503029216,148.638690005624,56.3190917871528,5178.77375677038,3433.63064901652,1357.82486799646
"36",2004,54088.7931462715,35616.3174186502,13497.1354799412,1318897.2138399,874209.614287478,345117.786917735,221.467234008195,145.831453161386,55.2641885296438,5400.24099077858,3579.46210217791,1413.08905652611
"37",2005,14166.9420664083,9325.88834517542,3527.99981729358,1333064.15590631,883535.502632653,348645.786735028,58.0067199006837,38.1849654306372,14.4454389840881,5458.24771067926,3617.64706760855,1427.53449551019
"38",2006,32433.6406726812,21344.2857983501,8059.87305265917,1365497.79657899,904879.788431003,356705.659787688,132.799943773372,87.3944427796286,33.0012501222291,5591.04765445264,3705.04151038818,1460.53574563242
"39",2007,24714.8824371396,16258.6429028843,6125.51740968035,1390212.67901613,921138.431333888,362831.177197368,101.195392498203,66.5712149038211,25.0810069642766,5692.24304695084,3771.612725292,1485.6167525967
"40",2008,26007.0177418218,17100.5213891993,6424.02113308662,1416219.69675795,938238.952723087,369255.198330455,106.486056520201,70.0182968017473,26.3032341599391,5798.72910347104,3841.63102209374,1511.91998675664
"41",2009,44491.9591622495,29260.4433555671,11004.2659495968,1460711.6559202,967499.396078654,380259.464280051,182.172878300728,119.80724802431,45.0571033366783,5980.90198177177,3961.43827011805,1556.97709009332
"42",2010,67492.1172845415,44372.9705812353,16656.6415941676,1528203.77320475,1011872.36665989,396916.105874219,276.347310836505,181.685678080814,68.2008254787702,6257.24929260827,4143.12394819887,1625.17791557209
"43",2011,53133.1681836158,34942.0327149811,13138.3583591665,1581336.94138836,1046814.39937487,410054.464233386,217.55441575292,143.070586083952,53.795171161323,6474.80370836119,4286.19453428282,1678.97308673341
"44",2012,15778.637518567,10375.2446245083,3898.61712366923,1597115.57890693,1057189.64399938,413953.081357055,64.6058269077105,42.4815677239168,15.9629361391202,6539.4095352689,4328.67610200674,1694.93602287253
"45",2013,43380.9325937101,28521.9915021347,10709.2035788144,1640496.51150064,1085711.63550151,424662.284935869,177.623766243844,116.783647756771,43.8489668019925,6717.03330151275,4445.45974976351,1738.78498967452
"46",2014,20180.8920753016,13261.8580251362,4964.24720636624,1660677.40357594,1098973.49352665,429626.532142235,82.630912759477,54.300842074506,20.3261717219998,6799.66421427222,4499.76059183801,1759.11116139652
"47",2015,36457.9028492802,23957.864780781,8966.81720855417,1697135.30642522,1122931.35830743,438593.34935079,149.277335139177,98.095774320446,36.714744210788,6948.9415494114,4597.85636615846,1795.82590560731
"48",2016,16405.3490825152,10777.1764641444,4025.89685415734,1708716.72141146,1130461.88658897,441214.016906541,67.1719051748518,44.1272826235504,16.4840845733305,6996.36179663281,4628.69020755372,1806.55626139946
"49",2017,29080.9207943667,19104.32212886,7136.94918209217,1737797.64220583,1149566.20871783,448350.966088633,119.072190672159,78.2228837688874,29.2223268938653,7115.43398730497,4706.91309132261,1835.77858829332
"50",2018,32657.4900137039,21450.0360252311,8004.50652747482,1770171.2083596,1170821.21242359,456259.96356335,133.716497674968,87.8274383944457,32.7745511985526,7247.987955216,4793.9419674674,1868.16207649145
"51",2019,20303.2647555905,13331.6622848051,4966.08824209996,1790474.47311519,1184152.87470839,461226.05180545,83.13196921582,54.5866564809958,20.3337098656326,7331.11992443182,4848.52862394839,1888.49578635709
"52",2020,45589.4806041644,29934.6101310317,11149.0609074251,1834172.83357717,1212806.08246505,471797.382212939,186.666693449243,122.567632243248,45.6499680863473,7510.04340301706,4965.84953828581,1931.78022975004
