"","year","tree","Growth","age1","dapcc","dapsc","RWcorr","BAI","BAIserror"
"1",1959,41.75,1.550625,1,15.7875,2.01442375847791,1.00721187923895,0.0362848340889142,0.0095952248487484
"2",1960,32.1428571428571,1.56666666666667,1.33333333333333,14.7033333333333,2.74958657613788,0.991093524549337,0.0637899079437459,0.0144752251610497
"3",1961,33.6666666666667,1.68515151515152,1.8030303030303,14.3324242424242,3.89554309167942,1.07290308979584,0.117896887433605,0.0212052241238758
"4",1962,34,2.21657894736842,2.56578947368421,14.0465789473684,6.22010204557669,1.41856520666438,0.282815005893044,0.0526048736645155
"5",1963,34.0512820512821,3.27487179487179,3.5,13.9684615384615,10.2897813833419,2.11458456690284,0.682081374908242,0.11062755545739
"6",1964,34.0512820512821,3.75294871794872,4.43589743589744,13.9684615384615,15.1265518546465,2.41838523565228,1.17278986657366,0.173017213103455
"7",1965,34.0512820512821,2.57923076923077,5.43589743589744,13.9684615384615,18.4389613680507,1.65620475670208,0.991935904806018,0.12886625860406
"8",1966,34.0512820512821,3.36974358974359,6.43589743589744,13.9684615384615,22.7641572668075,2.16259794937844,1.55880515677442,0.189235171293906
"9",1967,34.0512820512821,3.23794871794872,7.43589743589744,13.9684615384615,26.8988499823064,2.06734635774942,1.76822155315861,0.197214020177735
"10",1968,34.0512820512821,2.75705128205128,8.43589743589744,13.9684615384615,30.3880316782006,1.74459084794713,1.66648901480452,0.156000086399642
"11",1969,34.0512820512821,3.34217948717949,9.43589743589744,13.9684615384615,34.6431444055538,2.12755636367659,2.31655050485249,0.207373146492881
"12",1970,34.0512820512821,3.11051282051282,10.4358974358974,13.9684615384615,38.6236644587468,1.99026002659647,2.49443203316683,0.243098157610018
"13",1971,34.0512820512821,3.21987179487179,11.4358974358974,13.9684615384615,42.7304441120295,2.05338982664136,2.77713480274842,0.229985843196402
"14",1972,34.0512820512821,2.63525641025641,12.4358974358974,13.9684615384615,46.0983119725402,1.68393393025533,2.48649204789574,0.206025944964012
"15",1973,34.0512820512821,2.4874358974359,13.4358974358974,13.9684615384615,49.2890407053866,1.59536436642321,2.57449625967217,0.229883948698743
"16",1974,34.0512820512821,2.3174358974359,14.4358974358974,13.9684615384615,52.2625270718604,1.4867431832369,2.53577594257403,0.206735979319597
"17",1975,34.0512820512821,2.12974358974359,15.4358974358974,13.9684615384615,54.9816341384787,1.35955353330917,2.43435098319667,0.202338160907665
"18",1976,34.0512820512821,2.08474358974359,16.4358974358974,13.9684615384615,57.6110096334663,1.31468774749378,2.41619564843531,0.175440227060193
"19",1977,34.0512820512821,2.37551282051282,17.4358974358974,13.9684615384615,60.6016926953971,1.49534153096544,2.88892311197341,0.222735147362683
"20",1978,34.0512820512821,3.06205128205128,18.4358974358974,13.9684615384615,64.4866853042664,1.94249630443462,4.02045874194025,0.305548611144108
"21",1979,34.0512820512821,2.77269230769231,19.4358974358974,13.9684615384615,67.9927400947576,1.7530273952456,3.81060359396182,0.280106208959807
"22",1980,34.0512820512821,1.92897435897436,20.4358974358974,13.9684615384615,70.4371812998713,1.22222060255683,2.78132962372004,0.212254261339357
"23",1981,34.0512820512821,0.983076923076923,21.4358974358974,13.9684615384615,71.6889734832657,0.625896091697213,1.47492712964747,0.124307426284645
"24",1982,34.0512820512821,1.09371794871795,22.4358974358974,13.9684615384615,73.0793177021123,0.69517210942331,1.63801034128322,0.130064965500356
"25",1983,34.0512820512821,0.82525641025641,23.4358974358974,13.9684615384615,74.1266405177417,0.523661407814684,1.26078582065461,0.107918310415699
"26",1984,34.0512820512821,1.32217948717949,24.4358974358974,13.9684615384615,75.8105328251297,0.841946153694032,2.05424544213121,0.187346673212098
"27",1985,34.0512820512821,1.35935897435897,25.4358974358974,13.9684615384615,77.5538185749049,0.871642874887563,2.21606953402424,0.217677164644909
"28",1986,34.0512820512821,0.782179487179487,26.4358974358974,13.9684615384615,78.5491262763249,0.497653850710002,1.29773819606313,0.123746465393381
"29",1987,34.0512820512821,0.366410256410256,27.4358974358974,13.9684615384615,79.0195602313242,0.235216977499646,0.636289020673874,0.0736932003412949
"30",1988,34.0512820512821,0.57,28.4358974358974,13.9684615384615,79.7466221484286,0.363530958552204,0.973712538794451,0.0950074264862726
"31",1989,34.0512820512821,0.96474358974359,29.4358974358974,13.9684615384615,80.9557730677411,0.604575459656269,1.59250374297292,0.132859586387962
"32",1990,34.0512820512821,1.75397435897436,30.4358974358974,13.9684615384615,83.1981509455697,1.12118893891428,3.10700029238676,0.284703293230927
"33",1991,34.0512820512821,0.983846153846154,31.4358974358974,13.9684615384615,84.4592963326536,0.630572693541956,1.81561810831113,0.192564414943077
"34",1992,34.0512820512821,0.734230769230769,32.4358974358974,13.9684615384615,85.3873217680394,0.464012717692884,1.32759105296533,0.127581297820557
"35",1993,34.0512820512821,0.756923076923077,33.4358974358974,13.9684615384615,86.3528516237627,0.482764927861659,1.40310702898236,0.135412071611597
"36",1994,34.0512820512821,0.222179487179487,34.4358974358974,13.9684615384615,86.6329698200071,0.140059098122234,0.411660684018418,0.04931909282373
"37",1995,34.0512820512821,0.25025641025641,35.4358974358974,13.9684615384615,86.9438441397308,0.155437159861852,0.447584492804782,0.0571177319118171
"38",1996,34.0512820512821,0.768461538461539,36.4358974358974,13.9684615384615,87.9145565895589,0.48535622491401,1.43001419522128,0.176347454490533
"39",1997,34.0512820512821,1.05474358974359,37.4358974358974,13.9684615384615,89.286483770331,0.685963590386052,2.14221259388423,0.250851708144303
