"","year","tree","Growth","age1","dapcc","dapsc","RWcorr","BAI","BAIserror"
"1",1983,23.6666666666667,3.89166666666667,1,28,7.26211764405326,3.63105882202663,0.419767126313351,0.0651209000547381
"2",1984,23.2,7.485,1.5,25.52,18.9186374135823,6.92280961374128,2.72192755919663,0.556782710747553
"3",1985,22.1111111111111,7.38166666666667,1.83333333333333,25.8777777777778,27.7700771472859,7.14502732265866,5.23596612579721,1.23148423313546
"4",1986,22.8571428571429,8.10809523809524,1.66666666666667,23.5809523809524,34.288810599662,8.34979170171505,7.26023142152692,1.11468367265034
"5",1987,22.2333333333333,7.3515,2.16666666666667,22.3833333333333,40.7386245284383,7.54960114498352,8.41419256096013,1.21626186687241
"6",1988,21,5.25027027027027,2.75675675675676,22.5081081081081,46.4795357812173,5.414291910395,6.76631598956733,0.735298086862045
"7",1989,21.225,6.342375,3.55,21.9975,55.952042175048,6.57895700872512,9.87948426834426,0.862325773165481
"8",1990,21,6.84134146341463,4.46341463414634,21.6317073170732,67.7085186109059,7.01939709856466,13.0970237131215,1.03458156259375
"9",1991,21,4.51024390243902,5.45121951219512,21.6317073170732,76.3309358705047,4.61555873443262,10.2562411614822,0.776659831310875
"10",1992,21,4.24463414634146,6.45121951219512,21.6317073170732,84.40654672436,4.32214348818757,10.7681271843665,0.837921606957939
"11",1993,21,2.80121951219512,7.45121951219512,21.6317073170732,89.6604725290405,2.80973747197789,7.66057139800598,0.65664669670626
"12",1994,21,1.4809756097561,8.45121951219512,21.6317073170732,92.4184402004583,1.47705865631549,4.32795372337914,0.498327733194022
"13",1995,21,1.23963414634146,9.45121951219512,21.6317073170732,94.7825886885576,1.26778228851442,3.82978490734967,0.392128162029503
"14",1996,21,3.38109756097561,10.4512195121951,21.6317073170732,101.206993491025,3.4383869650019,10.6842758006273,0.92227382328503
"15",1997,21,3.85365853658537,11.4512195121951,21.6317073170732,108.565414031996,3.93971120162376,12.9885486195694,1.05877716275779
"16",1998,21,3.12390243902439,12.4512195121951,21.6317073170732,114.52519892946,3.19034913818595,11.251417519722,0.926767519276453
"17",1999,21,0.659268292682927,13.4512195121951,21.6317073170732,115.747324547853,0.652817136764573,2.38664993276677,0.223053896740241
"18",2000,21,1.83134146341463,14.4512195121951,21.6317073170732,119.201402320981,1.84472797866478,6.85051985148854,0.561178337870963
"19",2001,21,2.28317073170732,15.4512195121951,21.6317073170732,123.558463230835,2.32264583898872,9.06801909839795,0.830837090319287
"20",2002,21,1.5919512195122,16.2682926829268,21.6317073170732,126.591820256799,1.61744950370874,6.47236747351164,0.581885553049334
"21",2003,21,2.04182926829268,17.2682926829268,21.6317073170732,130.507721193459,2.08731007444626,8.57123727217494,0.732718452056047
"22",2004,21,1.85280487804878,18.2682926829268,21.6317073170732,134.086801730519,1.91245096025085,8.14942312930636,0.755574304832554
"23",2005,21,0.228780487804878,19.2682926829268,21.6317073170732,134.525952800898,0.233780012042925,1.02088280277502,0.0971116575342802
"24",2006,21,0.74890243902439,20.2682926829268,21.6317073170732,135.960685563045,0.76406517586437,3.31758276957491,0.287847086006438
"25",2007,21,0.405609756097561,21.2682926829268,21.6317073170732,136.73792137874,0.413531815593573,1.82821872491533,0.183656198267645
"26",2008,21,0.512926829268293,22.2682926829268,21.6317073170732,137.728881580844,0.526647907992527,2.43383768453265,0.281643880180823
"27",2009,21,0.804146341463415,23.2682926829268,21.6317073170732,139.284218163201,0.828082844558427,3.86277694178402,0.433042197781998
"28",2010,21,1.35634146341463,24.2560975609756,21.6317073170732,141.917239795566,1.40478023472641,6.64704615483651,0.748320508834192
"29",2011,21,1.60731707317073,25.2560975609756,21.6317073170732,145.036825231432,1.66060248323884,7.95205418056099,0.844658283980257
"30",2012,21,0.502682926829268,26.2560975609756,21.6317073170732,146.004325176978,0.512968103126801,2.503372339996,0.269595988362222
"31",2013,21,1.36329268292683,27.2560975609756,21.6317073170732,148.650676752717,1.41263883901192,6.84680721700701,0.652660530904593
"32",2014,21,0.594268292682927,28.2560975609756,21.6317073170732,149.800236618886,0.613665028027736,3.03922387889881,0.308582690793702
"33",2015,21,0.718414634146341,29.2560975609756,21.6317073170732,151.197240139993,0.745874870992254,3.73183516016995,0.376511656753102
"34",2016,21,0.428658536585366,30.280487804878,21.6317073170732,152.03144767638,0.445414076156219,2.27081452005562,0.24924513570105
"35",2017,21,0.495487804878049,31.280487804878,21.6317073170732,152.992997804699,0.5124030372731,2.64118767787077,0.3002678112571
"36",2018,20.974358974359,0.938333333333333,32.2179487179487,22.1179487179487,158.720770543591,0.975570408130881,5.12452923127947,0.58444831672731
"37",2019,20.974358974359,0.399230769230769,33.2179487179487,22.1179487179487,159.498430603649,0.41346908537353,2.18567468825228,0.266630410844855
"38",2020,20.974358974359,0.63025641025641,34.2179487179487,22.1179487179487,160.723476923077,0.652916119536087,3.45523655032311,0.354400292353457
