"","year","tree","Growth","age1","dapcc","dapsc","RWcorr","BAI","BAIserror"
"1",1965,28.5,1.655,1,21.625,2.57115403263031,1.28557701631515,0.0581761904498286,0.0208521747768052
"2",1966,23.0909090909091,1.21681818181818,1.31818181818182,18.6454545454545,2.7876563170368,0.926345607131073,0.0679193677425055,0.0231286046962404
"3",1967,22.2,1.55633333333333,1.69166666666667,18.245,3.88100170038006,1.17389536300492,0.135702133622385,0.0404631470618355
"4",1968,21.5714285714286,1.88230158730159,2.57142857142857,17.9238095238095,6.57040346575734,1.43710568507864,0.305600399747367,0.100196340147323
"5",1969,20.6538461538462,2.28288461538462,3.07692307692308,17.9,8.7807642910929,1.73694997668291,0.485188676943548,0.113586072844811
"6",1970,21.2962962962963,2.81185185185185,3.96296296296296,18.3074074074074,13.3390166086144,2.1928534941,0.869429694619572,0.150832737379615
"7",1971,22.3793103448276,3.08172413793103,4.68965517241379,18.0862068965517,17.8710053953732,2.36914116090447,1.36113260334279,0.235531649294666
"8",1972,22.1,3.75011111111111,5.5,18.2266666666667,23.3268446972145,2.97830311776738,1.97938106306711,0.226169089014809
"9",1973,22.4166666666667,3.91222222222222,5.52777777777778,18.4611111111111,27.2375135663211,3.31298674695882,2.55337994267185,0.301907192916996
"10",1974,22.35,3.65320833333333,5.9625,18.52,31.0067713348299,3.16839725890592,2.93449168922439,0.360556095505617
"11",1975,22.35,3.22333333333333,6.9375,18.52,36.4849672625942,2.80328666329032,3.11714625187922,0.346528773720681
"12",1976,22.5365853658537,3.89422764227642,7.65853658536585,18.6439024390244,43.1053890425308,3.36262018556774,4.26128293842463,0.361721933359719
"13",1977,22.5365853658537,4.76268292682927,8.65853658536585,18.6439024390244,51.1600649228737,4.13010809883869,6.25675329695523,0.533386151541097
"14",1978,22,4.61511627906977,9.01162790697674,18.7813953488372,57.6135392393268,4.06094248635609,7.01050274017149,0.620326080536522
"15",1979,22,4.24635658914729,10,18.7813953488372,64.8986546015235,3.77192486962074,7.40262134912919,0.673050679923701
"16",1980,22,3.51403100775194,11,18.7813953488372,70.8814581557632,3.09491033567643,6.78664361885489,0.579001995918122
"17",1981,22,2.94414728682171,12,18.7813953488372,75.9314564224429,2.60648410467,6.21477986519297,0.602981044465514
"18",1982,22,2.46406976744186,12.953488372093,18.7813953488372,80.1132617329472,2.15885788800145,5.47071396091717,0.489153140483416
"19",1983,22,2.61600775193798,13.953488372093,18.7813953488372,84.5925890800193,2.31060144003176,6.28481700851592,0.632839491935165
"20",1984,22,2.5093023255814,14.953488372093,18.7813953488372,88.8241042799656,2.18128910846532,6.18133973864604,0.570899101244895
"21",1985,22,2.80856589147287,15.953488372093,18.7813953488372,93.5797587164236,2.45137446480144,7.32135964053777,0.659360790387735
"22",1986,22,2.14546511627907,16.953488372093,18.7813953488372,97.265125740562,1.90269589926757,6.04705478717096,0.63277043371248
"23",1987,22,1.71418604651163,17.953488372093,18.7813953488372,100.173651814748,1.50050333870748,4.90698792481926,0.469057034770757
"24",1988,22,1.70236434108527,18.953488372093,18.7813953488372,103.067387968575,1.49148555263868,5.06702948208452,0.50586058859676
"25",1989,22,1.60841085271318,19.953488372093,18.7813953488372,105.800254830889,1.4075726512769,4.89155065679362,0.479900407333335
"26",1990,22,1.80643410852713,20.953488372093,18.7813953488372,108.839946497801,1.56497165120933,5.57004106676122,0.510842552252771
"27",1991,22,1.81104651162791,21.953488372093,18.7813953488372,111.920581664833,1.59339886393599,5.92193067262405,0.619588871364806
"28",1992,22,1.36713178294574,22.953488372093,18.7813953488372,114.237702424013,1.19654973953491,4.54757815213194,0.478442465265346
"29",1993,22,1.24375968992248,23.953488372093,18.7813953488372,116.350714567467,1.09061796130318,4.14520490639227,0.389848166487983
"30",1994,22,0.948333333333333,24.953488372093,18.7813953488372,117.991709377689,0.849814947513821,3.33226774194771,0.358343507056103
"31",1995,22,0.449031007751938,25.953488372093,18.7813953488372,118.779375857186,0.41201119757567,1.66322680186347,0.265925748763887
"32",1996,22,1.01949612403101,26.953488372093,18.7813953488372,120.503542317093,0.892715386729495,3.64501054665065,0.473538729522349
"33",1997,22,1.12143410852713,27.953488372093,18.7813953488372,122.358163744628,0.955159205778825,3.89834026030728,0.438855835730751
"34",1998,22,1.43476744186047,28.953488372093,18.7813953488372,124.739505501882,1.22719605527443,5.05112629437565,0.544359755817291
"35",1999,22,0.735503875968992,29.953488372093,18.7813953488372,125.946338268955,0.621131462782498,2.57238352512396,0.282118211962672
"36",2000,22,1.98515503875969,30.953488372093,18.7813953488372,129.27690037526,1.71682308922433,7.29302771385044,0.662435433921367
"37",2001,22,2.03546511627907,31.953488372093,18.7813953488372,132.669197577314,1.74567778629978,7.64083864462408,0.712527874448294
"38",2002,22,1.32903100775194,32.953488372093,18.7813953488372,134.887489566035,1.14130399662033,5.02951272960724,0.431103309696794
"39",2003,22,1.66744186046512,33.953488372093,18.7813953488372,137.656728551474,1.42126296395517,6.29518903590331,0.510295586497561
"40",2004,22,1.63046511627907,34.953488372093,18.7813953488372,140.365716719412,1.39150703678275,6.36935579141428,0.556694492305395
"41",2005,22,0.623565891472868,35.953488372093,18.7813953488372,141.4045787938,0.533725783418763,2.43493769476269,0.199780337408761
"42",2006,22,0.650387596899225,36.953488372093,18.7813953488372,142.498425957245,0.563183386815824,2.64055166069372,0.26434364575289
"43",2007,22,0.550503875968992,37.953488372093,18.7813953488372,143.430199261474,0.478592599210824,2.25513759161868,0.225759335624506
"44",2008,22,1.02085271317829,39,18.7813953488372,145.15278972382,0.884401294983434,4.24297180952231,0.403450438113318
"45",2009,22,0.883217054263566,40,18.7813953488372,146.648288181154,0.768333242041337,3.76610411718592,0.403035731165534
"46",2010,21.9285714285714,0.906706349206349,41.0952380952381,19.15,150.99745100443,0.779090788908682,3.83174902302247,0.392595669825961
"47",2011,21.9285714285714,1.15123015873016,42.0952380952381,19.15,152.925233886445,0.9911817283884,4.95044037928938,0.500489377055265
"48",2012,21.9285714285714,0.42468253968254,43.0952380952381,19.15,153.638526238207,0.367057732249281,1.85008763779113,0.209674223774802
"49",2013,21.9285714285714,1.20071428571429,44.0833333333333,19.15,155.642571872692,1.02707570649205,5.214088095585,0.570919607041566
