year,RW,tree,core,sp_elev,sampleid
1983,3.7,7,B,sylvestris_med,PM07B
1983,3.91,8,01,sylvestris_med,PM0801
1983,5.03,8,02,sylvestris_med,PM0802
1983,1.72,9,C,sylvestris_med,PM09C
1983,1.48,9,E,sylvestris_med,PM09E
1983,0.9,10,A,sylvestris_med,PM10A
1983,1.02,10,C,sylvestris_med,PM10C
1983,1.42,11,A,sylvestris_med,PM11A
1983,3.07,11,C,sylvestris_med,PM11C
1983,1.6,12,A,sylvestris_med,PM12A
1983,2.23,12,C,sylvestris_med,PM12C
1983,0.87,13,A,sylvestris_med,PM13A
1983,1.06,13,B,sylvestris_med,PM13B
1983,2.76,14,01,sylvestris_med,PM1401
1983,2.96,14,02,sylvestris_med,PM1402
1983,2.11,15,A,sylvestris_med,PM15A
1983,2.64,15,B,sylvestris_med,PM15B
1983,2.38,15,C,sylvestris_med,PM15C
1983,2.62,16,01,sylvestris_med,PM1601
1983,2.55,16,02,sylvestris_med,PM1602
1983,4.66,17,A,sylvestris_med,PM17A
1983,3.27,17,B,sylvestris_med,PM17B
1983,4.1,18,01,sylvestris_med,PM1801
1983,3.27,18,02,sylvestris_med,PM1802
1983,2.19,19,A,sylvestris_med,PM19A
1983,1.4,19,B,sylvestris_med,PM19B
1983,1.63,20,A,sylvestris_med,PM20A
1983,1.64,20,B,sylvestris_med,PM20B
1983,1.61,21,01,sylvestris_med,PM2101
1983,1.44,21,02,sylvestris_med,PM2102
1983,3.34,22,01,sylvestris_med,PM2201
1983,3.99,22,02,sylvestris_med,PM2202
1983,1.98,23,B,sylvestris_med,PM23B
1983,3.02,23,C,sylvestris_med,PM23C
1983,2.95,24,01,sylvestris_med,PM2401
1983,3.62,24,02b,sylvestris_med,PM2402b
1983,1.8,25,A,sylvestris_med,PM25A
1983,1.77,25,B,sylvestris_med,PM25B
1983,2.04,26,A,sylvestris_med,PM26A
1983,2.4,26,B,sylvestris_med,PM26B
1983,2.91,27,A,sylvestris_med,PM27A
1983,1.96,27,B,sylvestris_med,PM27B
1983,4.01,28,A,sylvestris_med,PM28A
1983,3.22,28,B,sylvestris_med,PM28B
1983,1.41,29,A,sylvestris_med,PM29A
1983,1.9,29,B,sylvestris_med,PM29B
1983,2.55,30,01,sylvestris_med,PM3001
1983,2.5,30,02,sylvestris_med,PM3002
1983,4,31,A,sylvestris_med,PM31A
1983,2.22,31,B,sylvestris_med,PM31B
1983,3.44,32,A,sylvestris_med,PM32A
1983,4.62,32,B,sylvestris_med,PM32B
1983,1.93,33,A,sylvestris_med,PM33A
1983,2.14,33,C,sylvestris_med,PM33C
1983,3.6,34,01,sylvestris_med,PM3401
1983,3.46,34,02,sylvestris_med,PM3402
1983,4.03,35,01,sylvestris_med,PM3501
1983,3.23,35,02,sylvestris_med,PM3502
1983,1.1,36,A,sylvestris_med,PM36A
1983,1.9,36,B,sylvestris_med,PM36B
1983,2.56,37,A,sylvestris_med,PM37A
1983,3.24,37,B,sylvestris_med,PM37B
1983,4.15,38,01,sylvestris_med,PM3801
1983,3.98,38,02,sylvestris_med,PM3802
1983,0.99,39,A,sylvestris_med,PM39A
1983,1.46,39,B,sylvestris_med,PM39B
1983,2.27,40,01,sylvestris_med,PM4001
1983,1.13,40,02,sylvestris_med,PM4002
1983,2.26,41,01,sylvestris_med,PM4101
1983,2.32,41,02,sylvestris_med,PM4102
1983,3.75,42,A,sylvestris_med,PM42A
1983,3.36,42,B,sylvestris_med,PM42B
1983,3.24,43,01,sylvestris_med,PM4301
1983,3.17,43,02,sylvestris_med,PM4302
1984,3.44,1,01,sylvestris_med,PM0101
1984,2.9,1,02,sylvestris_med,PM0102
1984,2.12,2,A,sylvestris_med,PM02A
1984,1.69,2,B,sylvestris_med,PM02B
1984,2.17,2,C,sylvestris_med,PM02C
1984,1.46,3,A,sylvestris_med,PM03A
1984,1.55,3,B,sylvestris_med,PM03B
1984,3.56,4,01,sylvestris_med,PM0401
1984,2.21,4,02,sylvestris_med,PM0402
1984,2.93,5,A,sylvestris_med,PM05A
1984,1.77,5,B,sylvestris_med,PM05B
1984,1.83,6,01,sylvestris_med,PM0601
1984,2.37,6,02,sylvestris_med,PM0602
1984,4.57,7,A,sylvestris_med,PM07A
1984,4.7,7,B,sylvestris_med,PM07B
1984,3.62,8,01,sylvestris_med,PM0801
1984,3.61,8,02,sylvestris_med,PM0802
1984,1.54,9,C,sylvestris_med,PM09C
1984,1.72,9,E,sylvestris_med,PM09E
1984,0.88,10,A,sylvestris_med,PM10A
1984,1.26,10,C,sylvestris_med,PM10C
1984,0.93,11,A,sylvestris_med,PM11A
1984,1.62,11,C,sylvestris_med,PM11C
1984,1.48,12,A,sylvestris_med,PM12A
1984,1.28,12,C,sylvestris_med,PM12C
1984,1.13,13,A,sylvestris_med,PM13A
1984,1.43,13,B,sylvestris_med,PM13B
1984,2.06,14,01,sylvestris_med,PM1401
1984,2.1,14,02,sylvestris_med,PM1402
1984,1.45,15,A,sylvestris_med,PM15A
1984,2.21,15,B,sylvestris_med,PM15B
1984,1.31,15,C,sylvestris_med,PM15C
1984,1.91,16,01,sylvestris_med,PM1601
1984,1.77,16,02,sylvestris_med,PM1602
1984,3.69,17,A,sylvestris_med,PM17A
1984,3.03,17,B,sylvestris_med,PM17B
1984,3.76,18,01,sylvestris_med,PM1801
1984,2.43,18,02,sylvestris_med,PM1802
1984,2.47,19,A,sylvestris_med,PM19A
1984,1.91,19,B,sylvestris_med,PM19B
1984,2.6,20,A,sylvestris_med,PM20A
1984,1.56,20,B,sylvestris_med,PM20B
1984,1.42,21,01,sylvestris_med,PM2101
1984,1.09,21,02,sylvestris_med,PM2102
1984,2.53,22,01,sylvestris_med,PM2201
1984,2.93,22,02,sylvestris_med,PM2202
1984,2.29,23,B,sylvestris_med,PM23B
1984,3.37,23,C,sylvestris_med,PM23C
1984,2.59,24,01,sylvestris_med,PM2401
1984,2.4,24,02b,sylvestris_med,PM2402b
1984,1.74,25,A,sylvestris_med,PM25A
1984,1.68,25,B,sylvestris_med,PM25B
1984,3.38,26,A,sylvestris_med,PM26A
1984,3.05,26,B,sylvestris_med,PM26B
1984,3.16,27,A,sylvestris_med,PM27A
1984,3.26,27,B,sylvestris_med,PM27B
1984,4.77,28,A,sylvestris_med,PM28A
1984,5.22,28,B,sylvestris_med,PM28B
1984,1.67,29,A,sylvestris_med,PM29A
1984,1.33,29,B,sylvestris_med,PM29B
1984,2.99,30,01,sylvestris_med,PM3001
1984,2.95,30,02,sylvestris_med,PM3002
1984,4.28,31,A,sylvestris_med,PM31A
1984,2.8,31,B,sylvestris_med,PM31B
1984,3.33,32,A,sylvestris_med,PM32A
1984,3.29,32,B,sylvestris_med,PM32B
1984,1.71,33,A,sylvestris_med,PM33A
1984,1.74,33,C,sylvestris_med,PM33C
1984,4.53,34,01,sylvestris_med,PM3401
1984,3.66,34,02,sylvestris_med,PM3402
1984,3.75,35,01,sylvestris_med,PM3501
1984,3.64,35,02,sylvestris_med,PM3502
1984,1.48,36,A,sylvestris_med,PM36A
1984,2.63,36,B,sylvestris_med,PM36B
1984,4.25,37,A,sylvestris_med,PM37A
1984,4.04,37,B,sylvestris_med,PM37B
1984,3.02,38,01,sylvestris_med,PM3801
1984,3.16,38,02,sylvestris_med,PM3802
1984,0.7,39,A,sylvestris_med,PM39A
1984,1.44,39,B,sylvestris_med,PM39B
1984,2.72,40,01,sylvestris_med,PM4001
1984,1.54,40,02,sylvestris_med,PM4002
1984,1.71,41,01,sylvestris_med,PM4101
1984,1.93,41,02,sylvestris_med,PM4102
1984,2.46,42,A,sylvestris_med,PM42A
1984,2.29,42,B,sylvestris_med,PM42B
1984,2.71,43,01,sylvestris_med,PM4301
1984,2.79,43,02,sylvestris_med,PM4302
1985,3.38,1,01,sylvestris_med,PM0101
1985,3.37,1,02,sylvestris_med,PM0102
1985,2.06,2,A,sylvestris_med,PM02A
1985,1.87,2,B,sylvestris_med,PM02B
1985,1.86,2,C,sylvestris_med,PM02C
1985,1.98,3,A,sylvestris_med,PM03A
1985,2.87,3,B,sylvestris_med,PM03B
1985,5.37,4,01,sylvestris_med,PM0401
1985,3.15,4,02,sylvestris_med,PM0402
1985,2.94,5,A,sylvestris_med,PM05A
1985,2.2,5,B,sylvestris_med,PM05B
1985,3.2,6,01,sylvestris_med,PM0601
1985,2.78,6,02,sylvestris_med,PM0602
1985,4.65,7,A,sylvestris_med,PM07A
1985,5.02,7,B,sylvestris_med,PM07B
1985,4.2,8,01,sylvestris_med,PM0801
1985,3.58,8,02,sylvestris_med,PM0802
1985,1.58,9,C,sylvestris_med,PM09C
1985,2.1,9,E,sylvestris_med,PM09E
1985,1.17,10,A,sylvestris_med,PM10A
1985,1.2,10,C,sylvestris_med,PM10C
1985,1.02,11,A,sylvestris_med,PM11A
1985,1.79,11,C,sylvestris_med,PM11C
1985,1.51,12,A,sylvestris_med,PM12A
1985,1.78,12,C,sylvestris_med,PM12C
1985,1.02,13,A,sylvestris_med,PM13A
1985,1,13,B,sylvestris_med,PM13B
1985,2.34,14,01,sylvestris_med,PM1401
1985,2.33,14,02,sylvestris_med,PM1402
1985,2,15,A,sylvestris_med,PM15A
1985,3.01,15,B,sylvestris_med,PM15B
1985,1.54,15,C,sylvestris_med,PM15C
1985,1.88,16,01,sylvestris_med,PM1601
1985,2.1,16,02,sylvestris_med,PM1602
1985,5.35,17,A,sylvestris_med,PM17A
1985,3.72,17,B,sylvestris_med,PM17B
1985,4.33,18,01,sylvestris_med,PM1801
1985,2.65,18,02,sylvestris_med,PM1802
1985,1.92,19,A,sylvestris_med,PM19A
1985,2.76,19,B,sylvestris_med,PM19B
1985,2.88,20,A,sylvestris_med,PM20A
1985,1.33,20,B,sylvestris_med,PM20B
1985,1.61,21,01,sylvestris_med,PM2101
1985,1.79,21,02,sylvestris_med,PM2102
1985,3.16,22,01,sylvestris_med,PM2201
1985,4.4,22,02,sylvestris_med,PM2202
1985,1.86,23,B,sylvestris_med,PM23B
1985,3.89,23,C,sylvestris_med,PM23C
1985,2.46,24,01,sylvestris_med,PM2401
1985,2.78,24,02b,sylvestris_med,PM2402b
1985,1.31,25,A,sylvestris_med,PM25A
1985,1.25,25,B,sylvestris_med,PM25B
1985,2.74,26,A,sylvestris_med,PM26A
1985,3.49,26,B,sylvestris_med,PM26B
1985,3.26,27,A,sylvestris_med,PM27A
1985,2.99,27,B,sylvestris_med,PM27B
1985,3.54,28,A,sylvestris_med,PM28A
1985,3.89,28,B,sylvestris_med,PM28B
1985,2.51,29,A,sylvestris_med,PM29A
1985,2.24,29,B,sylvestris_med,PM29B
1985,3.31,30,01,sylvestris_med,PM3001
1985,3.35,30,02,sylvestris_med,PM3002
1985,4.26,31,A,sylvestris_med,PM31A
1985,3.42,31,B,sylvestris_med,PM31B
1985,4.91,32,A,sylvestris_med,PM32A
1985,4.97,32,B,sylvestris_med,PM32B
1985,1.72,33,A,sylvestris_med,PM33A
1985,1.94,33,C,sylvestris_med,PM33C
1985,4.07,34,01,sylvestris_med,PM3401
1985,3.42,34,02,sylvestris_med,PM3402
1985,4.3,35,01,sylvestris_med,PM3501
1985,3.07,35,02,sylvestris_med,PM3502
1985,2.37,36,A,sylvestris_med,PM36A
1985,2.04,36,B,sylvestris_med,PM36B
1985,3.99,37,A,sylvestris_med,PM37A
1985,3.91,37,B,sylvestris_med,PM37B
1985,3.03,38,01,sylvestris_med,PM3801
1985,3.17,38,02,sylvestris_med,PM3802
1985,1.21,39,A,sylvestris_med,PM39A
1985,1.9,39,B,sylvestris_med,PM39B
1985,1.75,40,01,sylvestris_med,PM4001
1985,1.09,40,02,sylvestris_med,PM4002
1985,2.62,41,01,sylvestris_med,PM4101
1985,2.42,41,02,sylvestris_med,PM4102
1985,4.72,42,A,sylvestris_med,PM42A
1985,3.64,42,B,sylvestris_med,PM42B
1985,3.93,43,01,sylvestris_med,PM4301
1985,3.16,43,02,sylvestris_med,PM4302
1986,3.64,1,01,sylvestris_med,PM0101
1986,3.07,1,02,sylvestris_med,PM0102
1986,1.34,2,A,sylvestris_med,PM02A
1986,1.31,2,B,sylvestris_med,PM02B
1986,1.09,2,C,sylvestris_med,PM02C
1986,1.5,3,A,sylvestris_med,PM03A
1986,1.88,3,B,sylvestris_med,PM03B
1986,4.4,4,01,sylvestris_med,PM0401
1986,2.57,4,02,sylvestris_med,PM0402
1986,1.52,5,A,sylvestris_med,PM05A
1986,1.58,5,B,sylvestris_med,PM05B
1986,2.65,6,01,sylvestris_med,PM0601
1986,2.06,6,02,sylvestris_med,PM0602
1986,2.74,7,A,sylvestris_med,PM07A
1986,2.94,7,B,sylvestris_med,PM07B
1986,3.07,8,01,sylvestris_med,PM0801
1986,2.56,8,02,sylvestris_med,PM0802
1986,1.55,9,C,sylvestris_med,PM09C
1986,1.38,9,E,sylvestris_med,PM09E
1986,1.08,10,A,sylvestris_med,PM10A
1986,0.76,10,C,sylvestris_med,PM10C
1986,0.86,11,A,sylvestris_med,PM11A
1986,1.75,11,C,sylvestris_med,PM11C
1986,1.54,12,A,sylvestris_med,PM12A
1986,1.3,12,C,sylvestris_med,PM12C
1986,0.57,13,A,sylvestris_med,PM13A
1986,0.79,13,B,sylvestris_med,PM13B
1986,1.79,14,01,sylvestris_med,PM1401
1986,1.64,14,02,sylvestris_med,PM1402
1986,2.08,15,A,sylvestris_med,PM15A
1986,2.07,15,B,sylvestris_med,PM15B
1986,1.41,15,C,sylvestris_med,PM15C
1986,1.71,16,01,sylvestris_med,PM1601
1986,1.52,16,02,sylvestris_med,PM1602
1986,4.29,17,A,sylvestris_med,PM17A
1986,2.9,17,B,sylvestris_med,PM17B
1986,4.04,18,01,sylvestris_med,PM1801
1986,2.1,18,02,sylvestris_med,PM1802
1986,1.02,19,A,sylvestris_med,PM19A
1986,1.38,19,B,sylvestris_med,PM19B
1986,1.53,20,A,sylvestris_med,PM20A
1986,1.27,20,B,sylvestris_med,PM20B
1986,1.15,21,01,sylvestris_med,PM2101
1986,1.34,21,02,sylvestris_med,PM2102
1986,3.11,22,01,sylvestris_med,PM2201
1986,3.04,22,02,sylvestris_med,PM2202
1986,1.02,23,B,sylvestris_med,PM23B
1986,2.47,23,C,sylvestris_med,PM23C
1986,2.58,24,01,sylvestris_med,PM2401
1986,2.71,24,02b,sylvestris_med,PM2402b
1986,0.66,25,A,sylvestris_med,PM25A
1986,0.63,25,B,sylvestris_med,PM25B
1986,2.13,26,A,sylvestris_med,PM26A
1986,2.41,26,B,sylvestris_med,PM26B
1986,2.08,27,A,sylvestris_med,PM27A
1986,1.84,27,B,sylvestris_med,PM27B
1986,2.31,28,A,sylvestris_med,PM28A
1986,2.12,28,B,sylvestris_med,PM28B
1986,2.46,29,A,sylvestris_med,PM29A
1986,1.89,29,B,sylvestris_med,PM29B
1986,2.13,30,01,sylvestris_med,PM3001
1986,2.17,30,02,sylvestris_med,PM3002
1986,2.27,31,A,sylvestris_med,PM31A
1986,1.21,31,B,sylvestris_med,PM31B
1986,4.31,32,A,sylvestris_med,PM32A
1986,4.68,32,B,sylvestris_med,PM32B
1986,2.4,33,A,sylvestris_med,PM33A
1986,1.33,33,C,sylvestris_med,PM33C
1986,2.95,34,01,sylvestris_med,PM3401
1986,2.85,34,02,sylvestris_med,PM3402
1986,3.25,35,01,sylvestris_med,PM3501
1986,2.93,35,02,sylvestris_med,PM3502
1986,1.14,36,A,sylvestris_med,PM36A
1986,1.69,36,B,sylvestris_med,PM36B
1986,2.12,37,A,sylvestris_med,PM37A
1986,2.58,37,B,sylvestris_med,PM37B
1986,3.56,38,01,sylvestris_med,PM3801
1986,3.57,38,02,sylvestris_med,PM3802
1986,1.05,39,A,sylvestris_med,PM39A
1986,1.46,39,B,sylvestris_med,PM39B
1986,1.41,40,01,sylvestris_med,PM4001
1986,1.18,40,02,sylvestris_med,PM4002
1986,2.58,41,01,sylvestris_med,PM4101
1986,2.01,41,02,sylvestris_med,PM4102
1986,3.9,42,A,sylvestris_med,PM42A
1986,3.21,42,B,sylvestris_med,PM42B
1986,2.93,43,01,sylvestris_med,PM4301
1986,2.54,43,02,sylvestris_med,PM4302
1987,2.15,1,01,sylvestris_med,PM0101
1987,1.42,1,02,sylvestris_med,PM0102
1987,0.94,2,A,sylvestris_med,PM02A
1987,1.05,2,B,sylvestris_med,PM02B
1987,0.84,2,C,sylvestris_med,PM02C
1987,1.16,3,A,sylvestris_med,PM03A
1987,1.17,3,B,sylvestris_med,PM03B
1987,4.67,4,01,sylvestris_med,PM0401
1987,1.67,4,02,sylvestris_med,PM0402
1987,1.36,5,A,sylvestris_med,PM05A
1987,1.61,5,B,sylvestris_med,PM05B
1987,1.92,6,01,sylvestris_med,PM0601
1987,1.39,6,02,sylvestris_med,PM0602
1987,3.57,7,A,sylvestris_med,PM07A
1987,2.83,7,B,sylvestris_med,PM07B
1987,1.61,8,01,sylvestris_med,PM0801
1987,1.59,8,02,sylvestris_med,PM0802
1987,0.95,9,C,sylvestris_med,PM09C
1987,1.1,9,E,sylvestris_med,PM09E
1987,0.47,10,A,sylvestris_med,PM10A
1987,0.39,10,C,sylvestris_med,PM10C
1987,0.69,11,A,sylvestris_med,PM11A
1987,1.08,11,C,sylvestris_med,PM11C
1987,0.59,12,A,sylvestris_med,PM12A
1987,1.09,12,C,sylvestris_med,PM12C
1987,0.76,13,A,sylvestris_med,PM13A
1987,0.93,13,B,sylvestris_med,PM13B
1987,1.24,14,01,sylvestris_med,PM1401
1987,1.12,14,02,sylvestris_med,PM1402
1987,1.21,15,A,sylvestris_med,PM15A
1987,1.36,15,B,sylvestris_med,PM15B
1987,1.08,15,C,sylvestris_med,PM15C
1987,1.49,16,01,sylvestris_med,PM1601
1987,1.15,16,02,sylvestris_med,PM1602
1987,2.66,17,A,sylvestris_med,PM17A
1987,1.32,17,B,sylvestris_med,PM17B
1987,2.94,18,01,sylvestris_med,PM1801
1987,1.82,18,02,sylvestris_med,PM1802
1987,1.48,19,A,sylvestris_med,PM19A
1987,1.46,19,B,sylvestris_med,PM19B
1987,1.81,20,A,sylvestris_med,PM20A
1987,0.64,20,B,sylvestris_med,PM20B
1987,0.96,21,01,sylvestris_med,PM2101
1987,1,21,02,sylvestris_med,PM2102
1987,2.04,22,01,sylvestris_med,PM2201
1987,2.22,22,02,sylvestris_med,PM2202
1987,1.26,23,B,sylvestris_med,PM23B
1987,1.59,23,C,sylvestris_med,PM23C
1987,1.52,24,01,sylvestris_med,PM2401
1987,1.76,24,02b,sylvestris_med,PM2402b
1987,0.25,25,A,sylvestris_med,PM25A
1987,0.3,25,B,sylvestris_med,PM25B
1987,2.06,26,A,sylvestris_med,PM26A
1987,2.74,26,B,sylvestris_med,PM26B
1987,2.18,27,A,sylvestris_med,PM27A
1987,1.98,27,B,sylvestris_med,PM27B
1987,3,28,A,sylvestris_med,PM28A
1987,2.78,28,B,sylvestris_med,PM28B
1987,1.95,29,A,sylvestris_med,PM29A
1987,1.06,29,B,sylvestris_med,PM29B
1987,1.77,30,01,sylvestris_med,PM3001
1987,1.85,30,02,sylvestris_med,PM3002
1987,3.39,31,A,sylvestris_med,PM31A
1987,1.27,31,B,sylvestris_med,PM31B
1987,2.45,32,A,sylvestris_med,PM32A
1987,3.05,32,B,sylvestris_med,PM32B
1987,1.08,33,A,sylvestris_med,PM33A
1987,0.68,33,C,sylvestris_med,PM33C
1987,3.12,34,01,sylvestris_med,PM3401
1987,2.18,34,02,sylvestris_med,PM3402
1987,2.82,35,01,sylvestris_med,PM3501
1987,2.38,35,02,sylvestris_med,PM3502
1987,1.36,36,A,sylvestris_med,PM36A
1987,1.23,36,B,sylvestris_med,PM36B
1987,2.84,37,A,sylvestris_med,PM37A
1987,3.72,37,B,sylvestris_med,PM37B
1987,1.94,38,01,sylvestris_med,PM3801
1987,2.66,38,02,sylvestris_med,PM3802
1987,1.1,39,A,sylvestris_med,PM39A
1987,1.21,39,B,sylvestris_med,PM39B
1987,1.41,40,01,sylvestris_med,PM4001
1987,0.91,40,02,sylvestris_med,PM4002
1987,1.58,41,01,sylvestris_med,PM4101
1987,1.53,41,02,sylvestris_med,PM4102
1987,2.84,42,A,sylvestris_med,PM42A
1987,2.46,42,B,sylvestris_med,PM42B
1987,2.25,43,01,sylvestris_med,PM4301
1987,2.07,43,02,sylvestris_med,PM4302
1988,2.58,1,01,sylvestris_med,PM0101
1988,2.2,1,02,sylvestris_med,PM0102
1988,1.09,2,A,sylvestris_med,PM02A
1988,0.89,2,B,sylvestris_med,PM02B
1988,0.96,2,C,sylvestris_med,PM02C
1988,0.83,3,A,sylvestris_med,PM03A
1988,0.92,3,B,sylvestris_med,PM03B
1988,3.81,4,01,sylvestris_med,PM0401
1988,1.72,4,02,sylvestris_med,PM0402
1988,1.21,5,A,sylvestris_med,PM05A
1988,2.11,5,B,sylvestris_med,PM05B
1988,1.83,6,01,sylvestris_med,PM0601
1988,1.56,6,02,sylvestris_med,PM0602
1988,2.4,7,A,sylvestris_med,PM07A
1988,1.99,7,B,sylvestris_med,PM07B
1988,1.59,8,01,sylvestris_med,PM0801
1988,2.01,8,02,sylvestris_med,PM0802
1988,1.11,9,C,sylvestris_med,PM09C
1988,1.13,9,E,sylvestris_med,PM09E
1988,0.44,10,A,sylvestris_med,PM10A
1988,0.45,10,C,sylvestris_med,PM10C
1988,0.44,11,A,sylvestris_med,PM11A
1988,0.73,11,C,sylvestris_med,PM11C
1988,0.58,12,A,sylvestris_med,PM12A
1988,0.78,12,C,sylvestris_med,PM12C
1988,0.8,13,A,sylvestris_med,PM13A
1988,1.06,13,B,sylvestris_med,PM13B
1988,1.33,14,01,sylvestris_med,PM1401
1988,1.24,14,02,sylvestris_med,PM1402
1988,1.13,15,A,sylvestris_med,PM15A
1988,1.44,15,B,sylvestris_med,PM15B
1988,0.93,15,C,sylvestris_med,PM15C
1988,1.22,16,01,sylvestris_med,PM1601
1988,0.71,16,02,sylvestris_med,PM1602
1988,2.88,17,A,sylvestris_med,PM17A
1988,1.61,17,B,sylvestris_med,PM17B
1988,2.8,18,01,sylvestris_med,PM1801
1988,1.32,18,02,sylvestris_med,PM1802
1988,1.81,19,A,sylvestris_med,PM19A
1988,2.2,19,B,sylvestris_med,PM19B
1988,1.71,20,A,sylvestris_med,PM20A
1988,0.78,20,B,sylvestris_med,PM20B
1988,0.82,21,01,sylvestris_med,PM2101
1988,0.75,21,02,sylvestris_med,PM2102
1988,2.44,22,01,sylvestris_med,PM2201
1988,3.06,22,02,sylvestris_med,PM2202
1988,1.1,23,B,sylvestris_med,PM23B
1988,2.06,23,C,sylvestris_med,PM23C
1988,1.45,24,01,sylvestris_med,PM2401
1988,2.1,24,02b,sylvestris_med,PM2402b
1988,0.18,25,A,sylvestris_med,PM25A
1988,0.22,25,B,sylvestris_med,PM25B
1988,2.23,26,A,sylvestris_med,PM26A
1988,2.47,26,B,sylvestris_med,PM26B
1988,1.58,27,A,sylvestris_med,PM27A
1988,1.31,27,B,sylvestris_med,PM27B
1988,2.43,28,A,sylvestris_med,PM28A
1988,2.47,28,B,sylvestris_med,PM28B
1988,3.73,29,A,sylvestris_med,PM29A
1988,2.79,29,B,sylvestris_med,PM29B
1988,1.63,30,01,sylvestris_med,PM3001
1988,1.53,30,02,sylvestris_med,PM3002
1988,2.71,31,A,sylvestris_med,PM31A
1988,1.37,31,B,sylvestris_med,PM31B
1988,2.75,32,A,sylvestris_med,PM32A
1988,2.83,32,B,sylvestris_med,PM32B
1988,0.64,33,A,sylvestris_med,PM33A
1988,0.63,33,C,sylvestris_med,PM33C
1988,2.44,34,01,sylvestris_med,PM3401
1988,2,34,02,sylvestris_med,PM3402
1988,2.34,35,01,sylvestris_med,PM3501
1988,2.58,35,02,sylvestris_med,PM3502
1988,1.47,36,A,sylvestris_med,PM36A
1988,1.62,36,B,sylvestris_med,PM36B
1988,3.37,37,A,sylvestris_med,PM37A
1988,3.08,37,B,sylvestris_med,PM37B
1988,2.01,38,01,sylvestris_med,PM3801
1988,3.02,38,02,sylvestris_med,PM3802
1988,0.65,39,A,sylvestris_med,PM39A
1988,1.06,39,B,sylvestris_med,PM39B
1988,1.82,40,01,sylvestris_med,PM4001
1988,1.14,40,02,sylvestris_med,PM4002
1988,1.59,41,01,sylvestris_med,PM4101
1988,1.8,41,02,sylvestris_med,PM4102
1988,2.95,42,A,sylvestris_med,PM42A
1988,1.46,42,B,sylvestris_med,PM42B
1988,2.48,43,01,sylvestris_med,PM4301
1988,2.06,43,02,sylvestris_med,PM4302
1989,2.65,1,01,sylvestris_med,PM0101
1989,1.59,1,02,sylvestris_med,PM0102
1989,1.05,2,A,sylvestris_med,PM02A
1989,0.97,2,B,sylvestris_med,PM02B
1989,1.4,2,C,sylvestris_med,PM02C
1989,0.92,3,A,sylvestris_med,PM03A
1989,1.13,3,B,sylvestris_med,PM03B
1989,4.24,4,01,sylvestris_med,PM0401
1989,1.8,4,02,sylvestris_med,PM0402
1989,1.96,5,A,sylvestris_med,PM05A
1989,1.57,5,B,sylvestris_med,PM05B
1989,1.55,6,01,sylvestris_med,PM0601
1989,1.27,6,02,sylvestris_med,PM0602
1989,2.51,7,A,sylvestris_med,PM07A
1989,1.89,7,B,sylvestris_med,PM07B
1989,1.17,8,01,sylvestris_med,PM0801
1989,1.38,8,02,sylvestris_med,PM0802
1989,0.89,9,C,sylvestris_med,PM09C
1989,1.1,9,E,sylvestris_med,PM09E
1989,0.4,10,A,sylvestris_med,PM10A
1989,0.34,10,C,sylvestris_med,PM10C
1989,0.35,11,A,sylvestris_med,PM11A
1989,0.61,11,C,sylvestris_med,PM11C
1989,0.58,12,A,sylvestris_med,PM12A
1989,1.01,12,C,sylvestris_med,PM12C
1989,0.88,13,A,sylvestris_med,PM13A
1989,1.47,13,B,sylvestris_med,PM13B
1989,1.23,14,01,sylvestris_med,PM1401
1989,1.17,14,02,sylvestris_med,PM1402
1989,1.1,15,A,sylvestris_med,PM15A
1989,1.76,15,B,sylvestris_med,PM15B
1989,0.82,15,C,sylvestris_med,PM15C
1989,1.04,16,01,sylvestris_med,PM1601
1989,0.88,16,02,sylvestris_med,PM1602
1989,2.07,17,A,sylvestris_med,PM17A
1989,1.38,17,B,sylvestris_med,PM17B
1989,1.83,18,01,sylvestris_med,PM1801
1989,1.02,18,02,sylvestris_med,PM1802
1989,1.59,19,A,sylvestris_med,PM19A
1989,1.73,19,B,sylvestris_med,PM19B
1989,2.36,20,A,sylvestris_med,PM20A
1989,0.65,20,B,sylvestris_med,PM20B
1989,1.04,21,01,sylvestris_med,PM2101
1989,1.12,21,02,sylvestris_med,PM2102
1989,2.45,22,01,sylvestris_med,PM2201
1989,2.47,22,02,sylvestris_med,PM2202
1989,1.03,23,B,sylvestris_med,PM23B
1989,1.15,23,C,sylvestris_med,PM23C
1989,1.69,24,01,sylvestris_med,PM2401
1989,1.87,24,02b,sylvestris_med,PM2402b
1989,0.45,25,A,sylvestris_med,PM25A
1989,0.41,25,B,sylvestris_med,PM25B
1989,2,26,A,sylvestris_med,PM26A
1989,2.25,26,B,sylvestris_med,PM26B
1989,1.42,27,A,sylvestris_med,PM27A
1989,1.26,27,B,sylvestris_med,PM27B
1989,1.67,28,A,sylvestris_med,PM28A
1989,2.65,28,B,sylvestris_med,PM28B
1989,2.56,29,A,sylvestris_med,PM29A
1989,2.52,29,B,sylvestris_med,PM29B
1989,1.92,30,01,sylvestris_med,PM3001
1989,1.57,30,02,sylvestris_med,PM3002
1989,3.07,31,A,sylvestris_med,PM31A
1989,1.49,31,B,sylvestris_med,PM31B
1989,2.89,32,A,sylvestris_med,PM32A
1989,2.3,32,B,sylvestris_med,PM32B
1989,0.91,33,A,sylvestris_med,PM33A
1989,0.6,33,C,sylvestris_med,PM33C
