year,RW,tree,core,sp_elev,sampleid
1976,2.44,15,A,sylvestris_med,PM15A
1976,2.96,15,B,sylvestris_med,PM15B
1976,2.32,15,C,sylvestris_med,PM15C
1976,3.68,16,01,sylvestris_med,PM1601
1976,3.47,16,02,sylvestris_med,PM1602
1976,3.27,17,A,sylvestris_med,PM17A
1976,3.56,17,B,sylvestris_med,PM17B
1976,4.59,19,A,sylvestris_med,PM19A
1976,3.8,19,B,sylvestris_med,PM19B
1976,4.35,20,A,sylvestris_med,PM20A
1976,2.41,20,B,sylvestris_med,PM20B
1976,3.24,21,01,sylvestris_med,PM2101
1976,2.38,21,02,sylvestris_med,PM2102
1976,5.07,22,01,sylvestris_med,PM2201
1976,4.89,23,B,sylvestris_med,PM23B
1976,5.06,23,C,sylvestris_med,PM23C
1976,3.67,24,01,sylvestris_med,PM2401
1976,4.99,24,02b,sylvestris_med,PM2402b
1976,1.55,25,A,sylvestris_med,PM25A
1976,1.5,25,B,sylvestris_med,PM25B
1976,6.92,26,A,sylvestris_med,PM26A
1976,3.79,26,B,sylvestris_med,PM26B
1976,2.81,27,A,sylvestris_med,PM27A
1976,3.46,27,B,sylvestris_med,PM27B
1976,5.4,28,A,sylvestris_med,PM28A
1976,6.09,28,B,sylvestris_med,PM28B
1976,3.43,29,A,sylvestris_med,PM29A
1976,2.45,29,B,sylvestris_med,PM29B
1976,4.23,30,01,sylvestris_med,PM3001
1976,4,30,02,sylvestris_med,PM3002
1976,4.3,31,A,sylvestris_med,PM31A
1976,4.43,31,B,sylvestris_med,PM31B
1976,4.45,32,A,sylvestris_med,PM32A
1976,3.9,32,B,sylvestris_med,PM32B
1976,2.22,33,A,sylvestris_med,PM33A
1976,2.2,33,C,sylvestris_med,PM33C
1976,6.04,34,01,sylvestris_med,PM3401
1976,5.81,35,01,sylvestris_med,PM3501
1976,6.93,35,02,sylvestris_med,PM3502
1976,2.67,36,A,sylvestris_med,PM36A
1976,2.65,36,B,sylvestris_med,PM36B
1976,4.2,37,A,sylvestris_med,PM37A
1976,4.29,37,B,sylvestris_med,PM37B
1976,3.52,38,01,sylvestris_med,PM3801
1976,2.05,39,A,sylvestris_med,PM39A
1976,2.09,39,B,sylvestris_med,PM39B
1976,3.81,40,02,sylvestris_med,PM4002
1976,4.06,41,01,sylvestris_med,PM4101
1976,3.7,41,02,sylvestris_med,PM4102
1976,3.6,42,A,sylvestris_med,PM42A
1976,3.75,42,B,sylvestris_med,PM42B
1976,3.67,43,01,sylvestris_med,PM4301
1976,4.78,43,02,sylvestris_med,PM4302
1977,6.76,1,01,sylvestris_med,PM0101
1977,7.05,1,02,sylvestris_med,PM0102
1977,3.08,2,A,sylvestris_med,PM02A
1977,2.18,2,B,sylvestris_med,PM02B
1977,2.73,2,C,sylvestris_med,PM02C
1977,3.02,3,A,sylvestris_med,PM03A
1977,3.97,3,B,sylvestris_med,PM03B
1977,3.24,5,A,sylvestris_med,PM05A
1977,4.18,5,B,sylvestris_med,PM05B
1977,5.97,6,01,sylvestris_med,PM0601
1977,4.88,6,02,sylvestris_med,PM0602
1977,7.94,7,A,sylvestris_med,PM07A
1977,6.42,7,B,sylvestris_med,PM07B
1977,6.63,8,01,sylvestris_med,PM0801
1977,5.8,8,02,sylvestris_med,PM0802
1977,4.09,9,C,sylvestris_med,PM09C
1977,3.3,9,E,sylvestris_med,PM09E
1977,4.83,10,A,sylvestris_med,PM10A
1977,5.45,10,C,sylvestris_med,PM10C
1977,6.41,11,A,sylvestris_med,PM11A
1977,5.99,11,C,sylvestris_med,PM11C
1977,2.65,12,A,sylvestris_med,PM12A
1977,4.37,12,C,sylvestris_med,PM12C
1977,5,13,A,sylvestris_med,PM13A
1977,5.02,13,B,sylvestris_med,PM13B
1977,5.75,14,01,sylvestris_med,PM1401
1977,5.36,14,02,sylvestris_med,PM1402
1977,4.21,15,A,sylvestris_med,PM15A
1977,3.79,15,B,sylvestris_med,PM15B
1977,3.09,15,C,sylvestris_med,PM15C
1977,5.16,16,01,sylvestris_med,PM1601
1977,5.07,16,02,sylvestris_med,PM1602
1977,3.49,17,A,sylvestris_med,PM17A
1977,4.95,17,B,sylvestris_med,PM17B
1977,4.75,19,A,sylvestris_med,PM19A
1977,4.29,19,B,sylvestris_med,PM19B
1977,5.22,20,A,sylvestris_med,PM20A
1977,2.94,20,B,sylvestris_med,PM20B
1977,3.79,21,01,sylvestris_med,PM2101
1977,2.75,21,02,sylvestris_med,PM2102
1977,5.62,22,01,sylvestris_med,PM2201
1977,5.58,23,B,sylvestris_med,PM23B
1977,6.76,23,C,sylvestris_med,PM23C
1977,5.44,24,01,sylvestris_med,PM2401
1977,6.74,24,02b,sylvestris_med,PM2402b
1977,2.18,25,A,sylvestris_med,PM25A
1977,1.98,25,B,sylvestris_med,PM25B
1977,5.83,26,A,sylvestris_med,PM26A
1977,3.46,26,B,sylvestris_med,PM26B
1977,3.22,27,A,sylvestris_med,PM27A
1977,3.35,27,B,sylvestris_med,PM27B
1977,6.07,28,A,sylvestris_med,PM28A
1977,6.45,28,B,sylvestris_med,PM28B
1977,3.99,29,A,sylvestris_med,PM29A
1977,3.67,29,B,sylvestris_med,PM29B
1977,5.74,30,01,sylvestris_med,PM3001
1977,5.75,30,02,sylvestris_med,PM3002
1977,5.69,31,A,sylvestris_med,PM31A
1977,5.43,31,B,sylvestris_med,PM31B
1977,5.1,32,A,sylvestris_med,PM32A
1977,4.66,32,B,sylvestris_med,PM32B
1977,3.07,33,A,sylvestris_med,PM33A
1977,3.05,33,C,sylvestris_med,PM33C
1977,6.53,34,01,sylvestris_med,PM3401
1977,6.96,35,01,sylvestris_med,PM3501
1977,7.59,35,02,sylvestris_med,PM3502
1977,3.58,36,A,sylvestris_med,PM36A
1977,3.36,36,B,sylvestris_med,PM36B
1977,4.48,37,A,sylvestris_med,PM37A
1977,4.54,37,B,sylvestris_med,PM37B
1977,5.19,38,01,sylvestris_med,PM3801
1977,3.04,39,A,sylvestris_med,PM39A
1977,3.11,39,B,sylvestris_med,PM39B
1977,2.84,40,02,sylvestris_med,PM4002
1977,5.17,41,01,sylvestris_med,PM4101
1977,5.66,41,02,sylvestris_med,PM4102
1977,4.85,42,A,sylvestris_med,PM42A
1977,4.64,42,B,sylvestris_med,PM42B
1977,4.64,43,01,sylvestris_med,PM4301
1977,6.14,43,02,sylvestris_med,PM4302
1978,6.15,1,01,sylvestris_med,PM0101
1978,6.53,1,02,sylvestris_med,PM0102
1978,3.34,2,A,sylvestris_med,PM02A
1978,2.74,2,B,sylvestris_med,PM02B
1978,3.37,2,C,sylvestris_med,PM02C
1978,2.8,3,A,sylvestris_med,PM03A
1978,2.94,3,B,sylvestris_med,PM03B
1978,4.92,4,02,sylvestris_med,PM0402
1978,2.78,5,A,sylvestris_med,PM05A
1978,3.66,5,B,sylvestris_med,PM05B
1978,5.39,6,01,sylvestris_med,PM0601
1978,4.66,6,02,sylvestris_med,PM0602
1978,7.41,7,A,sylvestris_med,PM07A
1978,6.89,7,B,sylvestris_med,PM07B
1978,5.96,8,01,sylvestris_med,PM0801
1978,5.8,8,02,sylvestris_med,PM0802
1978,3.05,9,C,sylvestris_med,PM09C
1978,3.35,9,E,sylvestris_med,PM09E
1978,3.79,10,A,sylvestris_med,PM10A
1978,3.46,10,C,sylvestris_med,PM10C
1978,4.13,11,A,sylvestris_med,PM11A
1978,4.58,11,C,sylvestris_med,PM11C
1978,4.16,12,A,sylvestris_med,PM12A
1978,4.99,12,C,sylvestris_med,PM12C
1978,5.41,13,A,sylvestris_med,PM13A
1978,5.67,13,B,sylvestris_med,PM13B
1978,7.02,14,01,sylvestris_med,PM1401
1978,5.57,14,02,sylvestris_med,PM1402
1978,3.07,15,A,sylvestris_med,PM15A
1978,3.29,15,B,sylvestris_med,PM15B
1978,4.11,15,C,sylvestris_med,PM15C
1978,3.94,16,01,sylvestris_med,PM1601
1978,4.87,16,02,sylvestris_med,PM1602
1978,4.04,17,A,sylvestris_med,PM17A
1978,4.54,17,B,sylvestris_med,PM17B
1978,5.39,18,02,sylvestris_med,PM1802
1978,4.18,19,A,sylvestris_med,PM19A
1978,4.41,19,B,sylvestris_med,PM19B
1978,4.8,20,A,sylvestris_med,PM20A
1978,3.14,20,B,sylvestris_med,PM20B
1978,4.12,21,01,sylvestris_med,PM2101
1978,3.24,21,02,sylvestris_med,PM2102
1978,6.21,22,01,sylvestris_med,PM2201
1978,8.16,22,02,sylvestris_med,PM2202
1978,2.82,23,B,sylvestris_med,PM23B
1978,5.64,23,C,sylvestris_med,PM23C
1978,5.62,24,01,sylvestris_med,PM2401
1978,5.84,24,02b,sylvestris_med,PM2402b
1978,2.73,25,A,sylvestris_med,PM25A
1978,2.69,25,B,sylvestris_med,PM25B
1978,5.41,26,A,sylvestris_med,PM26A
1978,2.78,26,B,sylvestris_med,PM26B
1978,3.08,27,A,sylvestris_med,PM27A
1978,3.11,27,B,sylvestris_med,PM27B
1978,6.4,28,A,sylvestris_med,PM28A
1978,5.66,28,B,sylvestris_med,PM28B
1978,3.92,29,A,sylvestris_med,PM29A
1978,4.6,29,B,sylvestris_med,PM29B
1978,5.71,30,01,sylvestris_med,PM3001
1978,4.65,30,02,sylvestris_med,PM3002
1978,6.02,31,A,sylvestris_med,PM31A
1978,3.57,31,B,sylvestris_med,PM31B
1978,5.6,32,A,sylvestris_med,PM32A
1978,4.92,32,B,sylvestris_med,PM32B
1978,3.22,33,A,sylvestris_med,PM33A
1978,3.62,33,C,sylvestris_med,PM33C
1978,4.69,34,01,sylvestris_med,PM3401
1978,4.31,34,02,sylvestris_med,PM3402
1978,6.62,35,01,sylvestris_med,PM3501
1978,6.6,35,02,sylvestris_med,PM3502
1978,3.11,36,A,sylvestris_med,PM36A
1978,3.33,36,B,sylvestris_med,PM36B
1978,4.97,37,A,sylvestris_med,PM37A
1978,5.53,37,B,sylvestris_med,PM37B
1978,5.12,38,01,sylvestris_med,PM3801
1978,6.4,38,02,sylvestris_med,PM3802
1978,2.93,39,A,sylvestris_med,PM39A
1978,3.23,39,B,sylvestris_med,PM39B
1978,5.07,40,01,sylvestris_med,PM4001
1978,3.05,40,02,sylvestris_med,PM4002
1978,3.96,41,01,sylvestris_med,PM4101
1978,3.79,41,02,sylvestris_med,PM4102
1978,6.65,42,A,sylvestris_med,PM42A
1978,4.77,42,B,sylvestris_med,PM42B
1978,4,43,01,sylvestris_med,PM4301
1978,5.46,43,02,sylvestris_med,PM4302
1979,5.6,1,01,sylvestris_med,PM0101
1979,6.46,1,02,sylvestris_med,PM0102
1979,2.75,2,A,sylvestris_med,PM02A
1979,2.22,2,B,sylvestris_med,PM02B
1979,2.65,2,C,sylvestris_med,PM02C
1979,2.45,3,A,sylvestris_med,PM03A
1979,2.39,3,B,sylvestris_med,PM03B
1979,6.61,4,02,sylvestris_med,PM0402
1979,3.32,5,A,sylvestris_med,PM05A
1979,2.92,5,B,sylvestris_med,PM05B
1979,5.16,6,01,sylvestris_med,PM0601
1979,3.86,6,02,sylvestris_med,PM0602
1979,5.98,7,A,sylvestris_med,PM07A
1979,5.22,7,B,sylvestris_med,PM07B
1979,6.64,8,01,sylvestris_med,PM0801
1979,6.91,8,02,sylvestris_med,PM0802
1979,2.36,9,C,sylvestris_med,PM09C
1979,2.73,9,E,sylvestris_med,PM09E
1979,3.08,10,A,sylvestris_med,PM10A
1979,3.11,10,C,sylvestris_med,PM10C
1979,2.92,11,A,sylvestris_med,PM11A
1979,4,11,C,sylvestris_med,PM11C
1979,3.89,12,A,sylvestris_med,PM12A
1979,4.48,12,C,sylvestris_med,PM12C
1979,4.3,13,A,sylvestris_med,PM13A
1979,4.75,13,B,sylvestris_med,PM13B
1979,4.49,14,01,sylvestris_med,PM1401
1979,4.91,14,02,sylvestris_med,PM1402
1979,2.88,15,A,sylvestris_med,PM15A
1979,3.46,15,B,sylvestris_med,PM15B
1979,3.6,15,C,sylvestris_med,PM15C
1979,4,16,01,sylvestris_med,PM1601
1979,4.4,16,02,sylvestris_med,PM1602
1979,3.86,17,A,sylvestris_med,PM17A
1979,4.2,17,B,sylvestris_med,PM17B
1979,7.94,18,01,sylvestris_med,PM1801
1979,5.27,18,02,sylvestris_med,PM1802
1979,3.89,19,A,sylvestris_med,PM19A
1979,4.53,19,B,sylvestris_med,PM19B
1979,2.75,20,A,sylvestris_med,PM20A
1979,1.94,20,B,sylvestris_med,PM20B
1979,4.05,21,01,sylvestris_med,PM2101
1979,3.13,21,02,sylvestris_med,PM2102
1979,5.22,22,01,sylvestris_med,PM2201
1979,6.3,22,02,sylvestris_med,PM2202
1979,3.89,23,B,sylvestris_med,PM23B
1979,4.92,23,C,sylvestris_med,PM23C
1979,4.33,24,01,sylvestris_med,PM2401
1979,4.82,24,02b,sylvestris_med,PM2402b
1979,2.62,25,A,sylvestris_med,PM25A
1979,2.54,25,B,sylvestris_med,PM25B
1979,4.49,26,A,sylvestris_med,PM26A
1979,3.09,26,B,sylvestris_med,PM26B
1979,2.94,27,A,sylvestris_med,PM27A
1979,2.59,27,B,sylvestris_med,PM27B
1979,4.82,28,A,sylvestris_med,PM28A
1979,4.15,28,B,sylvestris_med,PM28B
1979,2.76,29,A,sylvestris_med,PM29A
1979,3.04,29,B,sylvestris_med,PM29B
1979,3.86,30,01,sylvestris_med,PM3001
1979,5.07,30,02,sylvestris_med,PM3002
1979,4.06,31,A,sylvestris_med,PM31A
1979,2.25,31,B,sylvestris_med,PM31B
1979,4.37,32,A,sylvestris_med,PM32A
1979,4.52,32,B,sylvestris_med,PM32B
1979,3.81,33,A,sylvestris_med,PM33A
1979,3.6,33,C,sylvestris_med,PM33C
1979,5.78,34,01,sylvestris_med,PM3401
1979,5.91,34,02,sylvestris_med,PM3402
1979,5.18,35,01,sylvestris_med,PM3501
1979,5.03,35,02,sylvestris_med,PM3502
1979,2.7,36,A,sylvestris_med,PM36A
1979,3.23,36,B,sylvestris_med,PM36B
1979,5.23,37,A,sylvestris_med,PM37A
1979,5.62,37,B,sylvestris_med,PM37B
1979,5.18,38,01,sylvestris_med,PM3801
1979,6.69,38,02,sylvestris_med,PM3802
1979,3.08,39,A,sylvestris_med,PM39A
1979,3.04,39,B,sylvestris_med,PM39B
1979,3.67,40,01,sylvestris_med,PM4001
1979,2.4,40,02,sylvestris_med,PM4002
1979,4.83,41,01,sylvestris_med,PM4101
1979,4.93,41,02,sylvestris_med,PM4102
1979,6.07,42,A,sylvestris_med,PM42A
1979,5.9,42,B,sylvestris_med,PM42B
1979,4.62,43,01,sylvestris_med,PM4301
1979,5.22,43,02,sylvestris_med,PM4302
1980,4.87,1,01,sylvestris_med,PM0101
1980,4.2,1,02,sylvestris_med,PM0102
1980,2.06,2,A,sylvestris_med,PM02A
1980,2.49,2,B,sylvestris_med,PM02B
1980,2.25,2,C,sylvestris_med,PM02C
1980,2.68,3,A,sylvestris_med,PM03A
1980,2.35,3,B,sylvestris_med,PM03B
1980,3.83,4,02,sylvestris_med,PM0402
1980,2.31,5,A,sylvestris_med,PM05A
1980,2.16,5,B,sylvestris_med,PM05B
1980,3.3,6,01,sylvestris_med,PM0601
1980,2.81,6,02,sylvestris_med,PM0602
1980,5.27,7,A,sylvestris_med,PM07A
1980,4.81,7,B,sylvestris_med,PM07B
1980,5.05,8,01,sylvestris_med,PM0801
1980,5.27,8,02,sylvestris_med,PM0802
1980,2.54,9,C,sylvestris_med,PM09C
1980,2.33,9,E,sylvestris_med,PM09E
1980,3.04,10,A,sylvestris_med,PM10A
1980,2.51,10,C,sylvestris_med,PM10C
1980,2.05,11,A,sylvestris_med,PM11A
1980,3.2,11,C,sylvestris_med,PM11C
1980,3.68,12,A,sylvestris_med,PM12A
1980,3.31,12,C,sylvestris_med,PM12C
1980,2.42,13,A,sylvestris_med,PM13A
1980,3.66,13,B,sylvestris_med,PM13B
1980,4.19,14,01,sylvestris_med,PM1401
1980,3.68,14,02,sylvestris_med,PM1402
1980,2.99,15,A,sylvestris_med,PM15A
1980,2.57,15,B,sylvestris_med,PM15B
1980,2.8,15,C,sylvestris_med,PM15C
1980,3.4,16,01,sylvestris_med,PM1601
1980,2.97,16,02,sylvestris_med,PM1602
1980,4.66,17,A,sylvestris_med,PM17A
1980,3.51,17,B,sylvestris_med,PM17B
1980,5.41,18,01,sylvestris_med,PM1801
1980,4.09,18,02,sylvestris_med,PM1802
1980,3.75,19,A,sylvestris_med,PM19A
1980,3.44,19,B,sylvestris_med,PM19B
1980,2.24,20,A,sylvestris_med,PM20A
1980,1.98,20,B,sylvestris_med,PM20B
1980,2.53,21,01,sylvestris_med,PM2101
1980,2.41,21,02,sylvestris_med,PM2102
1980,4.49,22,01,sylvestris_med,PM2201
1980,4.52,22,02,sylvestris_med,PM2202
1980,3.02,23,B,sylvestris_med,PM23B
1980,4.2,23,C,sylvestris_med,PM23C
1980,3.94,24,01,sylvestris_med,PM2401
1980,4.72,24,02b,sylvestris_med,PM2402b
1980,1.72,25,A,sylvestris_med,PM25A
1980,1.74,25,B,sylvestris_med,PM25B
1980,4.61,26,A,sylvestris_med,PM26A
1980,2.77,26,B,sylvestris_med,PM26B
1980,3.76,27,A,sylvestris_med,PM27A
1980,3.35,27,B,sylvestris_med,PM27B
1980,4.85,28,A,sylvestris_med,PM28A
1980,4.57,28,B,sylvestris_med,PM28B
1980,2.5,29,A,sylvestris_med,PM29A
1980,2.91,29,B,sylvestris_med,PM29B
1980,3.93,30,01,sylvestris_med,PM3001
1980,3.96,30,02,sylvestris_med,PM3002
1980,4.4,31,A,sylvestris_med,PM31A
1980,1.8,31,B,sylvestris_med,PM31B
1980,3.49,32,A,sylvestris_med,PM32A
1980,4.44,32,B,sylvestris_med,PM32B
1980,2.99,33,A,sylvestris_med,PM33A
1980,2.61,33,C,sylvestris_med,PM33C
1980,4.1,34,01,sylvestris_med,PM3401
1980,4.61,34,02,sylvestris_med,PM3402
1980,4.4,35,01,sylvestris_med,PM3501
1980,3.99,35,02,sylvestris_med,PM3502
1980,2.26,36,A,sylvestris_med,PM36A
1980,3.01,36,B,sylvestris_med,PM36B
1980,4.72,37,A,sylvestris_med,PM37A
1980,4.7,37,B,sylvestris_med,PM37B
1980,4.62,38,01,sylvestris_med,PM3801
1980,5.48,38,02,sylvestris_med,PM3802
1980,2.2,39,A,sylvestris_med,PM39A
1980,2.67,39,B,sylvestris_med,PM39B
1980,4.34,40,01,sylvestris_med,PM4001
1980,2.52,40,02,sylvestris_med,PM4002
1980,3.47,41,01,sylvestris_med,PM4101
1980,3.85,41,02,sylvestris_med,PM4102
1980,4.41,42,A,sylvestris_med,PM42A
1980,3.8,42,B,sylvestris_med,PM42B
1980,3.73,43,01,sylvestris_med,PM4301
1980,4.19,43,02,sylvestris_med,PM4302
1981,5.49,1,01,sylvestris_med,PM0101
1981,4.36,1,02,sylvestris_med,PM0102
1981,1.77,2,A,sylvestris_med,PM02A
1981,1.79,2,B,sylvestris_med,PM02B
1981,1.95,2,C,sylvestris_med,PM02C
1981,2.37,3,A,sylvestris_med,PM03A
1981,2.75,3,B,sylvestris_med,PM03B
1981,3.48,4,02,sylvestris_med,PM0402
1981,2.01,5,A,sylvestris_med,PM05A
1981,1.86,5,B,sylvestris_med,PM05B
1981,3.47,6,01,sylvestris_med,PM0601
1981,4.08,6,02,sylvestris_med,PM0602
1981,3.44,7,A,sylvestris_med,PM07A
1981,2.32,7,B,sylvestris_med,PM07B
1981,4.02,8,01,sylvestris_med,PM0801
1981,5.5,8,02,sylvestris_med,PM0802
1981,2.39,9,C,sylvestris_med,PM09C
1981,2.54,9,E,sylvestris_med,PM09E
1981,2.45,10,A,sylvestris_med,PM10A
1981,2.64,10,C,sylvestris_med,PM10C
1981,1.88,11,A,sylvestris_med,PM11A
1981,2.2,11,C,sylvestris_med,PM11C
1981,2.35,12,A,sylvestris_med,PM12A
1981,2.84,12,C,sylvestris_med,PM12C
1981,1.17,13,A,sylvestris_med,PM13A
1981,1.52,13,B,sylvestris_med,PM13B
1981,3.69,14,01,sylvestris_med,PM1401
1981,3.81,14,02,sylvestris_med,PM1402
1981,2.61,15,A,sylvestris_med,PM15A
1981,2.38,15,B,sylvestris_med,PM15B
1981,1.99,15,C,sylvestris_med,PM15C
1981,2.81,16,01,sylvestris_med,PM1601
1981,2.94,16,02,sylvestris_med,PM1602
1981,4.72,17,A,sylvestris_med,PM17A
1981,3.2,17,B,sylvestris_med,PM17B
1981,4.42,18,01,sylvestris_med,PM1801
1981,3.7,18,02,sylvestris_med,PM1802
1981,2.6,19,A,sylvestris_med,PM19A
1981,2.21,19,B,sylvestris_med,PM19B
1981,1.77,20,A,sylvestris_med,PM20A
1981,1.48,20,B,sylvestris_med,PM20B
1981,2.14,21,01,sylvestris_med,PM2101
1981,1.99,21,02,sylvestris_med,PM2102
1981,3.78,22,01,sylvestris_med,PM2201
1981,4.37,22,02,sylvestris_med,PM2202
1981,1.49,23,B,sylvestris_med,PM23B
1981,2.75,23,C,sylvestris_med,PM23C
1981,3.65,24,01,sylvestris_med,PM2401
1981,4.46,24,02b,sylvestris_med,PM2402b
1981,1.87,25,A,sylvestris_med,PM25A
1981,1.84,25,B,sylvestris_med,PM25B
1981,2.84,26,A,sylvestris_med,PM26A
1981,2.4,26,B,sylvestris_med,PM26B
1981,2.43,27,A,sylvestris_med,PM27A
1981,2.89,27,B,sylvestris_med,PM27B
1981,3.79,28,A,sylvestris_med,PM28A
1981,4.13,28,B,sylvestris_med,PM28B
1981,2,29,A,sylvestris_med,PM29A
1981,1.6,29,B,sylvestris_med,PM29B
1981,2.48,30,01,sylvestris_med,PM3001
1981,2.54,30,02,sylvestris_med,PM3002
1981,2.99,31,A,sylvestris_med,PM31A
1981,1.77,31,B,sylvestris_med,PM31B
1981,3,32,A,sylvestris_med,PM32A
1981,4.41,32,B,sylvestris_med,PM32B
1981,2.96,33,A,sylvestris_med,PM33A
1981,3.15,33,C,sylvestris_med,PM33C
1981,3.2,34,01,sylvestris_med,PM3401
1981,3.26,34,02,sylvestris_med,PM3402
1981,3.32,35,01,sylvestris_med,PM3501
1981,2.52,35,02,sylvestris_med,PM3502
1981,1.86,36,A,sylvestris_med,PM36A
1981,2.27,36,B,sylvestris_med,PM36B
1981,3.26,37,A,sylvestris_med,PM37A
1981,3.16,37,B,sylvestris_med,PM37B
1981,3.95,38,01,sylvestris_med,PM3801
1981,4.09,38,02,sylvestris_med,PM3802
1981,1.34,39,A,sylvestris_med,PM39A
1981,2.33,39,B,sylvestris_med,PM39B
1981,2.41,40,01,sylvestris_med,PM4001
1981,1.7,40,02,sylvestris_med,PM4002
1981,3.78,41,01,sylvestris_med,PM4101
1981,3.3,41,02,sylvestris_med,PM4102
1981,5.37,42,A,sylvestris_med,PM42A
1981,3.58,42,B,sylvestris_med,PM42B
1981,4.85,43,01,sylvestris_med,PM4301
1981,3.64,43,02,sylvestris_med,PM4302
1982,3.29,1,01,sylvestris_med,PM0101
1982,2.85,1,02,sylvestris_med,PM0102
1982,2.1,2,A,sylvestris_med,PM02A
1982,1.92,2,B,sylvestris_med,PM02B
1982,1.85,2,C,sylvestris_med,PM02C
1982,1.84,3,A,sylvestris_med,PM03A
1982,1.84,3,B,sylvestris_med,PM03B
1982,3.04,4,01,sylvestris_med,PM0401
1982,2.13,4,02,sylvestris_med,PM0402
1982,2.24,5,A,sylvestris_med,PM05A
1982,1.47,5,B,sylvestris_med,PM05B
1982,2.05,6,01,sylvestris_med,PM0601
1982,3.06,6,02,sylvestris_med,PM0602
1982,4.99,7,A,sylvestris_med,PM07A
1982,3.41,7,B,sylvestris_med,PM07B
1982,2.08,8,01,sylvestris_med,PM0801
1982,4.21,8,02,sylvestris_med,PM0802
1982,1.75,9,C,sylvestris_med,PM09C
1982,1.54,9,E,sylvestris_med,PM09E
1982,0.88,10,A,sylvestris_med,PM10A
1982,1.23,10,C,sylvestris_med,PM10C
1982,1.08,11,A,sylvestris_med,PM11A
1982,2.18,11,C,sylvestris_med,PM11C
1982,1.36,12,A,sylvestris_med,PM12A
1982,1.77,12,C,sylvestris_med,PM12C
1982,1.47,13,A,sylvestris_med,PM13A
1982,1.98,13,B,sylvestris_med,PM13B
1982,2.36,14,01,sylvestris_med,PM1401
1982,2.15,14,02,sylvestris_med,PM1402
1982,1.52,15,A,sylvestris_med,PM15A
1982,1.97,15,B,sylvestris_med,PM15B
1982,1.68,15,C,sylvestris_med,PM15C
1982,2.15,16,01,sylvestris_med,PM1601
1982,1.86,16,02,sylvestris_med,PM1602
1982,2.97,17,A,sylvestris_med,PM17A
1982,2.52,17,B,sylvestris_med,PM17B
1982,2.69,18,01,sylvestris_med,PM1801
1982,2.07,18,02,sylvestris_med,PM1802
1982,2.55,19,A,sylvestris_med,PM19A
1982,2.48,19,B,sylvestris_med,PM19B
1982,2.07,20,A,sylvestris_med,PM20A
1982,1.6,20,B,sylvestris_med,PM20B
1982,1.26,21,01,sylvestris_med,PM2101
1982,1.46,21,02,sylvestris_med,PM2102
1982,2.24,22,01,sylvestris_med,PM2201
1982,2.58,22,02,sylvestris_med,PM2202
1982,1.94,23,B,sylvestris_med,PM23B
1982,3.22,23,C,sylvestris_med,PM23C
1982,2,24,01,sylvestris_med,PM2401
1982,2.87,24,02b,sylvestris_med,PM2402b
1982,1.4,25,A,sylvestris_med,PM25A
1982,1.35,25,B,sylvestris_med,PM25B
1982,3.89,26,A,sylvestris_med,PM26A
1982,3.12,26,B,sylvestris_med,PM26B
1982,3.38,27,A,sylvestris_med,PM27A
1982,2.58,27,B,sylvestris_med,PM27B
1982,3.87,28,A,sylvestris_med,PM28A
1982,3.7,28,B,sylvestris_med,PM28B
1982,1.35,29,A,sylvestris_med,PM29A
1982,1.21,29,B,sylvestris_med,PM29B
1982,3.73,30,01,sylvestris_med,PM3001
1982,3.83,30,02,sylvestris_med,PM3002
1982,2.88,31,A,sylvestris_med,PM31A
1982,1.66,31,B,sylvestris_med,PM31B
1982,2.59,32,A,sylvestris_med,PM32A
1982,4.01,32,B,sylvestris_med,PM32B
1982,1.72,33,A,sylvestris_med,PM33A
1982,1.7,33,C,sylvestris_med,PM33C
1982,5.13,34,01,sylvestris_med,PM3401
1982,4.62,34,02,sylvestris_med,PM3402
1982,3.54,35,01,sylvestris_med,PM3501
1982,3.69,35,02,sylvestris_med,PM3502
1982,1.72,36,A,sylvestris_med,PM36A
1982,2.02,36,B,sylvestris_med,PM36B
1982,3.75,37,A,sylvestris_med,PM37A
1982,3.36,37,B,sylvestris_med,PM37B
1982,3.1,38,01,sylvestris_med,PM3801
1982,2.88,38,02,sylvestris_med,PM3802
1982,1.19,39,A,sylvestris_med,PM39A
1982,1.98,39,B,sylvestris_med,PM39B
1982,2.78,40,01,sylvestris_med,PM4001
1982,1.73,40,02,sylvestris_med,PM4002
1982,2.35,41,01,sylvestris_med,PM4101
1982,2.29,41,02,sylvestris_med,PM4102
1982,3.2,42,A,sylvestris_med,PM42A
1982,2.65,42,B,sylvestris_med,PM42B
1982,2.93,43,01,sylvestris_med,PM4301
1982,2.89,43,02,sylvestris_med,PM4302
1983,4.32,1,01,sylvestris_med,PM0101
1983,3.84,1,02,sylvestris_med,PM0102
1983,1.44,2,A,sylvestris_med,PM02A
1983,1.05,2,B,sylvestris_med,PM02B
1983,1.25,2,C,sylvestris_med,PM02C
1983,2.1,3,A,sylvestris_med,PM03A
1983,1.74,3,B,sylvestris_med,PM03B
1983,3.66,4,01,sylvestris_med,PM0401
1983,2.79,4,02,sylvestris_med,PM0402
1983,2.45,5,A,sylvestris_med,PM05A
1983,1.53,5,B,sylvestris_med,PM05B
1983,2.8,6,01,sylvestris_med,PM0601
1983,3.19,6,02,sylvestris_med,PM0602
1983,4.28,7,A,sylvestris_med,PM07A
