year,tree,sp_elev,rw
1987,17,sylvestris_med,1.9900000000000002
1987,18,sylvestris_med,2.38
1987,19,sylvestris_med,1.47
1987,20,sylvestris_med,1.225
1987,21,sylvestris_med,0.98
1987,22,sylvestris_med,2.13
1987,23,sylvestris_med,1.425
1987,24,sylvestris_med,1.6400000000000001
1987,25,sylvestris_med,0.275
1987,26,sylvestris_med,2.4000000000000004
1987,27,sylvestris_med,2.08
1987,28,sylvestris_med,2.8899999999999997
1987,29,sylvestris_med,1.505
1987,30,sylvestris_med,1.81
1987,31,sylvestris_med,2.33
1987,32,sylvestris_med,2.75
1987,33,sylvestris_med,0.8800000000000001
1987,34,sylvestris_med,2.6500000000000004
1987,35,sylvestris_med,2.5999999999999996
1987,36,sylvestris_med,1.295
1987,37,sylvestris_med,3.2800000000000002
1987,38,sylvestris_med,2.3
1987,39,sylvestris_med,1.155
1987,40,sylvestris_med,1.16
1987,41,sylvestris_med,1.5550000000000002
1987,42,sylvestris_med,2.65
1987,43,sylvestris_med,2.16
1988,1,sylvestris_med,2.39
1988,2,sylvestris_med,0.98
1988,3,sylvestris_med,0.875
1988,4,sylvestris_med,2.765
1988,5,sylvestris_med,1.66
1988,6,sylvestris_med,1.695
1988,7,sylvestris_med,2.195
1988,8,sylvestris_med,1.7999999999999998
1988,9,sylvestris_med,1.12
1988,10,sylvestris_med,0.445
1988,11,sylvestris_med,0.585
1988,12,sylvestris_med,0.6799999999999999
1988,13,sylvestris_med,0.93
1988,14,sylvestris_med,1.2850000000000001
1988,15,sylvestris_med,1.1666666666666665
1988,16,sylvestris_med,0.965
1988,17,sylvestris_med,2.245
1988,18,sylvestris_med,2.06
1988,19,sylvestris_med,2.005
1988,20,sylvestris_med,1.245
1988,21,sylvestris_med,0.7849999999999999
1988,22,sylvestris_med,2.75
1988,23,sylvestris_med,1.58
1988,24,sylvestris_med,1.775
1988,25,sylvestris_med,0.2
1988,26,sylvestris_med,2.35
1988,27,sylvestris_med,1.445
1988,28,sylvestris_med,2.45
1988,29,sylvestris_med,3.26
1988,30,sylvestris_med,1.58
1988,31,sylvestris_med,2.04
1988,32,sylvestris_med,2.79
1988,33,sylvestris_med,0.635
1988,34,sylvestris_med,2.2199999999999998
1988,35,sylvestris_med,2.46
1988,36,sylvestris_med,1.545
1988,37,sylvestris_med,3.225
1988,38,sylvestris_med,2.5149999999999997
1988,39,sylvestris_med,0.855
1988,40,sylvestris_med,1.48
1988,41,sylvestris_med,1.695
1988,42,sylvestris_med,2.205
1988,43,sylvestris_med,2.27
1989,1,sylvestris_med,2.12
1989,2,sylvestris_med,1.14
1989,3,sylvestris_med,1.025
1989,4,sylvestris_med,3.02
1989,5,sylvestris_med,1.7650000000000001
1989,6,sylvestris_med,1.4100000000000001
1989,7,sylvestris_med,2.1999999999999997
1989,8,sylvestris_med,1.275
1989,9,sylvestris_med,0.9950000000000001
1989,10,sylvestris_med,0.37
1989,11,sylvestris_med,0.48
1989,12,sylvestris_med,0.7949999999999999
1989,13,sylvestris_med,1.175
1989,14,sylvestris_med,1.2
1989,15,sylvestris_med,1.2266666666666666
1989,16,sylvestris_med,0.96
1989,17,sylvestris_med,1.7249999999999999
1989,18,sylvestris_med,1.425
1989,19,sylvestris_med,1.6600000000000001
1989,20,sylvestris_med,1.505
1989,21,sylvestris_med,1.08
1989,22,sylvestris_med,2.46
1989,23,sylvestris_med,1.0899999999999999
1989,24,sylvestris_med,1.78
1989,25,sylvestris_med,0.43
1989,26,sylvestris_med,2.125
1989,27,sylvestris_med,1.3399999999999999
1989,28,sylvestris_med,2.16
1989,29,sylvestris_med,2.54
1989,30,sylvestris_med,1.745
1989,31,sylvestris_med,2.28
1989,32,sylvestris_med,2.5949999999999998
1989,33,sylvestris_med,0.755
1989,34,sylvestris_med,2.48
1989,35,sylvestris_med,2.255
1989,36,sylvestris_med,1.5699999999999998
1989,37,sylvestris_med,2.37
1989,38,sylvestris_med,2.355
1989,39,sylvestris_med,0.7749999999999999
1989,40,sylvestris_med,1.105
1989,41,sylvestris_med,1.6099999999999999
1989,42,sylvestris_med,2.785
1989,43,sylvestris_med,2.005
1990,1,sylvestris_med,1.885
1990,2,sylvestris_med,1.69
1990,3,sylvestris_med,1.46
1990,4,sylvestris_med,2.265
1990,5,sylvestris_med,1.88
1990,6,sylvestris_med,2.145
1990,7,sylvestris_med,2.84
1990,8,sylvestris_med,1.65
1990,9,sylvestris_med,0.875
1990,10,sylvestris_med,0.365
1990,11,sylvestris_med,0.75
1990,12,sylvestris_med,0.94
1990,13,sylvestris_med,1.58
1990,14,sylvestris_med,1.52
1990,15,sylvestris_med,1.5466666666666669
1990,16,sylvestris_med,0.725
1990,17,sylvestris_med,1.525
1990,18,sylvestris_med,1.78
1990,19,sylvestris_med,2.13
1990,20,sylvestris_med,1.6600000000000001
1990,21,sylvestris_med,1.2799999999999998
1990,22,sylvestris_med,1.88
1990,23,sylvestris_med,1.605
1990,24,sylvestris_med,1.825
1990,25,sylvestris_med,0.505
1990,26,sylvestris_med,2.665
1990,27,sylvestris_med,1.595
1990,28,sylvestris_med,3.17
1990,29,sylvestris_med,2.3449999999999998
1990,30,sylvestris_med,2.185
1990,31,sylvestris_med,2.685
1990,32,sylvestris_med,2.185
1990,33,sylvestris_med,0.595
1990,34,sylvestris_med,3.17
1990,35,sylvestris_med,2.62
1990,36,sylvestris_med,1.775
1990,37,sylvestris_med,2.9
1990,38,sylvestris_med,2.01
1990,39,sylvestris_med,1.2850000000000001
1990,40,sylvestris_med,1.0150000000000001
1990,41,sylvestris_med,1.4649999999999999
1990,42,sylvestris_med,3.435
1990,43,sylvestris_med,2.27
1991,1,sylvestris_med,2.75
1991,2,sylvestris_med,1
1991,3,sylvestris_med,1.525
1991,4,sylvestris_med,2.6550000000000002
1991,5,sylvestris_med,1.335
1991,6,sylvestris_med,2.0700000000000003
1991,7,sylvestris_med,2.805
1991,8,sylvestris_med,1.9449999999999998
1991,9,sylvestris_med,0.91
1991,10,sylvestris_med,0.37
1991,11,sylvestris_med,1.175
1991,12,sylvestris_med,0.915
1991,13,sylvestris_med,1.04
1991,14,sylvestris_med,1.98
1991,15,sylvestris_med,1.76
1991,16,sylvestris_med,0.915
1991,17,sylvestris_med,1.7349999999999999
1991,18,sylvestris_med,2.675
1991,19,sylvestris_med,1.87
1991,20,sylvestris_med,1.29
1991,21,sylvestris_med,1.54
1991,22,sylvestris_med,3.185
1991,23,sylvestris_med,1.5150000000000001
1991,24,sylvestris_med,2.02
1991,25,sylvestris_med,0.605
1991,26,sylvestris_med,1.945
1991,27,sylvestris_med,1.75
1991,28,sylvestris_med,2.16
1991,29,sylvestris_med,2.8049999999999997
1991,30,sylvestris_med,2.21
1991,31,sylvestris_med,2.23
1991,32,sylvestris_med,2.815
1991,33,sylvestris_med,0.925
1991,34,sylvestris_med,1.725
1991,35,sylvestris_med,2.08
1991,36,sylvestris_med,1.25
1991,37,sylvestris_med,2.305
1991,38,sylvestris_med,2.87
1991,39,sylvestris_med,1.0350000000000001
1991,40,sylvestris_med,0.585
1991,41,sylvestris_med,1.405
1991,42,sylvestris_med,3.59
1991,43,sylvestris_med,2.605
1992,1,sylvestris_med,1.7850000000000001
1992,2,sylvestris_med,1.17
1992,3,sylvestris_med,1.445
1992,4,sylvestris_med,1.9900000000000002
1992,5,sylvestris_med,0.835
1992,6,sylvestris_med,1.21
1992,7,sylvestris_med,2.52
1992,8,sylvestris_med,1.2850000000000001
1992,9,sylvestris_med,0.615
1992,10,sylvestris_med,0.125
1992,11,sylvestris_med,0.63
1992,12,sylvestris_med,0.605
1992,13,sylvestris_med,0.995
1992,14,sylvestris_med,0.915
1992,15,sylvestris_med,1.0966666666666667
1992,16,sylvestris_med,0.46499999999999997
1992,17,sylvestris_med,1.375
1992,18,sylvestris_med,1.6749999999999998
1992,19,sylvestris_med,1.23
1992,20,sylvestris_med,0.98
1992,21,sylvestris_med,0.9450000000000001
1992,22,sylvestris_med,2.34
1992,23,sylvestris_med,1.62
1992,24,sylvestris_med,1.675
1992,25,sylvestris_med,0.33499999999999996
1992,26,sylvestris_med,2.0149999999999997
1992,27,sylvestris_med,1.85
1992,28,sylvestris_med,1.33
1992,29,sylvestris_med,1.965
1992,30,sylvestris_med,1.79
1992,31,sylvestris_med,1.785
1992,32,sylvestris_med,2.14
1992,33,sylvestris_med,0.33
1992,34,sylvestris_med,2.375
1992,35,sylvestris_med,1.6400000000000001
1992,36,sylvestris_med,1.58
1992,37,sylvestris_med,1.54
1992,38,sylvestris_med,2.23
1992,39,sylvestris_med,0.71
1992,40,sylvestris_med,0.69
1992,41,sylvestris_med,0.98
1992,42,sylvestris_med,2.605
1992,43,sylvestris_med,1.37
1993,1,sylvestris_med,1.13
1993,2,sylvestris_med,1.22
1993,3,sylvestris_med,1.1
1993,4,sylvestris_med,2.145
1993,5,sylvestris_med,0.98
1993,6,sylvestris_med,1.25
1993,7,sylvestris_med,2.065
1993,8,sylvestris_med,1.325
1993,9,sylvestris_med,0.62
1993,10,sylvestris_med,0.155
1993,11,sylvestris_med,0.605
1993,12,sylvestris_med,0.445
1993,13,sylvestris_med,0.96
1993,14,sylvestris_med,1.03
1993,15,sylvestris_med,1.1366666666666667
1993,16,sylvestris_med,0.45499999999999996
1993,17,sylvestris_med,1.115
1993,18,sylvestris_med,1.54
1993,19,sylvestris_med,1.37
1993,20,sylvestris_med,1.495
1993,21,sylvestris_med,1.005
1993,22,sylvestris_med,2.33
1993,23,sylvestris_med,1.22
1993,24,sylvestris_med,1.4849999999999999
1993,25,sylvestris_med,0.33499999999999996
1993,26,sylvestris_med,1.5950000000000002
1993,27,sylvestris_med,1.54
1993,28,sylvestris_med,1.365
1993,29,sylvestris_med,1.325
1993,30,sylvestris_med,1.42
1993,31,sylvestris_med,1.9449999999999998
1993,32,sylvestris_med,1.35
1993,33,sylvestris_med,0.595
1993,34,sylvestris_med,2.005
1993,35,sylvestris_med,1.415
1993,36,sylvestris_med,1.4849999999999999
1993,37,sylvestris_med,1.54
1993,38,sylvestris_med,1.385
1993,39,sylvestris_med,0.7849999999999999
1993,40,sylvestris_med,0.545
1993,41,sylvestris_med,1.1400000000000001
1993,42,sylvestris_med,1.77
1993,43,sylvestris_med,1.76
1994,1,sylvestris_med,1.335
1994,2,sylvestris_med,0.7266666666666667
1994,3,sylvestris_med,1.24
1994,4,sylvestris_med,1.9700000000000002
1994,5,sylvestris_med,0.49
1994,6,sylvestris_med,1.135
1994,7,sylvestris_med,1.11
1994,8,sylvestris_med,1.245
1994,9,sylvestris_med,0.59
1994,10,sylvestris_med,0.23
1994,11,sylvestris_med,0.62
1994,12,sylvestris_med,0.44
1994,13,sylvestris_med,0.45
1994,14,sylvestris_med,0.88
1994,15,sylvestris_med,0.9466666666666667
1994,16,sylvestris_med,0.43
1994,17,sylvestris_med,0.885
1994,18,sylvestris_med,1.455
1994,19,sylvestris_med,0.77
1994,20,sylvestris_med,0.635
1994,21,sylvestris_med,0.78
1994,22,sylvestris_med,1.525
1994,23,sylvestris_med,0.6799999999999999
1994,24,sylvestris_med,1.125
1994,25,sylvestris_med,0.20500000000000002
1994,26,sylvestris_med,1.29
1994,27,sylvestris_med,0.875
1994,28,sylvestris_med,0.7
1994,29,sylvestris_med,0.79
1994,30,sylvestris_med,1.2
1994,31,sylvestris_med,0.96
1994,32,sylvestris_med,1.2999999999999998
1994,33,sylvestris_med,0.5900000000000001
1994,34,sylvestris_med,1.69
1994,35,sylvestris_med,0.87
1994,36,sylvestris_med,0.905
1994,37,sylvestris_med,0.795
1994,38,sylvestris_med,1.435
1994,39,sylvestris_med,0.7749999999999999
1994,40,sylvestris_med,0.32999999999999996
1994,41,sylvestris_med,1.21
1994,42,sylvestris_med,1.8649999999999998
1994,43,sylvestris_med,1.2999999999999998
1995,1,sylvestris_med,0.6599999999999999
1995,2,sylvestris_med,0.03
1995,3,sylvestris_med,0.7050000000000001
1995,4,sylvestris_med,1.235
1995,5,sylvestris_med,0.11
1995,6,sylvestris_med,0.745
1995,7,sylvestris_med,0.515
1995,8,sylvestris_med,0.88
1995,9,sylvestris_med,0.03
1995,10,sylvestris_med,0.08
1995,11,sylvestris_med,0.32
1995,12,sylvestris_med,0.13
1995,13,sylvestris_med,0.12
1995,14,sylvestris_med,0.5449999999999999
1995,15,sylvestris_med,0.6133333333333334
1995,16,sylvestris_med,0.03
1995,17,sylvestris_med,0.46499999999999997
1995,18,sylvestris_med,1.03
1995,19,sylvestris_med,0.45499999999999996
1995,20,sylvestris_med,0.125
1995,21,sylvestris_med,0.43
1995,22,sylvestris_med,1.35
1995,23,sylvestris_med,0.03
1995,24,sylvestris_med,0.6950000000000001
1995,25,sylvestris_med,0.21500000000000002
1995,26,sylvestris_med,0.245
1995,27,sylvestris_med,0.41000000000000003
1995,28,sylvestris_med,0.09
1995,29,sylvestris_med,0.715
1995,30,sylvestris_med,0.6799999999999999
1995,31,sylvestris_med,0.15
1995,32,sylvestris_med,0.9750000000000001
1995,33,sylvestris_med,0.235
1995,34,sylvestris_med,0.125
1995,35,sylvestris_med,0.16999999999999998
1995,36,sylvestris_med,0.14
1995,37,sylvestris_med,0.17
1995,38,sylvestris_med,0.8599999999999999
1995,39,sylvestris_med,0.315
1995,40,sylvestris_med,0.03
1995,41,sylvestris_med,0.815
1995,42,sylvestris_med,0.765
1995,43,sylvestris_med,0.875
1996,1,sylvestris_med,1.06
1996,2,sylvestris_med,0.27666666666666667
1996,3,sylvestris_med,0.8500000000000001
1996,4,sylvestris_med,2.0100000000000002
1996,5,sylvestris_med,0.7449999999999999
1996,6,sylvestris_med,0.34
1996,7,sylvestris_med,2.085
1996,8,sylvestris_med,1.45
1996,9,sylvestris_med,0.185
1996,10,sylvestris_med,0.095
1996,11,sylvestris_med,0.39
1996,12,sylvestris_med,0.24
1996,13,sylvestris_med,0.73
1996,14,sylvestris_med,0.705
1996,15,sylvestris_med,1.0666666666666667
1996,16,sylvestris_med,0.22
1996,17,sylvestris_med,0.76
1996,18,sylvestris_med,0.835
1996,19,sylvestris_med,0.89
1996,20,sylvestris_med,0.885
1996,21,sylvestris_med,0.625
1996,22,sylvestris_med,2.15
1996,23,sylvestris_med,0.595
1996,24,sylvestris_med,0.915
1996,25,sylvestris_med,0.09
1996,26,sylvestris_med,2.815
1996,27,sylvestris_med,1.6
1996,28,sylvestris_med,1.245
1996,29,sylvestris_med,0.8799999999999999
1996,30,sylvestris_med,2.215
1996,31,sylvestris_med,2.88
1996,32,sylvestris_med,1.685
1996,33,sylvestris_med,0.485
1996,34,sylvestris_med,1.37
1996,35,sylvestris_med,0.79
1996,36,sylvestris_med,0.885
1996,37,sylvestris_med,0.74
1996,38,sylvestris_med,1.265
1996,39,sylvestris_med,0.295
1996,40,sylvestris_med,0.30500000000000005
1996,41,sylvestris_med,1.085
1996,42,sylvestris_med,2.14
1996,43,sylvestris_med,0.9650000000000001
1997,1,sylvestris_med,0.835
1997,2,sylvestris_med,0.5433333333333333
1997,3,sylvestris_med,0.89
1997,4,sylvestris_med,1.7850000000000001
1997,5,sylvestris_med,0.615
1997,6,sylvestris_med,0.5900000000000001
1997,7,sylvestris_med,2.835
1997,8,sylvestris_med,1.6
1997,9,sylvestris_med,0.195
1997,10,sylvestris_med,0.165
1997,11,sylvestris_med,0.465
1997,12,sylvestris_med,1.5350000000000001
1997,13,sylvestris_med,1.4649999999999999
1997,14,sylvestris_med,0.8
1997,15,sylvestris_med,1.0233333333333334
1997,16,sylvestris_med,0.18
1997,17,sylvestris_med,0.73
1997,18,sylvestris_med,1.01
1997,19,sylvestris_med,1.5350000000000001
1997,20,sylvestris_med,1.075
1997,21,sylvestris_med,0.45999999999999996
1997,22,sylvestris_med,1.79
1997,23,sylvestris_med,1.01
1997,24,sylvestris_med,0.66
1997,25,sylvestris_med,0.6399999999999999
1997,26,sylvestris_med,2.215
1997,27,sylvestris_med,2.23
1997,28,sylvestris_med,1.625
1997,29,sylvestris_med,0.85
1997,30,sylvestris_med,1.845
1997,31,sylvestris_med,2.56
1997,32,sylvestris_med,1.33
1997,33,sylvestris_med,0.355
1997,34,sylvestris_med,1.7349999999999999
1997,35,sylvestris_med,1.32
1997,36,sylvestris_med,0.94
1997,37,sylvestris_med,0.76
1997,38,sylvestris_med,1.24
1997,39,sylvestris_med,0.295
1997,40,sylvestris_med,0.35500000000000004
1997,41,sylvestris_med,0.825
1997,42,sylvestris_med,2.31
1997,43,sylvestris_med,1
1998,1,sylvestris_med,1.075
1998,2,sylvestris_med,0.8333333333333334
1998,3,sylvestris_med,1.205
1998,4,sylvestris_med,1.725
1998,5,sylvestris_med,0.835
1998,6,sylvestris_med,0.86
1998,7,sylvestris_med,3.21
1998,8,sylvestris_med,1.615
1998,9,sylvestris_med,0.245
1998,10,sylvestris_med,0.535
1998,11,sylvestris_med,0.79
1998,12,sylvestris_med,4.015000000000001
1998,13,sylvestris_med,1.96
1998,14,sylvestris_med,0.955
1998,15,sylvestris_med,1.0166666666666666
1998,16,sylvestris_med,0.315
1998,17,sylvestris_med,1.03
1998,18,sylvestris_med,1.435
1998,19,sylvestris_med,1.47
1998,20,sylvestris_med,2.135
1998,21,sylvestris_med,0.56
1998,22,sylvestris_med,2.26
1998,23,sylvestris_med,2.14
1998,24,sylvestris_med,1.375
1998,25,sylvestris_med,0.765
1998,26,sylvestris_med,3.0300000000000002
1998,27,sylvestris_med,2.42
1998,28,sylvestris_med,1.4
1998,29,sylvestris_med,1.0150000000000001
1998,30,sylvestris_med,2.37
1998,31,sylvestris_med,2.235
1998,32,sylvestris_med,1.295
1998,33,sylvestris_med,0.445
1998,34,sylvestris_med,1.395
1998,35,sylvestris_med,1.6549999999999998
1998,36,sylvestris_med,1.345
1998,37,sylvestris_med,1.295
1998,38,sylvestris_med,1.785
1998,39,sylvestris_med,0.265
1998,40,sylvestris_med,0.505
1998,41,sylvestris_med,0.9650000000000001
1998,42,sylvestris_med,2.665
1998,43,sylvestris_med,1.25
1999,1,sylvestris_med,0.46
1999,2,sylvestris_med,0.16
1999,3,sylvestris_med,0.43
1999,4,sylvestris_med,0.365
1999,5,sylvestris_med,0.365
1999,6,sylvestris_med,0.455
1999,7,sylvestris_med,1.76
1999,8,sylvestris_med,0.935
1999,9,sylvestris_med,0.135
1999,10,sylvestris_med,0.20500000000000002
1999,11,sylvestris_med,1.24
1999,12,sylvestris_med,2.33
1999,13,sylvestris_med,1.415
1999,14,sylvestris_med,0.78
1999,15,sylvestris_med,0.5566666666666666
1999,16,sylvestris_med,0.165
1999,17,sylvestris_med,0.71
1999,18,sylvestris_med,1.22
1999,19,sylvestris_med,0.975
1999,20,sylvestris_med,0.8999999999999999
1999,21,sylvestris_med,0.26
1999,22,sylvestris_med,0.8500000000000001
1999,23,sylvestris_med,0.875
1999,24,sylvestris_med,0.595
1999,25,sylvestris_med,0.39
1999,26,sylvestris_med,1.375
1999,27,sylvestris_med,1.665
1999,28,sylvestris_med,0.42500000000000004
1999,29,sylvestris_med,0.6399999999999999
1999,30,sylvestris_med,0.8
1999,31,sylvestris_med,1.0150000000000001
1999,32,sylvestris_med,0.585
1999,33,sylvestris_med,0.15999999999999998
1999,34,sylvestris_med,0.855
1999,35,sylvestris_med,0.885
1999,36,sylvestris_med,0.64
1999,37,sylvestris_med,1.24
1999,38,sylvestris_med,0.9450000000000001
1999,39,sylvestris_med,0.125
1999,40,sylvestris_med,0.125
1999,41,sylvestris_med,0.28
1999,42,sylvestris_med,0.76
1999,43,sylvestris_med,0.575
2000,1,sylvestris_med,1.94
2000,2,sylvestris_med,1.48
2000,3,sylvestris_med,1.96
2000,4,sylvestris_med,1.735
2000,5,sylvestris_med,1.54
2000,6,sylvestris_med,1.8399999999999999
2000,7,sylvestris_med,4.725
2000,8,sylvestris_med,2.675
2000,9,sylvestris_med,0.5349999999999999
2000,10,sylvestris_med,0.885
2000,11,sylvestris_med,2.3600000000000003
2000,12,sylvestris_med,3.115
2000,13,sylvestris_med,2.5100000000000002
2000,14,sylvestris_med,1.875
2000,15,sylvestris_med,2.3766666666666665
2000,16,sylvestris_med,0.74
2000,17,sylvestris_med,1.565
2000,18,sylvestris_med,2.635
2000,19,sylvestris_med,1.955
2000,20,sylvestris_med,2.56
2000,21,sylvestris_med,1.28
2000,22,sylvestris_med,2.275
2000,23,sylvestris_med,2.02
2000,24,sylvestris_med,1.8599999999999999
2000,25,sylvestris_med,0.47
2000,26,sylvestris_med,3.1550000000000002
2000,27,sylvestris_med,2.6849999999999996
2000,28,sylvestris_med,1.725
2000,29,sylvestris_med,1.195
2000,30,sylvestris_med,2.05
2000,31,sylvestris_med,2.825
2000,32,sylvestris_med,1.81
2000,33,sylvestris_med,0.52
2000,34,sylvestris_med,3.005
2000,35,sylvestris_med,2.16
2000,36,sylvestris_med,1.7
2000,37,sylvestris_med,1.9049999999999998
2000,38,sylvestris_med,2.535
2000,39,sylvestris_med,0.885
2000,40,sylvestris_med,0.7350000000000001
2000,41,sylvestris_med,2.105
2000,42,sylvestris_med,3.1550000000000002
2000,43,sylvestris_med,2.3
2001,1,sylvestris_med,2.02
2001,2,sylvestris_med,1.5566666666666666
2001,3,sylvestris_med,1.5699999999999998
2001,4,sylvestris_med,1.4649999999999999
2001,5,sylvestris_med,1.44
2001,6,sylvestris_med,2.385
2001,7,sylvestris_med,4.6899999999999995
2001,8,sylvestris_med,2.7
2001,9,sylvestris_med,0.7150000000000001
2001,10,sylvestris_med,1.1600000000000001
2001,11,sylvestris_med,2.67
2001,12,sylvestris_med,3.89
2001,13,sylvestris_med,2.92
2001,14,sylvestris_med,1.475
2001,15,sylvestris_med,2.263333333333333
2001,16,sylvestris_med,0.855
2001,17,sylvestris_med,1.71
2001,18,sylvestris_med,2.595
2001,19,sylvestris_med,2.5599999999999996
2001,20,sylvestris_med,2.42
2001,21,sylvestris_med,1.055
2001,22,sylvestris_med,2.52
2001,23,sylvestris_med,1.9849999999999999
2001,24,sylvestris_med,1.75
2001,25,sylvestris_med,0.20500000000000002
2001,26,sylvestris_med,3.555
2001,27,sylvestris_med,2.4050000000000002
2001,28,sylvestris_med,1.955
2001,29,sylvestris_med,1.345
2001,30,sylvestris_med,2.115
2001,31,sylvestris_med,2.15
2001,32,sylvestris_med,2.1550000000000002
2001,33,sylvestris_med,0.28
2001,34,sylvestris_med,2.05
2001,35,sylvestris_med,1.98
2001,36,sylvestris_med,2.325
2001,37,sylvestris_med,2.645
2001,38,sylvestris_med,3.05
2001,39,sylvestris_med,0.905
2001,40,sylvestris_med,0.69
2001,41,sylvestris_med,1.6
2001,42,sylvestris_med,3.535
2001,43,sylvestris_med,2.21
2002,1,sylvestris_med,1.0350000000000001
2002,2,sylvestris_med,1.04
2002,3,sylvestris_med,1.3
2002,4,sylvestris_med,1.23
2002,5,sylvestris_med,1.1949999999999998
2002,6,sylvestris_med,1.585
2002,7,sylvestris_med,2.675
2002,8,sylvestris_med,1.875
2002,9,sylvestris_med,0.605
2002,10,sylvestris_med,1.0550000000000002
2002,11,sylvestris_med,1.635
2002,12,sylvestris_med,1.86
2002,13,sylvestris_med,2.0949999999999998
2002,14,sylvestris_med,0.97
2002,15,sylvestris_med,1.5333333333333332
2002,16,sylvestris_med,0.73
2002,17,sylvestris_med,1.0899999999999999
2002,18,sylvestris_med,1.81
2002,19,sylvestris_med,1.78
2002,20,sylvestris_med,1.495
2002,21,sylvestris_med,0.7
2002,22,sylvestris_med,1.655
2002,23,sylvestris_med,0.9
2002,24,sylvestris_med,1.425
2002,25,sylvestris_med,0.165
2002,26,sylvestris_med,2.235
2002,27,sylvestris_med,1.635
2002,28,sylvestris_med,1.1949999999999998
2002,29,sylvestris_med,0.935
2002,30,sylvestris_med,1.24
2002,31,sylvestris_med,1.8
2002,32,sylvestris_med,1.045
2002,33,sylvestris_med,0.175
2002,34,sylvestris_med,1.375
2002,35,sylvestris_med,1.305
2002,36,sylvestris_med,1.49
2002,37,sylvestris_med,1.775
2002,38,sylvestris_med,1.5
2002,39,sylvestris_med,0.62
2002,40,sylvestris_med,0.555
2002,41,sylvestris_med,1.095
2002,42,sylvestris_med,2.25
2002,43,sylvestris_med,1.4849999999999999
2003,1,sylvestris_med,1.475
2003,2,sylvestris_med,1.7766666666666666
2003,3,sylvestris_med,1.61
2003,4,sylvestris_med,0.985
2003,5,sylvestris_med,1.505
2003,6,sylvestris_med,2.24
2003,7,sylvestris_med,3.005
2003,8,sylvestris_med,2.2
2003,9,sylvestris_med,0.79
2003,10,sylvestris_med,1.44
2003,11,sylvestris_med,2.19
2003,12,sylvestris_med,2.65
2003,13,sylvestris_med,2.9699999999999998
2003,14,sylvestris_med,1.185
2003,15,sylvestris_med,2.1133333333333333
2003,16,sylvestris_med,1.06
2003,17,sylvestris_med,1.795
2003,18,sylvestris_med,2.295
2003,19,sylvestris_med,2.24
2003,20,sylvestris_med,1.98
2003,21,sylvestris_med,0.86
2003,22,sylvestris_med,2.185
2003,23,sylvestris_med,1.25
2003,24,sylvestris_med,1.5750000000000002
2003,25,sylvestris_med,0.265
2003,26,sylvestris_med,2.75
2003,27,sylvestris_med,1.8199999999999998
2003,28,sylvestris_med,1.7850000000000001
2003,29,sylvestris_med,1.5299999999999998
2003,30,sylvestris_med,1.045
2003,31,sylvestris_med,1.9500000000000002
2003,32,sylvestris_med,1.415
2003,33,sylvestris_med,0.41
2003,34,sylvestris_med,1.8399999999999999
2003,35,sylvestris_med,1.19
2003,36,sylvestris_med,1.25
2003,37,sylvestris_med,1.505
2003,38,sylvestris_med,1.805
2003,39,sylvestris_med,1.325
2003,40,sylvestris_med,0.67
2003,41,sylvestris_med,1.23
2003,42,sylvestris_med,2.3049999999999997
2003,43,sylvestris_med,2.2350000000000003
2004,1,sylvestris_med,1.88
2004,2,sylvestris_med,1.56
2004,3,sylvestris_med,1.495
2004,4,sylvestris_med,0.89
2004,5,sylvestris_med,1.665
2004,6,sylvestris_med,2.17
2004,7,sylvestris_med,3.035
2004,8,sylvestris_med,2.06
2004,9,sylvestris_med,0.64
2004,10,sylvestris_med,1.46
2004,11,sylvestris_med,2.315
2004,12,sylvestris_med,1.82
2004,13,sylvestris_med,3.0599999999999996
2004,14,sylvestris_med,0.8799999999999999
2004,15,sylvestris_med,2.21
2004,16,sylvestris_med,0.96
2004,17,sylvestris_med,1.6400000000000001
2004,18,sylvestris_med,2.1550000000000002
2004,19,sylvestris_med,2.3449999999999998
2004,20,sylvestris_med,1.7149999999999999
2004,21,sylvestris_med,0.8200000000000001
2004,22,sylvestris_med,2.33
2004,23,sylvestris_med,1.22
2004,24,sylvestris_med,1.5699999999999998
2004,25,sylvestris_med,0.2
2004,26,sylvestris_med,2.41
2004,27,sylvestris_med,1.7650000000000001
2004,28,sylvestris_med,1.475
2004,29,sylvestris_med,1.46
2004,30,sylvestris_med,1.41
2004,31,sylvestris_med,2.08
2004,32,sylvestris_med,1.585
2004,33,sylvestris_med,0.305
2004,34,sylvestris_med,1.945
2004,35,sylvestris_med,1.055
2004,36,sylvestris_med,1.34
2004,37,sylvestris_med,2.035
2004,38,sylvestris_med,2.1550000000000002
2004,39,sylvestris_med,1.0699999999999998
2004,40,sylvestris_med,0.36
2004,41,sylvestris_med,1.19
2004,42,sylvestris_med,2.295
2004,43,sylvestris_med,2.08
2005,1,sylvestris_med,0.575
2005,2,sylvestris_med,0.5133333333333333
2005,3,sylvestris_med,0.61
2005,4,sylvestris_med,0.62
2005,5,sylvestris_med,0.6
2005,6,sylvestris_med,1.07
2005,7,sylvestris_med,0.925
2005,8,sylvestris_med,0.845
2005,9,sylvestris_med,0.25
2005,10,sylvestris_med,0.595
2005,11,sylvestris_med,0.9099999999999999
2005,12,sylvestris_med,0.6
