Note: [none]
Total # of Iterations:	2e+05	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
-233.7322	4	475.6257	475.4644	0.9974038	0.4611436	
Model:	mtrat6
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.5582118	0.1953741	0.9231953	0.6027942	0	1.2	1.2	
b	0.1977159	0	0.2	0.3167616	0	0.2	0.2	
k	-1.699626	-2.5	-0.254345	3.271189	-2.5	2	2.4	
t0	9.920275	0	11.12984	2.012828	0	20	17.6	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
tmed	tmed	
prec	prec	
log	TRUE	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	b	k	t0
MR	0.3633609	-0.1561378	1.229083	-1.0702	
b	-0.1561378	0.1003379	-0.795169	0.411755	
k	1.229083	-0.795169	10.70068	-4.241304	
t0	-1.0702	0.411755	-4.241304	4.051478	

Source data
year	sp_code	elev_code	sp_elev	rat	prec	tmed	species	predicted	
2003	sylvestris	low	sylvestris_low	0.1414086	762	11.21308	P. sylvestris	0.1551493	
2004	sylvestris	low	sylvestris_low	0.1390418	567.7	10.82874	P. sylvestris	0.1891645	
2005	sylvestris	low	sylvestris_low	0.08112583	306.9	10.92854	P. sylvestris	0.1787478	
2006	sylvestris	low	sylvestris_low	0.08830946	503.6	11.12806	P. sylvestris	0.1613194	
2007	sylvestris	low	sylvestris_low	0.07755052	428.3	10.84717	P. sylvestris	0.1871513	
2008	sylvestris	low	sylvestris_low	0.1060988	722.2	10.35224	P. sylvestris	0.255593	
2009	sylvestris	low	sylvestris_low	0.1035995	889.2	11.56453	P. sylvestris	0.1361704	
2010	sylvestris	low	sylvestris_low	0.1193004	1430.6	10.65089	P. sylvestris	0.2107411	
2011	sylvestris	low	sylvestris_low	0.147881	608.7	10.90389	P. sylvestris	0.1812103	
2012	sylvestris	low	sylvestris_low	0.09275033	551.8	11.18644	P. sylvestris	0.1570075	
2013	sylvestris	low	sylvestris_low	0.1607469	582.8	10.31331	P. sylvestris	0.2621611	
2014	sylvestris	low	sylvestris_low	0.1034699	481.1	11.10675	P. sylvestris	0.1629774	
2015	sylvestris	low	sylvestris_low	0.1036026	365.4	11.68766	P. sylvestris	0.1315283	
2016	sylvestris	low	sylvestris_low	0.07726855	584.3	11.13128	P. sylvestris	0.161073	
2017	sylvestris	low	sylvestris_low	0.09549652	366.2	11.82421	P. sylvestris	0.1273111	
2018	sylvestris	low	sylvestris_low	0.0982538	1019.7	10.1593	P. sylvestris	0.2894206	

Likelihood History
Iteration	Temperature	Likelihood
0	5	-233.9918	
477.5	5	-233.8719	
1000	5	-233.8719	
1283.75	5	-233.8363	
1284.5	5	-233.8347	
1635.25	5	-233.7997	
1635.5	5	-233.7939	
1827.75	5	-233.7858	
2000	4.875	-233.7858	
2351.75	4.875	-233.7724	
2352.25	4.875	-233.7615	
3000	4.875	-233.7615	
4000	4.753125	-233.7615	
5000	4.753125	-233.7615	
6000	4.634297	-233.7615	
7000	4.634297	-233.7615	
8000	4.518439	-233.7615	
9000	4.518439	-233.7615	
10000	4.405478	-233.7615	
10152.75	4.405478	-233.7414	
11000	4.405478	-233.7414	
12000	4.295342	-233.7414	
13000	4.295342	-233.7414	
14000	4.187958	-233.7414	
15000	4.187958	-233.7414	
16000	4.083259	-233.7414	
17000	4.083259	-233.7414	
18000	3.981178	-233.7414	
19000	3.981178	-233.7414	
20000	3.881648	-233.7414	
21000	3.881648	-233.7414	
22000	3.784607	-233.7414	
22140.75	3.784607	-233.7332	
23000	3.784607	-233.7332	
24000	3.689992	-233.7332	
25000	3.689992	-233.7332	
26000	3.597742	-233.7332	
27000	3.597742	-233.7332	
28000	3.507798	-233.7332	
29000	3.507798	-233.7332	
30000	3.420103	-233.7332	
31000	3.420103	-233.7332	
32000	3.334601	-233.7332	
33000	3.334601	-233.7332	
34000	3.251236	-233.7332	
35000	3.251236	-233.7332	
36000	3.169955	-233.7332	
37000	3.169955	-233.7332	
38000	3.090706	-233.7332	
39000	3.090706	-233.7332	
40000	3.013438	-233.7332	
41000	3.013438	-233.7332	
42000	2.938102	-233.7332	
43000	2.938102	-233.7332	
44000	2.86465	-233.7332	
45000	2.86465	-233.7332	
46000	2.793034	-233.7332	
47000	2.793034	-233.7332	
48000	2.723208	-233.7332	
49000	2.723208	-233.7332	
50000	2.655128	-233.7332	
51000	2.655128	-233.7332	
52000	2.588749	-233.7332	
53000	2.588749	-233.7332	
54000	2.524031	-233.7332	
55000	2.524031	-233.7332	
56000	2.46093	-233.7332	
57000	2.46093	-233.7332	
58000	2.399407	-233.7332	
59000	2.399407	-233.7332	
60000	2.339421	-233.7332	
61000	2.339421	-233.7332	
62000	2.280936	-233.7332	
63000	2.280936	-233.7332	
64000	2.223913	-233.7332	
65000	2.223913	-233.7332	
66000	2.168315	-233.7332	
67000	2.168315	-233.7332	
68000	2.114107	-233.7332	
69000	2.114107	-233.7332	
70000	2.061254	-233.7332	
71000	2.061254	-233.7332	
72000	2.009723	-233.7332	
73000	2.009723	-233.7332	
74000	1.95948	-233.7332	
75000	1.95948	-233.7332	
76000	1.910493	-233.7332	
77000	1.910493	-233.7332	
78000	1.86273	-233.7332	
79000	1.86273	-233.7332	
80000	1.816162	-233.7332	
81000	1.816162	-233.7332	
82000	1.770758	-233.7332	
83000	1.770758	-233.7332	
84000	1.726489	-233.7332	
85000	1.726489	-233.7332	
86000	1.683327	-233.7332	
87000	1.683327	-233.7332	
88000	1.641244	-233.7332	
89000	1.641244	-233.7332	
90000	1.600213	-233.7332	
91000	1.600213	-233.7332	
92000	1.560207	-233.7332	
93000	1.560207	-233.7332	
94000	1.521202	-233.7332	
95000	1.521202	-233.7332	
96000	1.483172	-233.7332	
97000	1.483172	-233.7332	
98000	1.446093	-233.7332	
99000	1.446093	-233.7332	
1e+05	1.409941	-233.7332	
101000	1.409941	-233.7332	
102000	1.374692	-233.7332	
103000	1.374692	-233.7332	
104000	1.340325	-233.7332	
105000	1.340325	-233.7332	
106000	1.306817	-233.7332	
107000	1.306817	-233.7332	
108000	1.274146	-233.7332	
109000	1.274146	-233.7332	
110000	1.242293	-233.7332	
111000	1.242293	-233.7332	
112000	1.211235	-233.7332	
113000	1.211235	-233.7332	
114000	1.180954	-233.7332	
115000	1.180954	-233.7332	
116000	1.15143	-233.7332	
117000	1.15143	-233.7332	
118000	1.122645	-233.7332	
119000	1.122645	-233.7332	
120000	1.094579	-233.7332	
121000	1.094579	-233.7332	
122000	1.067214	-233.7332	
123000	1.067214	-233.7332	
124000	1.040534	-233.7332	
125000	1.040534	-233.7332	
126000	1.01452	-233.7332	
127000	1.01452	-233.7332	
128000	0.9891574	-233.7332	
129000	0.9891574	-233.7332	
130000	0.9644285	-233.7332	
131000	0.9644285	-233.7332	
132000	0.9403178	-233.7332	
133000	0.9403178	-233.7332	
134000	0.9168098	-233.7332	
135000	0.9168098	-233.7332	
136000	0.8938896	-233.7332	
137000	0.8938896	-233.7332	
138000	0.8715423	-233.7332	
139000	0.8715423	-233.7332	
140000	0.8497538	-233.7332	
141000	0.8497538	-233.7332	
142000	0.8285099	-233.7332	
143000	0.8285099	-233.7332	
144000	0.8077972	-233.7332	
145000	0.8077972	-233.7332	
146000	0.7876023	-233.7332	
147000	0.7876023	-233.7332	
148000	0.7679122	-233.7332	
149000	0.7679122	-233.7332	
150000	0.7487144	-233.7332	
151000	0.7487144	-233.7332	
152000	0.7299965	-233.7332	
153000	0.7299965	-233.7332	
154000	0.7117466	-233.7332	
155000	0.7117466	-233.7332	
156000	0.693953	-233.7332	
157000	0.693953	-233.7332	
158000	0.6766041	-233.7332	
159000	0.6766041	-233.7332	
160000	0.659689	-233.7332	
161000	0.659689	-233.7332	
162000	0.6431968	-233.7332	
163000	0.6431968	-233.7332	
164000	0.6271169	-233.7332	
165000	0.6271169	-233.7332	
166000	0.611439	-233.7332	
167000	0.611439	-233.7332	
168000	0.596153	-233.7332	
169000	0.596153	-233.7332	
170000	0.5812492	-233.7332	
171000	0.5812492	-233.7332	
172000	0.5667179	-233.7332	
173000	0.5667179	-233.7332	
174000	0.55255	-233.7332	
175000	0.55255	-233.7332	
176000	0.5387362	-233.7332	
177000	0.5387362	-233.7332	
178000	0.5252678	-233.7332	
179000	0.5252678	-233.7332	
180000	0.5121361	-233.7332	
181000	0.5121361	-233.7332	
182000	0.4993327	-233.7332	
183000	0.4993327	-233.7332	
184000	0.4868494	-233.7332	
185000	0.4868494	-233.7332	
186000	0.4746782	-233.7332	
187000	0.4746782	-233.7332	
188000	0.4628112	-233.7332	
189000	0.4628112	-233.7332	
190000	0.4512409	-233.7332	
191000	0.4512409	-233.7332	
192000	0.4399599	-233.7332	
193000	0.4399599	-233.7332	
194000	0.4289609	-233.7332	
195000	0.4289609	-233.7332	
196000	0.4182369	-233.7332	
197000	0.4182369	-233.7332	
198000	0.407781	-233.7332	
198740.5	0.407781	-233.7322	
199000	0.407781	-233.7322	
2e+05	0.3975864	-233.7322	
