Note: [none]
Total # of Iterations:	2e+05	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
-233.772	5	477.787	477.544	0.9992032	0.4438469	
Model:	mcombrat1
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.9989342	0.3396376	1	5.974334	0	1	0.1784971	
OTmed	5	5	5.9	17.88067	5	20	12	
Tb	0.4737757	0.3439185	0.6052478	1.13003	0.01	5	4.99	
Popt	906.9227	300	1000	3731.501	300	1000	700	
Pb	1.341546	0.4292949	5	4.661097	0	5	5	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
tmed	tmed	
prec	prec	
log	TRUE	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	OTmed	Tb	Popt	Pb
MR	35.69267	-104.6436	6.159699	-3616.85	-2.027249	
OTmed	-104.6436	319.7183	-19.65852	12444.07	9.288544	
Tb	6.159699	-19.65852	1.276969	-593.6363	-0.6192679	
Popt	-3616.85	12444.07	-593.6363	13924100	15938.32	
Pb	-2.027249	9.288544	-0.6192679	15938.32	21.72582	

Source data
year	sp_code	elev_code	sp_elev	rat	prec	tmed	species	predicted	
2005	nigra	medium	nigra_medium	0.01988913	144.3	11.13217	P. nigra	0.09377872	
2006	nigra	medium	nigra_medium	0.0460038	355.8	11.23782	P. nigra	0.1817304	
2007	nigra	medium	nigra_medium	0.03301357	320.7	10.76736	P. nigra	0.1994868	
2008	nigra	medium	nigra_medium	0.02011435	299.2	10.55713	P. nigra	0.2045573	
2009	nigra	medium	nigra_medium	0.09045893	459.5	11.71132	P. nigra	0.1749721	
2010	nigra	medium	nigra_medium	0.1403275	584.4	10.87116	P. nigra	0.2469852	
2011	nigra	medium	nigra_medium	0.1341438	311.1	11.06629	P. nigra	0.1781605	
2012	nigra	medium	nigra_medium	0.02887239	293.3	11.36616	P. nigra	0.1560955	
2013	nigra	medium	nigra_medium	0.04479617	332.7	10.40011	P. nigra	0.2287213	
2014	nigra	medium	nigra_medium	0.02434118	276.5	11.3142	P. nigra	0.1528142	
2015	nigra	medium	nigra_medium	0.05118988	233.4	11.72756	P. nigra	0.1186271	
2016	nigra	medium	nigra_medium	0.02165737	330.6	11.268	P. nigra	0.1729739	
2017	nigra	medium	nigra_medium	0.06356096	202	12.07103	P. nigra	0.09460677	
2001	nigra	high	nigra_high	0.3170893	360.9	11.36243	P. nigra	0.1758816	
2002	nigra	high	nigra_high	0.2377955	337.3	11.21471	P. nigra	0.1779295	
2003	nigra	high	nigra_high	0.3464311	358	10.70226	P. nigra	0.2162816	
2004	nigra	high	nigra_high	0.2816574	361.3	10.55819	P. nigra	0.2274291	
2005	nigra	high	nigra_high	0.09565752	148.7	10.65748	P. nigra	0.1124518	
2006	nigra	high	nigra_high	0.1990407	358.1	10.74932	P. nigra	0.2131098	
2007	nigra	high	nigra_high	0.1211196	322	10.27977	P. nigra	0.2331463	
2008	nigra	high	nigra_high	0.1466144	306.6	10.04482	P. nigra	0.2436784	
2009	nigra	high	nigra_high	0.2626483	479.1	11.26267	P. nigra	0.2053345	
2010	nigra	high	nigra_high	0.3644781	622.5	10.39393	P. nigra	0.2913381	
2011	nigra	high	nigra_high	0.283016	331.7	10.56176	P. nigra	0.2170156	
2012	nigra	high	nigra_high	0.1164069	303.2	10.91	P. nigra	0.184399	
2013	nigra	high	nigra_high	0.2163242	331.8	9.910485	P. nigra	0.2659092	
2014	nigra	high	nigra_high	0.1126222	289.8	10.81058	P. nigra	0.1850545	
2015	nigra	high	nigra_high	0.2184333	243.3	11.25379	P. nigra	0.1425457	
2016	nigra	high	nigra_high	0.1012387	347.1	10.75417	P. nigra	0.2093253	
2017	nigra	high	nigra_high	0.1816787	204.2	11.60485	P. nigra	0.1110442	
2018	nigra	high	nigra_high	0.1813105	458.2	9.91548	P. nigra	0.3088975	
2019	nigra	high	nigra_high	0.1076421	255.8	11.08597	P. nigra	0.1559277	
2020	nigra	high	nigra_high	0.2435312	319.6	11.4141	P. nigra	0.1618781	
2001	sylvestris	low	sylvestris_low	0.1752625	557	11.99493	P. sylvestris	0.1698694	
2002	sylvestris	low	sylvestris_low	0.121445	632.8	11.90282	P. sylvestris	0.1803659	
2003	sylvestris	low	sylvestris_low	0.1414086	762	11.21308	P. sylvestris	0.2316609	
2004	sylvestris	low	sylvestris_low	0.1390418	567.7	10.82874	P. sylvestris	0.2485168	
2005	sylvestris	low	sylvestris_low	0.08112583	306.9	10.92854	P. sylvestris	0.1846639	
2006	sylvestris	low	sylvestris_low	0.08830946	503.6	11.12806	P. sylvestris	0.2180687	
2007	sylvestris	low	sylvestris_low	0.07755052	428.3	10.84717	P. sylvestris	0.224584	
2008	sylvestris	low	sylvestris_low	0.1060988	722.2	10.35224	P. sylvestris	0.302621	
2009	sylvestris	low	sylvestris_low	0.1035995	889.2	11.56453	P. sylvestris	0.2086012	
2010	sylvestris	low	sylvestris_low	0.1193004	1430.6	10.65089	P. sylvestris	0.2637928	
2011	sylvestris	low	sylvestris_low	0.147881	608.7	10.90389	P. sylvestris	0.2467541	
2012	sylvestris	low	sylvestris_low	0.09275033	551.8	11.18644	P. sylvestris	0.2200059	
2013	sylvestris	low	sylvestris_low	0.1607469	582.8	10.31331	P. sylvestris	0.2943444	
2014	sylvestris	low	sylvestris_low	0.1034699	481.1	11.10675	P. sylvestris	0.2161801	
2015	sylvestris	low	sylvestris_low	0.1036026	365.4	11.68766	P. sylvestris	0.1593547	
2016	sylvestris	low	sylvestris_low	0.07726855	584.3	11.13128	P. sylvestris	0.2272897	
2017	sylvestris	low	sylvestris_low	0.09549652	366.2	11.82421	P. sylvestris	0.1526267	
2018	sylvestris	low	sylvestris_low	0.0982538	1019.7	10.1593	P. sylvestris	0.3248249	

Likelihood History
Iteration	Temperature	Likelihood
0	5	-265.954	
0.2	5	-260.606	
0.4	5	-257.3148	
0.6	5	-251.9968	
1.2	5	-250.4911	
1.6	5	-238.6119	
1.8	5	-238.5395	
2	5	-238.2969	
2.4	5	-237.9976	
2.6	5	-234.462	
43.2	5	-234.263	
314	5	-234.2609	
419.2	5	-234.0313	
719.8	5	-234.0121	
1000	5	-234.0121	
1061.2	5	-233.9752	
1062	5	-233.9684	
1629.2	5	-233.9547	
2000	4.875	-233.9547	
2082	4.875	-233.941	
3000	4.875	-233.941	
4000	4.753125	-233.941	
4200.6	4.753125	-233.9213	
4637.6	4.753125	-233.8518	
5000	4.753125	-233.8518	
6000	4.634297	-233.8518	
6304.8	4.634297	-233.8088	
7000	4.634297	-233.8088	
8000	4.518439	-233.8088	
9000	4.518439	-233.8088	
10000	4.405478	-233.8088	
11000	4.405478	-233.8088	
12000	4.295342	-233.8088	
13000	4.295342	-233.8088	
14000	4.187958	-233.8088	
15000	4.187958	-233.8088	
16000	4.083259	-233.8088	
17000	4.083259	-233.8088	
18000	3.981178	-233.8088	
19000	3.981178	-233.8088	
19354.2	3.981178	-233.7929	
20000	3.881648	-233.7929	
21000	3.881648	-233.7929	
22000	3.784607	-233.7929	
23000	3.784607	-233.7929	
24000	3.689992	-233.7929	
25000	3.689992	-233.7929	
25044.8	3.689992	-233.7911	
26000	3.597742	-233.7911	
27000	3.597742	-233.7911	
27679	3.597742	-233.7779	
28000	3.507798	-233.7779	
29000	3.507798	-233.7779	
30000	3.420103	-233.7779	
31000	3.420103	-233.7779	
32000	3.334601	-233.7779	
33000	3.334601	-233.7779	
34000	3.251236	-233.7779	
35000	3.251236	-233.7779	
36000	3.169955	-233.7779	
37000	3.169955	-233.7779	
38000	3.090706	-233.7779	
39000	3.090706	-233.7779	
40000	3.013438	-233.7779	
41000	3.013438	-233.7779	
42000	2.938102	-233.7779	
43000	2.938102	-233.7779	
44000	2.86465	-233.7779	
45000	2.86465	-233.7779	
46000	2.793034	-233.7779	
47000	2.793034	-233.7779	
48000	2.723208	-233.7779	
49000	2.723208	-233.7779	
50000	2.655128	-233.7779	
51000	2.655128	-233.7779	
52000	2.588749	-233.7779	
53000	2.588749	-233.7779	
54000	2.524031	-233.7779	
55000	2.524031	-233.7779	
56000	2.46093	-233.7779	
57000	2.46093	-233.7779	
58000	2.399407	-233.7779	
59000	2.399407	-233.7779	
60000	2.339421	-233.7779	
61000	2.339421	-233.7779	
62000	2.280936	-233.7779	
63000	2.280936	-233.7779	
64000	2.223913	-233.7779	
65000	2.223913	-233.7779	
66000	2.168315	-233.7779	
67000	2.168315	-233.7779	
68000	2.114107	-233.7779	
69000	2.114107	-233.7779	
70000	2.061254	-233.7779	
71000	2.061254	-233.7779	
72000	2.009723	-233.7779	
73000	2.009723	-233.7779	
74000	1.95948	-233.7779	
75000	1.95948	-233.7779	
76000	1.910493	-233.7779	
77000	1.910493	-233.7779	
78000	1.86273	-233.7779	
79000	1.86273	-233.7779	
80000	1.816162	-233.7779	
81000	1.816162	-233.7779	
82000	1.770758	-233.7779	
83000	1.770758	-233.7779	
84000	1.726489	-233.7779	
85000	1.726489	-233.7779	
86000	1.683327	-233.7779	
87000	1.683327	-233.7779	
88000	1.641244	-233.7779	
89000	1.641244	-233.7779	
90000	1.600213	-233.7779	
91000	1.600213	-233.7779	
92000	1.560207	-233.7779	
93000	1.560207	-233.7779	
94000	1.521202	-233.7779	
95000	1.521202	-233.7779	
96000	1.483172	-233.7779	
97000	1.483172	-233.7779	
98000	1.446093	-233.7779	
99000	1.446093	-233.7779	
1e+05	1.409941	-233.7779	
101000	1.409941	-233.7779	
101477.8	1.409941	-233.7723	
102000	1.374692	-233.7723	
103000	1.374692	-233.7723	
104000	1.340325	-233.7723	
105000	1.340325	-233.7723	
106000	1.306817	-233.7723	
107000	1.306817	-233.7723	
108000	1.274146	-233.7723	
109000	1.274146	-233.7723	
110000	1.242293	-233.7723	
111000	1.242293	-233.7723	
112000	1.211235	-233.7723	
113000	1.211235	-233.7723	
114000	1.180954	-233.7723	
115000	1.180954	-233.7723	
116000	1.15143	-233.7723	
117000	1.15143	-233.7723	
118000	1.122645	-233.7723	
119000	1.122645	-233.7723	
120000	1.094579	-233.7723	
121000	1.094579	-233.7723	
122000	1.067214	-233.7723	
123000	1.067214	-233.7723	
124000	1.040534	-233.7723	
125000	1.040534	-233.7723	
126000	1.01452	-233.7723	
127000	1.01452	-233.7723	
128000	0.9891574	-233.7723	
129000	0.9891574	-233.7723	
130000	0.9644285	-233.7723	
131000	0.9644285	-233.7723	
132000	0.9403178	-233.7723	
133000	0.9403178	-233.7723	
134000	0.9168098	-233.7723	
135000	0.9168098	-233.7723	
136000	0.8938896	-233.7723	
137000	0.8938896	-233.7723	
138000	0.8715423	-233.7723	
139000	0.8715423	-233.7723	
140000	0.8497538	-233.7723	
141000	0.8497538	-233.7723	
142000	0.8285099	-233.7723	
143000	0.8285099	-233.7723	
143046.8	0.8285099	-233.772	
144000	0.8077972	-233.772	
145000	0.8077972	-233.772	
146000	0.7876023	-233.772	
147000	0.7876023	-233.772	
148000	0.7679122	-233.772	
149000	0.7679122	-233.772	
150000	0.7487144	-233.772	
151000	0.7487144	-233.772	
152000	0.7299965	-233.772	
153000	0.7299965	-233.772	
154000	0.7117466	-233.772	
155000	0.7117466	-233.772	
156000	0.693953	-233.772	
157000	0.693953	-233.772	
158000	0.6766041	-233.772	
159000	0.6766041	-233.772	
160000	0.659689	-233.772	
161000	0.659689	-233.772	
162000	0.6431968	-233.772	
163000	0.6431968	-233.772	
164000	0.6271169	-233.772	
165000	0.6271169	-233.772	
166000	0.611439	-233.772	
167000	0.611439	-233.772	
168000	0.596153	-233.772	
169000	0.596153	-233.772	
170000	0.5812492	-233.772	
171000	0.5812492	-233.772	
172000	0.5667179	-233.772	
173000	0.5667179	-233.772	
174000	0.55255	-233.772	
175000	0.55255	-233.772	
176000	0.5387362	-233.772	
177000	0.5387362	-233.772	
178000	0.5252678	-233.772	
179000	0.5252678	-233.772	
180000	0.5121361	-233.772	
181000	0.5121361	-233.772	
182000	0.4993327	-233.772	
183000	0.4993327	-233.772	
184000	0.4868494	-233.772	
185000	0.4868494	-233.772	
186000	0.4746782	-233.772	
187000	0.4746782	-233.772	
188000	0.4628112	-233.772	
189000	0.4628112	-233.772	
190000	0.4512409	-233.772	
191000	0.4512409	-233.772	
192000	0.4399599	-233.772	
193000	0.4399599	-233.772	
194000	0.4289609	-233.772	
195000	0.4289609	-233.772	
196000	0.4182369	-233.772	
197000	0.4182369	-233.772	
198000	0.407781	-233.772	
199000	0.407781	-233.772	
2e+05	0.3975864	-233.772	
