parameter,best_pars,lower_si,upper_si
MR,0.5964771485647707,0.20876700199766995,0.9736829433708286
Tb,0.28593399379592965,-0.056986864404889884,0.6144043566498023
k,-1.5608091738686038,-1.57641726560729,0.014719318666855405
Topt,9.889263479803951,5,11.403659227429431
Popt,851.2658602204352,82.0506344088183,3031.7405134418836
Pb,1.1760338806754573,0.3998515194296555,5
