Note: [none]
Total # of Iterations:	3e+05	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
-233.8771	3	473.8507	473.7543	1.002642	0.3981943	
Model:	mtrat3
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	1.199987	0.4079955	1.2	4.928284	0	1.2	0.1345112	
OTmed	4.673658	3.69219	5.380185	10.25271	0	20	0.8595325	
Tb	0.452399	0.3466793	0.5387798	0.6807513	0.1	5	0.08620269	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
tmed	tmed	
prec	prec	
log	TRUE	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	OTmed	Tb
MR	24.28798	-48.14482	2.848989	
OTmed	-48.14482	105.118	-6.756901	
Tb	2.848989	-6.756901	0.4634223	

Source data
year	sp_code	elev_code	sp_elev	rat	prec	tmed	species	predicted	
2005	pinaster	low-Dec	pinaster_low-Dec	0.04349623	141.1	12.14503	P. pinaster	0.1292922	
2006	pinaster	low-Dec	pinaster_low-Dec	0.09018941	353.4	12.34522	P. pinaster	0.1197177	
2007	pinaster	low-Dec	pinaster_low-Dec	0.07338176	322.3	11.82288	P. pinaster	0.1463131	
2008	pinaster	low-Dec	pinaster_low-Dec	0.04840161	285.4	11.73981	P. pinaster	0.1510487	
2009	pinaster	low-Dec	pinaster_low-Dec	0.1039761	446.3	12.75106	P. pinaster	0.102419	
2010	pinaster	low-Dec	pinaster_low-Dec	0.1173053	541	11.96879	P. pinaster	0.1383465	
2011	pinaster	low-Dec	pinaster_low-Dec	0.1305473	292.8	12.25463	P. pinaster	0.12396	
2012	pinaster	low-Dec	pinaster_low-Dec	0.03379989	277.9	12.49898	P. pinaster	0.112845	
2013	pinaster	low-Dec	pinaster_low-Dec	0.1174534	326.3	11.61853	P. pinaster	0.1582331	
2014	pinaster	low-Dec	pinaster_low-Dec	0.05003962	252.3	12.56447	P. pinaster	0.1100386	
2015	pinaster	low-Dec	pinaster_low-Dec	0.09789741	218.7	12.8414	P. pinaster	0.09892181	
2016	pinaster	low-Dec	pinaster_low-Dec	0.03536019	304.8	12.54195	P. pinaster	0.110996	
2017	pinaster	low-Dec	pinaster_low-Dec	0.04882452	199.1	13.19164	P. pinaster	0.08645899	
2018	pinaster	low-Dec	pinaster_low-Dec	0.07868437	445.6	11.68466	P. pinaster	0.1542755	
2019	pinaster	low-Dec	pinaster_low-Dec	0.04198474	252.4	12.74521	P. pinaster	0.1026496	
2020	pinaster	low-Dec	pinaster_low-Dec	0.09480179	323.4	12.92051	P. pinaster	0.09595737	
2021	pinaster	low-Dec	pinaster_low-Dec	0.07480113	202.2	12.89171	P. pinaster	0.09702601	
2001	pinaster	medium	pinaster_medium	0.26936	360.2	12.25136	P. pinaster	0.1241157	
2002	pinaster	medium	pinaster_medium	0.189034	341.6	12.06719	P. pinaster	0.1332166	
2003	pinaster	medium	pinaster_medium	0.3093132	355.5	11.65683	P. pinaster	0.155929	
2004	pinaster	medium	pinaster_medium	0.2482097	326.3	11.55707	P. pinaster	0.1620008	
2005	pinaster	medium	pinaster_medium	0.04001177	147.8	11.61297	P. pinaster	0.1585703	
2006	pinaster	medium	pinaster_medium	0.1178683	362.9	11.78407	P. pinaster	0.1485069	
2007	pinaster	medium	pinaster_medium	0.0556492	322	11.27962	P. pinaster	0.1801248	
2008	pinaster	medium	pinaster_medium	0.1127203	335.5	11.05442	P. pinaster	0.1962672	
2009	pinaster	medium	pinaster_medium	0.1548122	532	12.19787	P. pinaster	0.1266934	
2010	pinaster	medium	pinaster_medium	0.2486419	666.6	11.4048	P. pinaster	0.1717159	
2011	pinaster	medium	pinaster_medium	0.3110653	305.6	11.72189	P. pinaster	0.1520894	
2012	pinaster	medium	pinaster_medium	0.0837598	334.9	11.98467	P. pinaster	0.1375056	
2013	pinaster	medium	pinaster_medium	0.228604	425	11.00224	P. pinaster	0.2002013	
2014	pinaster	medium	pinaster_medium	0.1205257	333.6	11.95345	P. pinaster	0.1391635	
2015	pinaster	medium	pinaster_medium	0.1291197	260.8	12.41273	P. pinaster	0.1166504	
2016	pinaster	medium	pinaster_medium	0.06625869	382.1	11.93446	P. pinaster	0.1401814	
2017	pinaster	medium	pinaster_medium	0.09849051	207.7	12.7014	P. pinaster	0.1043939	
2001	pinaster	high	pinaster_high	0.5828131	368.2	11.36156	P. pinaster	0.1745769	
2002	pinaster	high	pinaster_high	0.3738774	349.9	11.2134	P. pinaster	0.1847334	
2003	pinaster	high	pinaster_high	0.5811849	390.2	10.68792	P. pinaster	0.225545	
2004	pinaster	high	pinaster_high	0.5059657	373.1	10.54402	P. pinaster	0.238139	
2005	pinaster	high	pinaster_high	0.07626182	163	10.63039	P. pinaster	0.2305029	
2006	pinaster	high	pinaster_high	0.2310098	373.2	10.73044	P. pinaster	0.2219464	
2007	pinaster	high	pinaster_high	0.1078383	333.4	10.28368	P. pinaster	0.262622	
2008	pinaster	high	pinaster_high	0.1626592	376.8	9.905245	P. pinaster	0.3024005	
2009	pinaster	high	pinaster_high	0.29091	612.7	11.18799	P. pinaster	0.1865317	
2010	pinaster	high	pinaster_high	0.4185128	799.9	10.32817	P. pinaster	0.2582779	
2011	pinaster	high	pinaster_high	0.478777	353.3	10.55143	P. pinaster	0.2374748	
2012	pinaster	high	pinaster_high	0.2128957	371.2	10.89882	P. pinaster	0.2082239	
2013	pinaster	high	pinaster_high	0.4040281	454	9.824873	P. pinaster	0.3115283	
2014	pinaster	high	pinaster_high	0.197504	385.2	10.75392	P. pinaster	0.2199822	
2015	pinaster	high	pinaster_high	0.2710632	295.9	11.31034	P. pinaster	0.1780253	
2016	pinaster	high	pinaster_high	0.1525367	444.8	10.71864	P. pinaster	0.2229392	
2017	pinaster	high	pinaster_high	0.1960562	231.9	11.61003	P. pinaster	0.1587493	
2018	pinaster	high	pinaster_high	0.3262517	506.9	10.01994	P. pinaster	0.289796	
2019	pinaster	high	pinaster_high	0.138568	279.3	11.08017	P. pinaster	0.194353	
2020	pinaster	high	pinaster_high	0.2202332	318.8	11.42356	P. pinaster	0.1704893	
2001	nigra	low	nigra_low	0.1085746	359	12.07944	P. nigra	0.1325911	
2002	nigra	low	nigra_low	0.1229677	336.2	11.90305	P. nigra	0.1418816	
2003	nigra	low	nigra_low	0.1445175	350.7	11.48727	P. nigra	0.1663861	
2004	nigra	low	nigra_low	0.127417	340.7	11.36707	P. nigra	0.1742097	
2005	nigra	low	nigra_low	0.04128587	143.3	11.44162	P. nigra	0.169316	
2006	nigra	low	nigra_low	0.09253699	355.1	11.5831	P. nigra	0.1603948	
2007	nigra	low	nigra_low	0.09946053	322.9	11.09165	P. nigra	0.1935051	
2008	nigra	low	nigra_low	0.0596355	297.7	10.91769	P. nigra	0.2067372	
2009	nigra	low	nigra_low	0.1932361	458.8	12.02929	P. nigra	0.1351697	
2010	nigra	low	nigra_low	0.2550653	572.6	11.21354	P. nigra	0.1847235	
2011	nigra	low	nigra_low	0.237985	302.1	11.43551	P. nigra	0.1697122	
2012	nigra	low	nigra_low	0.07283805	288.3	11.72606	P. nigra	0.1518466	
2013	nigra	low	nigra_low	0.1092085	335.8	10.77581	P. nigra	0.2181657	
2014	nigra	low	nigra_low	0.06899374	270.5	11.70423	P. nigra	0.1531223	
2015	nigra	low	nigra_low	0.09069465	228.8	12.07968	P. nigra	0.1325789	
2016	nigra	low	nigra_low	0.04204381	323.4	11.67049	P. nigra	0.1551148	
2017	nigra	low	nigra_low	0.1004605	201.1	12.4234	P. nigra	0.1161727	
2018	nigra	low	nigra_low	0.0970911	452.6	10.83334	P. nigra	0.2134606	
2019	nigra	low	nigra_low	0.06027039	256.5	11.95002	P. nigra	0.1393466	
2020	nigra	low	nigra_low	0.1406959	322.7	12.1936	P. nigra	0.1269017	
2021	nigra	low	nigra_low	0.1143764	203.9	12.11509	P. nigra	0.130788	
2001	nigra	medium	nigra_medium	0.07969127	358.8	11.77294	P. nigra	0.1491424	
2002	nigra	medium	nigra_medium	0.0690587	335.6	11.61888	P. nigra	0.1582124	
2003	nigra	medium	nigra_medium	0.09859162	351.5	11.17159	P. nigra	0.1877019	
2004	nigra	medium	nigra_medium	0.06142529	346.2	11.03588	P. nigra	0.1976562	
2005	nigra	medium	nigra_medium	0.01988913	144.3	11.13217	P. nigra	0.1905423	
2006	nigra	medium	nigra_medium	0.0460038	355.8	11.23782	P. nigra	0.183021	
2007	nigra	medium	nigra_medium	0.03301357	320.7	10.76736	P. nigra	0.218865	
2008	nigra	medium	nigra_medium	0.02011435	299.2	10.55713	P. nigra	0.2369652	
2009	nigra	medium	nigra_medium	0.09045893	459.5	11.71132	P. nigra	0.1527069	
2010	nigra	medium	nigra_medium	0.1403275	584.4	10.87116	P. nigra	0.2104207	
2011	nigra	medium	nigra_medium	0.1341438	311.1	11.06629	P. nigra	0.1953822	
2012	nigra	medium	nigra_medium	0.02887239	293.3	11.36616	P. nigra	0.17427	
2013	nigra	medium	nigra_medium	0.04479617	332.7	10.40011	P. nigra	0.2513949	
2014	nigra	medium	nigra_medium	0.02434118	276.5	11.3142	P. nigra	0.1777633	
2015	nigra	medium	nigra_medium	0.05118988	233.4	11.72756	P. nigra	0.1517593	
2016	nigra	medium	nigra_medium	0.02165737	330.6	11.268	P. nigra	0.1809257	
2017	nigra	medium	nigra_medium	0.06356096	202	12.07103	P. nigra	0.1330202	
2001	nigra	high	nigra_high	0.3170893	360.9	11.36243	P. nigra	0.1745189	
2002	nigra	high	nigra_high	0.2377955	337.3	11.21471	P. nigra	0.1846409	
2003	nigra	high	nigra_high	0.3464311	358	10.70226	P. nigra	0.224325	
2004	nigra	high	nigra_high	0.2816574	361.3	10.55819	P. nigra	0.2368703	
2005	nigra	high	nigra_high	0.09565752	148.7	10.65748	P. nigra	0.2281556	
2006	nigra	high	nigra_high	0.1990407	358.1	10.74932	P. nigra	0.2203655	
2007	nigra	high	nigra_high	0.1211196	322	10.27977	P. nigra	0.2630072	
2008	nigra	high	nigra_high	0.1466144	306.6	10.04482	P. nigra	0.2871257	
2009	nigra	high	nigra_high	0.2626483	479.1	11.26267	P. nigra	0.1812941	
2010	nigra	high	nigra_high	0.3644781	622.5	10.39393	P. nigra	0.2519795	
2011	nigra	high	nigra_high	0.283016	331.7	10.56176	P. nigra	0.236551	
2012	nigra	high	nigra_high	0.1164069	303.2	10.91	P. nigra	0.2073415	
2013	nigra	high	nigra_high	0.2163242	331.8	9.910485	P. nigra	0.3018138	
2014	nigra	high	nigra_high	0.1126222	289.8	10.81058	P. nigra	0.2153105	
2015	nigra	high	nigra_high	0.2184333	243.3	11.25379	P. nigra	0.1819092	
2016	nigra	high	nigra_high	0.1012387	347.1	10.75417	P. nigra	0.2199613	
2017	nigra	high	nigra_high	0.1816787	204.2	11.60485	P. nigra	0.1590642	
2018	nigra	high	nigra_high	0.1813105	458.2	9.91548	P. nigra	0.3012557	
2019	nigra	high	nigra_high	0.1076421	255.8	11.08597	P. nigra	0.193924	
2020	nigra	high	nigra_high	0.2435312	319.6	11.4141	P. nigra	0.1711064	
2001	sylvestris	low	sylvestris_low	0.1752625	557	11.99493	P. sylvestris	0.1369648	
2002	sylvestris	low	sylvestris_low	0.121445	632.8	11.90282	P. sylvestris	0.141894	
2003	sylvestris	low	sylvestris_low	0.1414086	762	11.21308	P. sylvestris	0.1847559	
2004	sylvestris	low	sylvestris_low	0.1390418	567.7	10.82874	P. sylvestris	0.2138337	
2005	sylvestris	low	sylvestris_low	0.08112583	306.9	10.92854	P. sylvestris	0.2058871	
2006	sylvestris	low	sylvestris_low	0.08830946	503.6	11.12806	P. sylvestris	0.1908409	
2007	sylvestris	low	sylvestris_low	0.07755052	428.3	10.84717	P. sylvestris	0.2123446	
2008	sylvestris	low	sylvestris_low	0.1060988	722.2	10.35224	P. sylvestris	0.2559552	
2009	sylvestris	low	sylvestris_low	0.1035995	889.2	11.56453	P. sylvestris	0.1615391	
2010	sylvestris	low	sylvestris_low	0.1193004	1430.6	10.65089	P. sylvestris	0.2287239	
2011	sylvestris	low	sylvestris_low	0.147881	608.7	10.90389	P. sylvestris	0.2078229	
2012	sylvestris	low	sylvestris_low	0.09275033	551.8	11.18644	P. sylvestris	0.1866421	
2013	sylvestris	low	sylvestris_low	0.1607469	582.8	10.31331	P. sylvestris	0.2597215	
2014	sylvestris	low	sylvestris_low	0.1034699	481.1	11.10675	P. sylvestris	0.1923956	
2015	sylvestris	low	sylvestris_low	0.1036026	365.4	11.68766	P. sylvestris	0.1540982	
2016	sylvestris	low	sylvestris_low	0.07726855	584.3	11.13128	P. sylvestris	0.1906071	
2017	sylvestris	low	sylvestris_low	0.09549652	366.2	11.82421	P. sylvestris	0.1462385	
2018	sylvestris	low	sylvestris_low	0.0982538	1019.7	10.1593	P. sylvestris	0.2751296	

Likelihood History
Iteration	Temperature	Likelihood
0	5	-269.9551	
0.6666667	5	-267.4111	
1	5	-244.3883	
1.333333	5	-237.2634	
6.666667	5	-237.2001	
7.333333	5	-236.9457	
8.333333	5	-236.4348	
14	5	-235.619	
15.66667	5	-234.7622	
21.66667	5	-234.644	
23.33333	5	-234.1136	
24.33333	5	-234.0059	
152	5	-233.8855	
1000	5	-233.8855	
2000	4.875	-233.8855	
2422.667	4.875	-233.8838	
3000	4.875	-233.8838	
4000	4.753125	-233.8838	
5000	4.753125	-233.8838	
6000	4.634297	-233.8838	
7000	4.634297	-233.8838	
8000	4.518439	-233.8838	
9000	4.518439	-233.8838	
10000	4.405478	-233.8838	
11000	4.405478	-233.8838	
12000	4.295342	-233.8838	
13000	4.295342	-233.8838	
14000	4.187958	-233.8838	
15000	4.187958	-233.8838	
16000	4.083259	-233.8838	
17000	4.083259	-233.8838	
18000	3.981178	-233.8838	
19000	3.981178	-233.8838	
20000	3.881648	-233.8838	
21000	3.881648	-233.8838	
22000	3.784607	-233.8838	
22633.67	3.784607	-233.8829	
22634.33	3.784607	-233.8818	
22635.33	3.784607	-233.8818	
22636.33	3.784607	-233.8818	
23000	3.784607	-233.8818	
24000	3.689992	-233.8818	
25000	3.689992	-233.8818	
26000	3.597742	-233.8818	
27000	3.597742	-233.8818	
28000	3.507798	-233.8818	
29000	3.507798	-233.8818	
30000	3.420103	-233.8818	
31000	3.420103	-233.8818	
32000	3.334601	-233.8818	
33000	3.334601	-233.8818	
34000	3.251236	-233.8818	
35000	3.251236	-233.8818	
36000	3.169955	-233.8818	
37000	3.169955	-233.8818	
38000	3.090706	-233.8818	
39000	3.090706	-233.8818	
40000	3.013438	-233.8818	
41000	3.013438	-233.8818	
42000	2.938102	-233.8818	
43000	2.938102	-233.8818	
44000	2.86465	-233.8818	
45000	2.86465	-233.8818	
46000	2.793034	-233.8818	
47000	2.793034	-233.8818	
48000	2.723208	-233.8818	
49000	2.723208	-233.8818	
50000	2.655128	-233.8818	
51000	2.655128	-233.8818	
52000	2.588749	-233.8818	
53000	2.588749	-233.8818	
54000	2.524031	-233.8818	
55000	2.524031	-233.8818	
56000	2.46093	-233.8818	
